G	c	dx1dt	d2x1dt2	Fg	p	d1	m2	d2	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	5.252380201078132416e+00	2.632427271683975167e+00	2.572489539789620139e+00	3.851508769770705776e+00	6.639707853261678672e+00	6.850914219928359472e+00	8.806829226926998544e+00	4.984221297463622413e+00	1.197551826917240270e+01	5.791485043001893374e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.994675304849749864e+00	5.891207168554923435e+00	3.666963541149435901e+00	4.956711963638078089e+00	8.136447807081280459e+00	8.857241714064956639e+00	1.300695128987176830e+01	5.691561656649930079e+00	1.818110897183296970e+01	5.439636102023317932e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.252349040781338019e+00	9.721590326281543071e+00	8.746355247348317263e+00	8.032100169776409615e+00	3.370674699562987264e+00	7.992590570380524007e+00	2.800210652575616965e+00	8.762391667984221755e+00	1.550394088661141012e+01	4.213086679035331628e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.000011974016973504e+00	7.852756924629576751e+00	2.797819777086399728e+00	3.218984307804760636e+00	6.877869892360561899e+00	2.709399869154095697e+00	5.134053227383438056e+00	4.775874109240825227e+00	7.741233252497815798e+00	1.067164365683920035e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.572036631583505706e+00	8.317545234840025614e+00	2.949631770553813759e+00	-8.758867824624649856e-03	6.964237226525664681e+00	1.821870313546329667e+00	1.311823393487586564e+01	8.665529983993357277e+00	6.534431584840821650e+00	1.017481326137376740e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.434329674628374907e+00	7.295788489635621765e+00	8.470143094671362505e+00	1.718420935831314500e+00	9.186165145897138729e+00	3.371306725571558083e+00	1.019974681472862521e+01	2.955935558378924632e+00	1.506596937359780064e+00	1.413607136395905739e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.631035581770590159e+00	7.597267374696504483e+00	5.164732397241413864e+00	6.707520132649686939e-01	9.262097632184838503e+00	4.436319198380143547e+00	3.589092308922320740e+01	7.474282683136941330e+00	3.056262172706197600e+00	1.788752519466050117e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.318973524665199903e+00	9.169034260273203785e+00	8.179524494845653138e+00	8.134167798185155007e+00	1.086948023659565443e+00	3.813992146254843618e+00	2.504282743284783397e+00	8.008634615447688176e+00	1.636929539027811487e+01	2.949887126269746140e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.213707154948492573e+00	2.825930472969330420e+00	1.969041554931522775e+00	3.885112006349014102e+00	7.280541219049116108e+00	7.351178909100450021e+00	1.481949586820372744e+01	1.871050885765000338e+00	9.757859937608420964e+00	7.303716604437092919e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.126909958889775965e+00	5.137499511757472881e+00	5.364745209569307782e+00	7.883219408569832609e+00	1.137262565710179363e+00	9.876379542188929994e-01	1.510152375520863011e+00	4.203329326957748968e+00	1.506775112599752298e+01	1.193273982460443472e+00
