G	c	dx1dt	d2x1dt2	Fg	p	d1	m2	d2	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.113989237711974667e+00	2.620914586009868597e+00	3.608009869786488188e+00	5.576949820594357732e+00	7.008086431481841849e+00	5.857934779238797240e+00	7.974202756556708849e+00	4.493657365117975644e+00	1.482154505444879256e+01	7.613574351048766786e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.617405234631457134e+00	5.826404063081088935e+00	3.181148309919410444e+00	5.534968759002051542e+00	8.210764815804534322e+00	8.055832462772160696e+00	1.373769256523512539e+01	5.541990472068440532e+00	1.624843529803316855e+01	5.712745886013220087e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.800048307859198005e+00	8.879599908984543433e+00	9.074200400049978299e+00	7.626975404408661063e+00	3.163632554688424303e+00	8.234352183100233091e+00	3.200525378856228453e+00	9.006585313539371640e+00	1.444977440410818836e+01	4.318972415737497350e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.558318839863770400e+00	7.901061369565057113e+00	3.182555018763268517e+00	2.776040274616665027e+00	6.501940227217530399e+00	2.645454133268259511e+00	5.833307195726857408e+00	3.683665430213669101e+00	5.539962852728724130e+00	2.353584753976182498e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.087497059169850733e+00	8.010176160208702711e+00	3.193903123279758560e+00	9.495188782726917687e-01	5.709195395569330422e+00	2.673705876099407241e+00	1.438194657141226251e+01	8.996138219446171647e+00	4.462237149763570443e+00	9.820814160689504746e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.443694133368041310e+00	7.332614784651446449e+00	8.234050985889785679e+00	3.335750127868357229e+00	8.586754122082083995e+00	3.762913115237260353e+00	1.027154979950880431e+01	2.017524479546828342e+00	1.557182275878536526e+00	7.186743652726798048e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.339461276056959305e+00	7.347655326092755068e+00	5.362290223111573439e+00	1.379428906695769230e+00	8.633893778470161706e+00	4.122672031814904159e+00	3.601876470521450813e+01	7.622012265969201117e+00	3.330824801008804403e+00	1.759548297678218987e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069191063943303988e+00	8.650738618854495243e+00	7.655498609147864286e+00	8.358011096573196852e+00	1.117823195019920668e+00	4.756663840064401683e+00	6.156978841948290704e-02	8.786883321148785342e+00	1.739669083830649754e+01	2.205678495116251359e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.366381395097871376e+00	3.584483910301484499e+00	1.810251494608352330e+00	2.497687138516019090e+00	6.579203973381958725e+00	7.137929504876832532e+00	1.625401389697121957e+01	2.882127395574472395e+00	9.826287278664857183e+00	7.489562732637588205e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.961449415716478129e+00	5.076024899051497563e+00	4.878766987834598723e+00	7.414110796245585888e+00	1.480192286662387557e+00	1.689747489449522799e+00	7.428887846520259020e-01	4.612622151292351091e+00	1.199238536867703431e+01	1.085032744646713176e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.125778442131427637e+00	3.136096011243938442e+00	1.574543590320337305e+00	4.585841032068881384e-01	5.938071766545464314e+00	1.233300121649659298e+00	1.556706977271422510e+01	2.424667330945379451e+00	2.106922868850577668e+00	7.672264735739696029e+00
