1.000000000000000000e+00 9.556428757689245046e+00 -1.968483281386599337e+00 5.877108526405223188e+00 3.222809191647998617e+00 8.170132574722350327e+00 -2.628439222002864284e+00
1.000000000000000000e+00 7.587945476302645709e+00 -1.200019118529316309e+00 8.856512522887674876e+00 9.156291224689329766e+00 3.254211089132490908e+00 -7.312817138346511925e+00
1.000000000000000000e+00 6.387926357773329400e+00 -3.983758593791400848e+00 7.590023977686050749e+00 3.245915798645555128e+00 6.623866896462990539e+00 2.287654262947211858e-01
1.000000000000000000e+00 2.404167763981928552e+00 -2.170809561046205260e-04 8.259050330753048286e+00 3.447547535157679199e+00 6.145713848293738124e+00 -1.051171259017939974e+01
1.000000000000000000e+00 2.403950683025823931e+00 -8.811981735120286707e-01 6.929050300396456308e+00 7.834584361761673499e+00 8.495473391094439108e+00 -2.907977799300203170e+00
1.000000000000000000e+00 1.522752509513795260e+00 7.272832802460621693e+00 7.230489080660672307e+00 5.047658582054859622e+00 9.154783544331344558e+00 -2.773727627606958901e-01
1.000000000000000000e+00 8.795585311974416953e+00 -2.385550206285537378e+00 8.642760864087874140e+00 7.990395012596630764e+00 1.109410943296481378e+00 -3.885298568494782945e+00
1.000000000000000000e+00 6.410035105688879575e+00 9.626180944755295954e-01 3.247012079732673584e+00 1.588295418079467058e+00 7.066179271529134276e+00 1.048434336706945835e+01
1.000000000000000000e+00 7.372653200164409171e+00 -6.187392751502187593e+00 5.404824672788263840e+00 5.388140743060458426e+00 1.466522192077561293e+00 -9.590610909806421835e-01
1.000000000000000000e+00 1.185260448662222021e+00 8.543928220795727668e+00 2.990884976376420035e+00 1.302522401649543582e+00 5.939727985696203305e+00 -3.271466421899058563e-01
1.000000000000000000e+00 9.729188669457949246e+00 -1.237204902254154248e+00 9.889012071969823126e+00 1.563878831098190592e+00 3.588694561393103832e+00 -1.512731150514729173e+00
1.000000000000000000e+00 8.491983767203794997e+00 -5.580931771099309380e+00 9.496534057179520261e+00 9.157937080099697980e+00 3.760989395699271043e+00 -1.011606787255135087e+00
1.000000000000000000e+00 2.911051996104485617e+00 -2.746272912405798294e-01 1.354841302316553087e+00 2.253208340058356463e+00 4.176626531071208959e+00 -2.926938426253121506e+00
1.000000000000000000e+00 2.636424704863905788e+00 1.421588381699834258e-02 7.350176552641196182e+00 5.791786140476953726e+00 6.591632041446491286e+00 -1.953305917095322997e+01
1.000000000000000000e+00 2.650640588680904131e+00 1.087539597954935378e+00 9.327234856740991731e+00 4.699860423406359011e+00 4.006449691018922898e+00 1.197932030624602184e-01
1.000000000000000000e+00 3.738180186635839508e+00 1.984627698054300726e+00 2.625178106146001777e+00 4.126089936329583985e+00 7.594291455312523809e+00 6.731735189379890016e+00
1.000000000000000000e+00 5.722807884690140234e+00 -8.353027169110980310e-01 6.111507074973665077e+00 9.098500111185451544e+00 4.640746470164827109e+00 -1.022435981449698517e+01
1.000000000000000000e+00 4.887505167779042203e+00 -1.266442905996664869e+00 9.239394678292375929e+00 1.196410570979405508e+00 1.615178802789627444e+00 1.250348536569333979e-01
1.000000000000000000e+00 3.621062261782377334e+00 2.885613790719038008e+00 1.305513807272189464e+00 6.974107175580301465e+00 8.053838582356965148e+00 -1.142608349249039534e+01
1.000000000000000000e+00 6.506676052501415342e+00 -4.251231306633038720e+00 7.276782405221559280e+00 9.670549907921953903e+00 3.571824921334354030e+00 -3.231916703043046901e+00
1.000000000000000000e+00 2.255444745868376621e+00 1.373857090948586546e+00 3.676141066352956788e+00 6.041513651156577680e+00 4.894901916393363805e+00 3.411764978109021573e+00
1.000000000000000000e+00 3.629301836816963167e+00 6.679547528262625988e-01 9.319565758388772991e+00 9.431402158297826688e+00 7.168994948997113426e+00 7.460958377340219272e+00
1.000000000000000000e+00 4.297256589643225766e+00 8.073732683100978136e-01 9.739524206488310298e+00 1.470320913574213906e+00 3.992105414338408043e+00 1.341060751070816348e+00
1.000000000000000000e+00 5.104629857953323580e+00 2.961953794583799038e+00 9.498398402020905351e+00 4.769139871667452901e+00 1.509270905320440725e+00 -4.633026156681765428e-01
1.000000000000000000e+00 8.066583652537122617e+00 -5.269519613111885548e+00 5.267927949917173613e+00 3.341420118658460225e+00 4.365289423115322087e+00 -1.874578582396026150e+00
