G	c	dx1dt	d2x1dt2	Fg	p	d1	m2	d2	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.365199139457232924e+00	2.671886586410185505e+00	3.356164478229948234e+00	5.497632061043728591e+00	7.055912142467035686e+00	6.154878417298478510e+00	7.878458845041302894e+00	4.547856830343945944e+00	1.487290823028504505e+01	7.629803260917891627e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.558990987207220513e+00	5.876049048206354541e+00	3.219051738996618894e+00	5.240438337332214758e+00	8.159953066428277779e+00	8.242108689681218792e+00	1.285423692397358053e+01	5.259864256330250676e+00	1.713894737272092428e+01	5.625366438558419446e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.589520177032698989e+00	8.853318809212328944e+00	9.159686730010035305e+00	7.845659879683863913e+00	3.245715394924473696e+00	7.848843253413464005e+00	3.241355517059743452e+00	8.686686634731104917e+00	1.488620995751835707e+01	3.931981714750953927e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.393110484036770735e+00	7.588460035143265614e+00	3.248730092345808451e+00	2.719409574869314117e+00	6.620419216523988126e+00	2.384317058566439052e+00	5.745475242524285875e+00	4.059414064345844508e+00	6.831315075218617139e+00	1.874890171003448014e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.399887263376756064e+00	8.262273326255741068e+00	3.452029495315450003e+00	1.023703558538666902e+00	6.146835173537618324e+00	2.345524857000421459e+00	1.436735344165130179e+01	8.824981947965222062e+00	5.127589696064091207e+00	9.987556097205469996e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.404134742324605334e+00	6.936905625443538170e+00	7.836417098006274173e+00	2.721977894905871498e+00	8.494178114624176601e+00	3.410864077593033006e+00	1.065746154992174155e+01	1.803924086139575111e+00	1.235007343592254836e+00	1.309271278727796473e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.515364590278825752e+00	7.226994618547831983e+00	5.063866870185295355e+00	1.064605458662556403e+00	9.162785165127766973e+00	4.254700317086139272e+00	3.659273666988410412e+01	7.984462425424242227e+00	3.399332413937871777e+00	1.767211791169720669e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.799382016507578896e+00	8.643311244065829513e+00	7.984719173165085948e+00	8.136255247392192302e+00	1.101386169655929281e+00	4.678312202964433730e+00	6.210095379776447988e-01	8.628668244926700481e+00	1.757480121443392562e+01	2.280802335003068393e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.412843401149317835e+00	3.248894415147467019e+00	1.578850064362233629e+00	3.140778577490954682e+00	7.062111954895490484e+00	7.112840299626165042e+00	1.605081790203428938e+01	2.636258274058211892e+00	1.038628174674590277e+01	7.371423999126248461e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.375336649967596969e+00	5.399302803958046404e+00	5.385970232889911280e+00	7.348850435877859688e+00	1.474751017281860088e+00	1.503777095409589482e+00	3.029859180701059418e-01	4.872474655911181785e+00	1.331682529927641667e+01	7.328102006040296823e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.185269212697951824e+00	2.990998563881107408e+00	1.293864515186638586e+00	5.114871295891284531e-01	5.940437788130579655e+00	1.304100148712630691e+00	1.508835906725047060e+01	2.488902079436277948e+00	1.990666260450062675e+00	8.456959676212827404e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	1.543058265097995374e+00	3.593484545097056060e+00	4.528218779065047883e+00	1.055482064925016950e+01	7.358800374596198957e+00	1.447685947896025027e+01	8.748728261405998907e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	8.192069958143655128e+00	3.772093569803331992e+00	7.277591451955983892e+00	3.360444296734055314e+00	5.822919707943311707e+00	1.040987493394828078e+01	2.172955362299639592e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.835291792788510179e+00	4.172870706210980885e+00	2.744463866139024155e+00	2.363755837379797775e+00	6.721251118535853664e+00	2.886838018591699395e+01	1.122401597683639807e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	2.087992352572679788e+00	6.591094414203960916e+00	6.772897693124122043e+00	2.148996765950833421e+01	2.770680924672747736e+00	2.014963252008387773e+00	4.892537179066814623e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	1.337799768813100920e+00	4.004974940908059722e+00	3.332151140581913307e+00	1.000336468372887744e+01	2.889067747019610888e+00	1.639805658284823497e+00	3.120526583790983910e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	5.880859787989306753e+00	7.583710514254095258e+00	8.971059754109139917e+00	1.157826145025471831e+01	1.375120658763442805e+00	3.913728331782566183e+00	3.215068323310661391e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	8.530167658622403337e+00	4.639066175569031003e+00	9.067486283002645919e+00	4.933773779708555018e+00	3.889524683788411874e+00	7.295011443913999472e+00	2.718800772465412408e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	6.330464113405060989e-01	1.619948320397371688e+00	3.672945093456264409e+00	9.384230627257807100e+00	6.041247779012819841e+00	6.366653162160282875e+00	1.517898341021215458e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	1.934621520535454309e+01	8.056764994143302161e+00	3.070724978362709301e+00	1.290988115208440368e+00	8.729503588561694727e+00	4.841282801330920904e+01	4.240395904544905115e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	8.653128816266367096e+00	3.575176249618223334e+00	4.695876737854012717e+00	1.915924325106804771e+00	6.997265515132367497e+00	1.250520472236924796e+01	2.089437058088644772e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	3.701299595961004218e+00	4.892869148910502730e+00	3.166617620313685766e+00	4.166177445114835898e+00	4.917130733731297276e+00	6.038670318025232575e+00	4.570202210302809931e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	3.673255736820186357e+00	7.165443249342988707e+00	7.048961606036476368e+00	1.375687292542082574e+01	9.574792856476733505e+00	7.434369092411774460e+00	7.892253706229719334e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	6.496654617963999456e-01	3.998976367468504822e+00	8.440283549621458548e+00	5.190384783767966326e+01	7.479984611596942834e+00	6.588766999060816865e+00	3.989803708285425898e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	2.555927174997586260e+00	1.506578745579044254e+00	7.062042708525757106e+00	4.154394802729536984e+00	9.372008170121883808e+00	1.007905123779945633e+01	1.088154277246188251e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	5.133815193611059868e+00	4.366881396483175415e+00	8.416453945533744374e+00	7.181494852028373010e+00	5.757773686776952893e+00	1.759217403615875597e+01	7.169734408207657950e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	2.409445921068387175e+00	9.500921431947228157e+00	4.572239527641839274e+00	1.795712634242249450e+01	3.332408400199715626e+00	2.135639308685050697e+00	2.879986812733516643e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.423803386143044136e+00	6.783522402981258637e+00	2.403850838551941038e+00	2.524334097478469818e+00	1.476770305429618402e+00	1.926982886073711265e+00	2.558730806943023128e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	5.420603448125822510e+00	7.048570959789315360e+00	7.633826951326474486e+00	9.957937458056308699e+00	7.535137854714042405e+00	2.466026995369250230e+01	1.100885882587417619e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	1.159752855213138423e+00	6.683527658807527416e+00	4.239600105756340831e+00	2.460238512029620139e+01	2.096214632224451702e+00	7.212171060308186776e-01	3.638693195264436575e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	1.349459946587477077e+01	2.784500578865292120e+00	7.042517109457588909e+00	1.451748395369096167e+00	3.715442890033265666e+00	3.613773156029397882e+01	5.825932333031309973e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	2.428365600111456413e+00	4.768138636185257795e+00	3.437567151541847998e+00	6.773018007110521488e+00	5.792706382336259452e+00	4.613347595007575741e+00	5.156550192268398725e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	2.683606795589077443e+00	7.758109906160460589e+00	1.731875842691985135e+00	5.043171972446914175e+00	6.079365002573145382e+00	6.282159152880190334e+00	5.130829826751437395e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	4.460003202142618761e+01	1.909892064248365440e+00	9.931592635774441291e+00	4.367852684069277180e-01	6.409228548553251414e+00	5.862098828698496789e+01	2.727228215382210053e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.710126041993139268e+01	3.506172955033126648e+00	2.410895935191493589e+00	1.919425839647774801e-01	2.495268205128311934e+00	2.858481295386315679e+01	3.764082284687366164e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	4.708362470302107639e+00	3.487886768013102490e+00	9.896135059443807336e+00	7.327037483497502279e+00	4.411937955503759667e+00	1.006485828796901316e+01	5.082310109380978602e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	1.873543699776966998e+00	4.888454321529303925e+00	9.799349976964302655e+00	2.563678961921611688e+01	6.554788367128690396e+00	1.208092846535948617e+01	3.385890923840425870e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	5.984474838023007282e-01	9.827540175203388628e+00	8.134701279263062190e+00	1.356752746751943164e+02	9.722429121511348526e+00	4.861543183405280466e+00	7.143105488508055601e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.365324549371116802e+01	1.605492314183241787e+00	6.913441550174288963e+00	8.313154120128011249e-01	7.538117904179379103e+00	6.806333397227705007e+01	9.663724331980791504e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	4.211419044510266829e+00	5.676799932137273075e+00	6.201809228603160307e+00	8.360554693554334449e+00	9.307422935108236928e+00	2.406496856170288012e+01	1.425507086697392900e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	3.099635658919012382e+00	2.610016142358806857e+00	8.787153285710038730e+00	7.422848352928008708e+00	7.863085356252033975e+00	5.643646260100254608e+00	1.522318890570125127e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	4.071289341668673956e+00	9.739645113666917098e+00	3.603798476643395254e+00	8.643608198710758472e+00	6.328015265183183580e+00	8.515617072709575908e+00	2.767155361440651884e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	1.938949884272635593e+00	2.027493415459370674e+00	5.207485403155855508e+00	5.466411169318365459e+00	2.735358420374508714e+00	1.844621258482694648e+00	7.600572404850169939e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	2.819196626532963101e+00	4.624953202438676136e+00	6.583156208382722419e+00	1.082271901186325813e+01	6.996522385076290540e+00	1.938913819458605658e+01	9.854956907392040222e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	3.250481756862413363e+00	7.639106257794823662e+00	4.702893040385307089e+00	1.105806650112219991e+01	6.602564739636002322e+00	4.888598475940254318e+00	4.267917931948823629e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.979469176327297575e+00	7.347173047436484694e+00	4.848281515478233494e+00	4.451703778846364479e+00	6.421838334010875116e+00	1.368748094851869723e+01	2.378427613671486807e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	1.975597540571755628e+00	4.810822329201061009e+00	3.977121057214653366e+00	9.657353135163759816e+00	5.406166360665845438e+00	1.325087017852937166e+01	1.402975178663837319e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	3.432295983441306930e+01	4.117789139930524200e+00	6.080093537157934769e+00	7.300879528467155710e-01	5.753288453745436293e+00	5.363640689118356164e+01	3.344915274789337811e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	3.947132445155677960e+00	4.574534359552439255e+00	8.652677807262739051e+00	1.001782371630414659e+01	4.009544673138968562e+00	5.393500053644918246e+00	3.999000775844965716e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.887696008217264243e+00	3.383661209493157074e+00	2.819591673571532731e+00	2.430957502752625121e+00	5.670458853832744062e+00	2.535005857177823785e+01	1.380743209976073516e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	5.618753176366555913e+00	2.854403445631983782e+00	9.403852598867922907e+00	4.761671003144142489e+00	2.767930493795322633e+00	6.096638365768754397e+00	2.095165542424110239e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	7.444242945754002250e+00	5.341052520045069585e+00	7.203549590590322182e+00	5.196106537169479012e+00	8.244149205084870147e+00	2.282724994344554759e+01	5.553875335363413157e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	2.494431323045416260e+00	3.410286563432975981e+00	8.401029377954913002e+00	1.154410299567821951e+01	2.665758230830393760e+00	5.340759798599764352e+00	3.808810503972095862e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	1.051569265812131349e+01	3.588374378987668756e+00	6.006827101567048466e+00	2.059461030274135407e+00	1.765967473110779062e+00	3.915840448315918376e+00	5.013852058912208198e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	5.530580463495406995e+00	6.914211535389544139e+00	8.016701514524577021e+00	1.002980539772030255e+01	4.922615114965895877e+00	6.301554610136442136e+00	2.842033213927180224e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	1.569997627442294785e+01	9.715217016762176527e+00	1.154935142839459417e+00	7.079908853136621660e-01	6.930865570808379950e+00	3.094813606541530859e+01	4.818271160490448235e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	1.172389417996167138e+00	6.436412082474769036e+00	8.356899488732695502e+00	4.586277631716726688e+01	4.948250518586688074e+00	2.230744708690033828e+00	1.783508262432574298e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	2.825206961511252057e+00	1.688970963940681136e+00	1.357976728857477333e+00	8.127592476284658529e-01	3.494514398774529518e+00	4.193327015837586380e+00	1.458958966074910490e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.815249312658574921e+00	1.668804889629028620e+00	9.013701498318352989e+00	8.340098128909568587e+00	6.015031450556437065e+00	3.193507358771039417e+00	2.248610631686443639e+01
