1.000000000000000000e+00 -1.093601822992554595e+00 5.753571532049580384e+00 3.709504736891790611e+00 -3.245314080848703958e-02
1.000000000000000000e+00 -6.666772880718427885e-01 4.659969709057025788e+00 5.364729179382041302e+00 -1.978133218846067010e+01
1.000000000000000000e+00 -2.213199218773000521e+00 3.993292420985183000e+00 4.661124432047805577e+00 4.238476286958975834e+02
1.000000000000000000e+00 -1.206005311691349391e-04 1.780093202212182479e+00 5.032805739307248949e+00 9.745440324600726683e-18
1.000000000000000000e+00 -4.895545408400159282e-01 1.779972601681013344e+00 4.293916833553586443e+00 5.241491298574461194e-03
1.000000000000000000e+00 4.040462668033677929e+00 1.290418060840997416e+00 4.461382822589261998e+00 3.202413638675985386e+00
1.000000000000000000e+00 -1.325305670158631877e+00 5.330880728874675789e+00 5.245978257826596547e+00 -2.316096872890098979e+01
1.000000000000000000e+00 5.347878302641833059e-01 4.005575058716043912e+00 2.248340044295929818e+00 -4.964699631864796098e-04
1.000000000000000000e+00 -3.437440417501214984e+00 4.540362888980227218e+00 3.447124818215702380e+00 -2.676228380120603489e+01
1.000000000000000000e+00 4.746626789330958829e+00 1.102922471479012234e+00 2.106047209098011130e+00 9.709576237125406806e+01
1.000000000000000000e+00 -6.873360568078625832e-01 5.849549260809971507e+00 5.938340039983234675e+00 -1.163094887132894328e+00
1.000000000000000000e+00 -3.100517650610727927e+00 5.162213204002108924e+00 5.720296698433066318e+00 -6.273742109808322311e+02
1.000000000000000000e+00 -1.525707173558779051e-01 2.061695553391380997e+00 1.197134056842529493e+00 -4.428413651992352775e-06
1.000000000000000000e+00 7.897713231665992595e-03 1.909124836035503092e+00 4.527875862578442323e+00 3.775969764920336849e-10
1.000000000000000000e+00 6.041886655305195308e-01 1.917022549267169085e+00 5.626241587078329331e+00 5.041460847736980652e-03
1.000000000000000000e+00 1.102570943363500700e+00 2.521211214797688616e+00 1.902876725636667654e+00 -2.571245909291705045e-01
1.000000000000000000e+00 -4.640570649506106093e-01 3.623782158161189315e+00 3.839726152763147216e+00 -2.150184916006502300e-01
1.000000000000000000e+00 -7.035793922203690265e-01 3.159725093210578706e+00 5.577441487940209441e+00 5.928218309942182018e-02
1.000000000000000000e+00 1.603118772621687338e+00 2.456145700990209679e+00 1.169729892928994097e+00 -1.108904714588745954e-02
