G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	d1	d2	m2	p	W	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.953101320985155098e+00	2.652309625404325022e+00	3.336587919305606942e+00	6.954720858298373720e+00	5.851936172245888912e+00	4.452721478598347993e+00	6.681407476846194626e+00	4.715012152594299621e+00	1.350876026724234347e+00	8.632899433934128064e-01	1.668699598710261522e+00	5.035801429804373508e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.467182171412336089e+00	6.280090769320445077e+00	3.343294019449514209e+00	7.871422795494542157e+00	8.608762938662035680e+00	5.122958898907715053e+00	2.371352698422128924e+00	1.719947013072109243e+01	4.252374612260357623e+00	2.656326668884107178e+00	2.856334424932652549e+00	1.962999727659788807e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.322070157367337018e+00	7.965476993311176201e+00	9.212666583300599399e+00	2.767969453029771376e+00	7.562202537672362723e+00	8.793090386988215101e+00	8.495199833256535271e+00	8.048200394844910122e+00	1.884702402880376715e+00	5.400003047450249838e+00	8.556139702264315972e+00	8.097636304321151335e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.506543992904186169e+00	7.935683536034287222e+00	3.165023438443291148e+00	7.155295957953278219e+00	2.044264392227085558e+00	4.024696264358448516e+00	6.290681478830656204e+00	1.403023531770387633e+00	1.415756057841673465e+00	1.261345093066197132e+00	8.013815702060675505e+00	9.804564340773852527e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.538659773660588925e+00	8.515015410968915788e+00	3.953056665215532561e+00	6.158951393277598108e+00	2.297892848909489416e+00	8.621554762805496708e+00	2.415182872960962790e+00	8.519137669303542992e+00	7.063275094690802725e+00	9.524103742736258482e+00	3.847940394971967937e+00	5.428421942016857793e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.383986603358068557e+00	6.418403607487992879e+00	7.943170589738894449e+00	9.196902544404284896e+00	3.065155968848058077e+00	1.825868642500668715e+00	1.004557741441305474e+01	9.376936760741485521e-01	5.904970374329761018e-01	7.376849098026472262e-02	5.078110264281839648e+00	5.784450110733810324e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.463146479784723120e+00	7.488976443637093361e+00	5.260768953758179656e+00	8.927614369916319959e+00	4.675062976419505745e+00	8.084345684984278080e+00	5.406066177441365639e+00	6.260844522252753563e+00	2.997009340243953268e+00	2.218178625850243613e+00	5.943034734551710940e+00	2.206624664687716897e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.052373380123821534e+00	8.937181822610797965e+00	8.286653630773111345e+00	9.933458406758199910e-01	4.613268795447963200e+00	9.135412642970512920e+00	1.349047386390826997e+00	2.389385193182863887e+01	1.029373866421437533e+01	8.124400666780903180e+01	1.169864193756513293e+00	2.930295014269738707e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.179038262222821487e+00	3.403270969344442065e+00	1.772759822219184267e+00	6.856311092132799878e+00	6.239998372603599464e+00	2.655046581416698359e+00	6.478446242909683406e+00	2.873040781891957440e+00	6.691695603334507636e-01	5.786257296228966007e-01	3.163536236373762911e+00	1.122348016758556444e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.280385958032944416e+00	4.971152356421725038e+00	5.957652967659421428e+00	1.293089533060758578e+00	1.564579348076557519e+00	4.875864169806186865e+00	3.370577297622720625e+00	2.421962977185935895e+00	2.760179686038275459e+00	1.125313460620983363e+01	2.260482169470806824e+00	1.358059588193095135e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.043958630620986039e+00	3.180770149428039151e+00	1.348354008519510261e+00	6.176185242218164895e+00	1.462800253722672306e+00	2.607011573060979526e+00	8.566076128069616047e+00	3.479079949563787522e-01	7.356078131137534504e-01	3.605811277611347121e-01	3.183482063638735315e+00	1.102872471590532061e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.002521344768939393e+01	1.016917171886468196e+01	1.561956923703939237e+00	3.741980772216670914e+00	4.412419094916399054e+00	7.099007528187420313e+00	8.336869190637752780e+00	4.127143066121849557e+00	1.713618241412161014e+00	4.761878170566347102e+00	8.273435536921020628e+00	6.834483437003727180e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.569242912008087742e+00	9.337370367519616465e+00	8.978601544214122043e+00	3.997935393732531928e+00	6.905199296324425973e+00	5.344807062112458595e+00	9.417263118048669668e+00	4.281155446257741914e+00	1.128751470129804924e+00	3.204706178751928203e+00	3.297312064148684385e+00	2.671156604737837809e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.622848144175315088e+00	1.477546117294564976e+00	2.182455571240910608e+00	4.539937532859732450e+00	2.712782693109593524e+00	6.632297701039069793e+00	5.181440842149360293e+00	2.495857942584699174e+00	2.275950928703340370e+00	6.659136319038647667e-01	2.501611664025013226e+00	2.916481164977827167e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.375414369327683239e+00	7.251929023317118528e+00	5.589907776794178496e+00	6.891358469413050969e+00	6.642349100768606185e+00	3.062469153050139337e+00	5.145822382416564977e+00	3.189549093873604413e+00	1.344145574758449868e+00	8.896733235971014953e-01	5.447768221452354176e+00	1.147367450852254667e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.157615664832199354e+00	9.573509364629305907e+00	4.886826829946585349e+00	3.733483009807085473e+00	3.072758768839541688e+00	3.244087121720836908e+00	8.051978675332998492e+00	1.611955646204166204e+00	6.086843807793942407e-01	1.928301704918975679e+00	8.996855052327592972e+00	1.051598612110833109e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.031315647264422708e+00	2.537973784125925558e+00	3.874215319630292420e+00	7.452510132885691085e+00	8.685044993258577151e+00	8.579437529206707103e-01	2.686097699856493382e+00	5.531298523584030846e+00	1.256468959659087448e+00	7.004653380997252210e-01	3.507517578108858114e+00	4.018641858447616899e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.950544387287187043e+00	5.950142880147030411e+00	9.118872842409375679e+00	4.673628072959789215e+00	9.103759899253265786e+00	4.081319429623861517e+00	5.600639625714512349e+00	6.036062153063961766e+00	1.347273622574142626e+00	1.567923528773058406e+00	1.752484715521391623e+00	2.306565268807388505e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.890819381430328683e+00	9.228464040641528143e+00	1.350891729434203326e+00	2.624186871763284579e+00	3.921520475104752546e+00	5.438392150933395008e+00	5.954245491070467189e+00	3.749682810266473432e+00	1.984440707893526890e+00	1.207153246438987892e+01	4.056114611806756365e+00	6.195359274361592755e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.029278423173635382e+00	9.323228248084676206e-01	7.015608985958133204e+00	8.262903177572876956e+00	3.195644052028581594e+00	8.847371598059565301e+00	1.525151611157550713e+00	1.452204377740648411e+01	9.576889891713410208e+00	1.683959542761543693e+00	7.632085548491079230e+00	2.693472517086004991e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.208077668418158446e+00	7.238234752181184284e+00	9.423203422604894186e+00	3.600702248703677721e+00	4.231120034379173056e+00	7.111894891801070706e+00	4.517440219197601081e+00	6.738937624743378763e+00	2.888568683179360885e+00	6.079274866342869288e+00	5.982797125278216832e+00	1.518032952989306905e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.459209391394619360e+00	3.776859984629476585e+00	6.234480162864380226e+00	5.077136361813223253e+00	3.332408101316326920e+00	4.445663637377316846e+00	8.412113237204208005e+00	1.916679612361821050e+00	1.213662444677383379e+00	7.468480982756837694e-01	8.409368932800166618e+00	1.645070484935552135e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.509345181003553638e+00	9.561551705428513515e+00	9.407841353368386450e+00	7.005750809821546632e+00	7.261835875000884677e+00	9.852402707608739263e+00	8.614467247517021420e+00	7.919831763523678347e+00	2.151203278696284915e+00	3.066012389153508266e+00	9.752492478383224750e+00	1.122065102198093883e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.229902212549395024e+00	9.808773465558877191e+00	6.772151190251332054e-01	4.063135800671810571e+00	8.814151839730072879e+00	7.951556727353242593e+00	1.653168793383637647e+00	3.411562888208445088e+01	8.125921432108038189e+00	1.895371027002447661e+01	8.016623861450071331e+00	6.167895487265746546e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.301039647779093755e+00	9.099909098512023675e+00	4.497653601413253099e+00	1.767668150754797551e+00	6.799129723938269088e+00	9.354347911625218615e+00	2.490706744835320396e+00	3.623322063803755100e+01	1.020788443514597255e+01	6.486793282930322846e+01	6.575583787345771647e+00	6.126857165695666074e-01
