G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	d1	d2	m2	p	W	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	3.834422548126843466e+00	3.379057645324374359e+00	2.781714954348343483e+00	7.665232046378427810e+00	5.689610408540100472e+00	5.371929608609761431e+00	6.854757610417476776e+00	4.258486808261909395e+00	1.442183836528489582e+00	2.496062868143213986e-01	3.807205308801938637e-01	9.695929846047217360e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.996087123480485559e+00	5.598239071238995557e+00	1.956209375359605485e+00	7.895887836038704144e+00	7.350712843872029723e+00	5.190119632309173170e+00	2.503514715215152453e+00	1.753658334069798741e+01	4.160174805872011383e+00	3.361276608967039614e+00	2.523924790784903394e+00	2.106604201488115613e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.201462977641917007e+00	8.812775324570379709e+00	8.835912409178174443e+00	3.612579844845905885e+00	7.198455952353358001e+00	8.639010090563145283e+00	9.584080536534493433e+00	6.891392521012996930e+00	2.597039079823810326e+00	5.354556524216793179e+00	8.996490022059676406e+00	1.005511343508438682e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.634540886554984418e+00	7.346261252343285086e+00	3.258885308620617760e+00	7.173361585952536146e+00	2.977409228263726337e+00	3.655625740083006114e+00	5.505977140474617393e+00	1.711798242488020261e+00	1.059320915072577085e+00	1.459993094288405624e+00	7.172953868206166206e+00	1.327936508581822883e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.444589427961565864e+00	7.712392312058497623e+00	3.795809612423449941e+00	6.980175192984190424e+00	1.833644291567024132e+00	7.730303479399724509e+00	3.292866787709659349e+00	7.473011010308511004e+00	7.267818551621561873e+00	9.718946047179567671e+00	4.045179132012365564e+00	5.990963409329385092e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.323000452885815470e+00	6.355877670639471511e+00	7.516727365002721761e+00	7.762874721549931856e+00	2.512590546693540539e+00	1.997810475909933547e+00	1.004533253596632036e+01	1.428537185568753864e+00	5.925942867883272624e-01	2.620799670951741156e-01	3.955342341246432358e+00	1.177609635472192523e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.175562718422400454e+00	7.402239456940162832e+00	4.736206572165935214e+00	8.397933934846971482e+00	4.206469178451150981e+00	7.646001345954701378e+00	5.748048048944344401e+00	5.566298266073749446e+00	2.623771685706938861e+00	2.238187649800967627e+00	6.760059483526297264e+00	1.582680513469317540e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.025802491972740427e+00	8.628080274044680920e+00	8.559467277908964888e+00	1.740187981118531013e+00	4.989137595577486373e+00	7.525397156015257494e+00	8.762801068772116952e-01	2.423878005666103519e+01	1.096739731666023943e+01	8.122301469010295705e+01	1.215120872500509153e+00	3.258850263735499908e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.401237957567217585e+00	3.671211929680712416e+00	8.532678427494073681e-01	7.608320142803094654e+00	7.138328103507203259e+00	2.548476777046057684e+00	5.731928113260904567e+00	3.472890393248134089e+00	7.952163675158588907e-01	3.443290229424994520e-01	3.625412226254688175e+00	1.019415725296972247e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.771346644912648038e+00	5.270161006776257651e+00	5.297986960205702367e+00	1.132556193291348379e+00	1.840419746307088600e+00	4.769901636347943175e+00	2.973647518364489706e+00	2.822325227929684210e+00	3.131910355773525723e+00	1.032639638103099955e+01	3.030371422115492930e+00	1.561657698594667021e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.385187843058794943e+00	2.874248481585815362e+00	1.831085077880877154e+00	4.187421777508051335e+00	1.941184109496682408e+00	2.316591299008185167e+00	8.578723114489243073e+00	7.518761377507201527e-01	6.101441912573045689e-01	5.233647931958381738e-01	3.660813523663572600e+00	6.058585695858480918e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.049915767695214441e+01	1.031501235689700202e+01	1.172717938566450346e+00	3.632481794372484529e+00	4.838367537688808895e+00	7.387235023338297069e+00	8.357133369295102199e+00	4.756604959156551793e+00	2.049904014559024379e+00	4.801686334500253395e+00	8.830359129898361914e+00	1.221061567879504345e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.419610956943881064e+00	9.289524811679489957e+00	8.311172149663237363e+00	2.939510892447154244e+00	7.190561468176143833e+00	4.915122935946683036e+00	1.012507608558649430e+01	4.620640557081562960e+00	8.841849509029573451e-01	1.655276211495127825e+00	3.537523337854631578e+00	5.195521573706479712e-02
