G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	d2	W	d1	Fc	p	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.283152144980515885e+00	2.490645869606412877e+00	3.376399776875302461e+00	6.799441963662741450e+00	1.560105027546835776e+00	6.684379928928580128e+00	6.127703199374900933e+00	5.170421832110824845e+00	-3.532385051327751602e-01	6.975411780108899507e+00	3.339758119280135773e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310582733768116626e+00	6.105382675505824253e+00	3.115175040272858187e+00	8.645040579480307130e+00	1.546439665138797936e+00	5.766334840149988317e+00	8.223217767508671727e+00	5.226682221967276831e+00	-1.921046483435988605e-01	2.112344929396577697e+00	4.881545717230520864e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.782164880722317157e+00	9.002053701162409993e+00	8.907560359897386704e+00	2.864685573761724946e+00	1.247424290219151910e+00	3.673349364724693089e+00	8.353202912774886357e+00	8.401560085525646926e+00	-1.240309334035767375e-01	9.000981497104168838e+00	3.270948824835470337e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.363801537248908069e+00	7.401255259408134890e+00	3.139764382278128707e+00	6.591056959128341219e+00	1.456974755790312548e+00	3.584200751026544118e+00	2.132978516392967983e+00	4.697459202771807618e+00	-6.344534436538259992e-02	6.320820046166785389e+00	4.951318741748358399e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.629331462458243784e+00	8.483153548503052477e+00	2.806648545463557909e+00	6.192665588623008865e+00	1.457281801801952659e+00	1.065920237348082278e+00	1.707509823200194177e+00	8.625746585309975956e+00	-1.486038461884239270e-01	2.133638789138801339e+00	1.392469252624588982e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.499460760738393628e+00	6.883343151772403523e+00	7.625427326758386748e+00	8.256572493528398837e+00	1.671482559553359781e+00	8.512557133329898829e-01	3.500024454293136245e+00	1.581336491738307704e+00	-9.590919269886338805e-01	9.462807092484275984e+00	3.430437945708999958e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.308150852510870044e+00	7.473944796771040622e+00	4.744109408494746383e+00	8.986634797633636040e+00	1.611554635417793202e+00	9.082993600139879220e-01	4.576763539673099679e+00	7.839912595306918419e+00	-3.440798070993388857e-01	6.080762902383230362e+00	9.218525670045680798e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.086317737140978679e+00	9.188217884355069032e+00	7.913115067685398074e+00	1.325033933176859247e+00	7.767417522472800373e-01	4.159500444968773358e+00	4.735988503362951185e+00	8.673087210126176672e+00	-3.109435944394767920e-02	1.746772069604164201e+00	3.644469998383854215e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.174277649495757636e+00	3.288957965749619738e+00	9.588851712299707453e-01	7.456363391866357659e+00	1.548229764220508953e+00	7.776831114582869908e+00	7.254048779009343306e+00	2.891702557812442898e+00	-5.343985834627223985e-01	6.393867480378761847e+00	1.521704069409098281e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.541876147510704342e+00	5.326627498321507836e+00	5.440842900510779678e+00	8.941632009936625325e-01	7.518514851477224870e-01	5.507085741018329372e+00	1.715036267482148657e+00	4.146531357916659388e+00	-6.058990172736392066e-02	3.489674053778804463e+00	8.971539390930300950e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.532084216383831299e+00	3.283383521335048183e+00	1.553598327027576387e+00	5.988512351030881753e+00	1.576654570106207798e+00	1.876439110738041371e+00	1.342260681937006428e+00	2.743645410277157026e+00	-5.946041155323938954e-01	8.458920753946051363e+00	2.200359784745025138e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625111365120737617e+00	1.027750202429465709e+01	1.531495345311459477e+00	3.558025378258921734e+00	1.193699894122312699e+00	4.586886356480282423e+00	4.678704002151298447e+00	7.207323316605947383e+00	-5.470057621173407547e-02	8.256687059484065117e+00	1.213654322143035458e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.804813728117418137e+00	9.250849097205907867e+00	9.295644825670940747e+00	3.790058239639721105e+00	1.264237515706483572e+00	3.616798573003582984e+00	7.421435124993237764e+00	5.704869239879002407e+00	-1.440302522471488267e-01	1.007141085370106204e+01	3.099914621887524646e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	4.090887737194320195e+00	1.338646613082164150e+00	8.685259994589307198e+00	2.207497229802238614e+00	7.188402704991399439e+00	-1.820438498783877035e-01	5.790650584159532599e+00	9.837118201788247474e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.866973848110053513e+00	7.538050792802163613e+00	5.362582334279530905e+00	6.242337517320528661e+00	1.603689087762435683e+00	1.210887564643482461e+00	6.804551681901757298e+00	2.826895052319718715e+00	-1.027897769769790193e+00	5.326164831459407445e+00	1.016658421933482437e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424201572952315420e+00	9.290509128127169447e+00	4.700327364338654057e+00	4.423901318327017940e+00	1.297797015495474549e+00	1.000476882528371414e+00	2.910109932298193147e+00	3.028521278044427945e+00	-4.905800406652742196e-01	7.598027323273866429e+00	2.914542287056643310e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.796173143517171944e+00	2.359723228895613367e+00	4.313930555482381912e+00	7.908085778137382782e+00	1.519274422779399281e+00	5.658918135612192479e+00	8.964379070014828699e+00	1.360155452486372374e+00	-3.863616221582395038e+00	1.871546791059899073e+00	1.921968643823833389e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.341759324064843106e+00	6.261905546944643852e+00	8.732859623666460180e+00	4.612599843992571280e+00	1.408859265580225228e+00	4.065643362170770381e+00	8.926321023713436276e+00	4.108081868915450130e+00	-4.394385303998555314e-01	5.461798367153706479e+00	3.910463321073676113e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.350609527317827130e+00	9.426174773531482032e+00	1.067969424779148691e+00	1.483007662675307481e+00	8.788209894462457594e-01	2.338495775245786223e+00	3.957195111688549094e+00	6.481536844829658861e+00	-1.155332280564078523e-01	5.737935643448245138e+00	7.947157181083517763e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.076043199927218197e+00	1.212501808027201422e+00	6.905882647281369913e+00	7.888882033648143555e+00	1.569958878593727292e+00	1.161898035449049438e+01	3.136508968313611145e+00	8.042481497438741300e+00	-1.233479892204460693e-01	1.705217583455932662e+00	2.471303794330218739e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	2.871969338128672611e+00	1.297008890032480100e+00	3.171704418754859311e+00	4.830608589038346778e+00	7.299867528255854943e+00	-8.636603484295392319e-02	4.683949311768055956e+00	2.843278585589162244e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	4.990669964922727075e+00	1.336985151804105154e+00	2.094415178258233645e+00	3.112643165662330791e+00	5.342932033862680008e+00	-3.530857588239058042e-01	8.666724352648198959e+00	1.364866960911465643e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	7.380204177555448553e+00	1.445186333508072352e+00	1.857206962667678152e+00	7.338013416102267428e+00	9.715527198555518495e+00	-2.509572190090694765e-01	9.176736383819536158e+00	6.143176611113376318e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	4.029431206353923045e+00	1.479721616457980504e+00	2.158605159854631861e+00	7.999554764292761355e+00	7.287400187553934039e+00	-2.708220691608547170e-01	1.800777731811487259e+00	1.180350928715996872e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	1.485902333311669654e+00	8.673360396040725728e-01	2.158682909497725344e+00	6.813941419809389721e+00	9.055408103891977589e+00	-9.979124039996552231e-02	1.803221917891846493e+00	1.115472499788203464e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	4.401392170379690327e+00	1.383585389297863566e+00	4.911512070216849324e+00	8.769476423940126608e+00	6.396167336078986132e+00	-1.643270228607418282e-01	2.869894343896408628e+00	1.753300397472588301e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	9.269095611981155614e+00	1.598329568892157715e+00	1.075377745668725238e+00	4.454281726057947033e+00	3.081893281687489772e+00	-5.472109255560783092e-01	9.478878240925432408e+00	5.778021399243884026e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	6.640395580314017110e+00	1.606004091779862364e+00	2.708609406061573299e+00	1.822440982950406241e+00	1.891742952267270628e+00	-3.312229684607804758e-01	1.802210961371944142e+00	7.777219910712461548e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	6.998291183589441466e+00	1.520949976120048230e+00	6.296788301367213236e+00	8.037181597781151154e+00	7.641884438767203136e+00	-1.877949981932894863e-01	7.287714531562236253e+00	8.424333721844041278e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	6.879107972620610134e+00	1.347883497752127235e+00	7.207641576843929476e-01	4.537571283783838894e+00	2.652916823752762276e+00	-1.602590570820759286e+00	2.099719308273130913e+00	1.846230298832508510e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	3.164143151964692535e+00	1.126044664735443401e+00	1.992350044055540792e+01	7.235068095925684339e+00	3.637674516181270246e+00	-4.768053885116073642e-01	6.675202309581907301e+00	1.373789101729761430e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	4.702981614851895031e+00	1.389344509500968439e+00	1.980107472901980969e+00	3.461506710080328286e+00	5.351264222060559739e+00	-2.243744471669265883e-01	4.651534243785775402e+00	4.098002799995210665e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	7.475667372071947980e+00	1.578387727096148385e+00	2.285516784639841426e+00	2.183366834407784562e+00	6.080344772967174016e+00	-2.401150914194449815e-01	8.296061448132284966e+00	9.735875525352332138e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	1.922004553063659138e+00	9.638948207304725013e-01	1.828369102865019968e+01	1.027601761064988040e+01	5.997502774970754125e+00	-2.226951824324480134e-01	3.081105674002654116e+00	1.076624517487728250e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	4.045122808316548024e+00	1.228409610860959900e+00	2.276716677504925812e+01	2.827368138411136211e+00	3.230639821148268975e+00	-1.907199909183584230e-01	7.036795764092369510e+00	4.208960579994480700e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	3.227623688872825802e+00	1.219928237535150561e+00	4.761326474194409464e+00	1.008520669417920246e+01	4.590313681022143655e+00	-3.143709879097361659e-01	3.437005770960850803e+00	1.971147776377841510e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	5.127939776766208269e+00	1.398776342148331020e+00	3.694153547672762272e+00	9.828962520224134636e+00	6.768196241096904764e+00	-4.595065490058802271e-01	7.243386643389468915e+00	1.269288439461888274e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.018492147249027369e+01	1.548382903478128014e+00	1.015333590985983303e+00	8.035651427141539571e+00	9.941993493244407176e+00	-4.512815940044182517e-01	9.125035688212349783e+00	2.920672293533190356e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	1.510078140171271066e+00	7.564116570956903596e-01	1.760657372901817652e+01	6.589218556853711384e+00	7.358422334334895787e+00	-1.768427441299239566e-01	2.080763603581136323e+00	3.113381297636129474e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	5.478644689392785594e+00	1.485124420420829150e+00	4.977135174956837105e+00	6.336994265621497924e+00	9.267216654970166445e+00	-8.609412557102780195e-02	8.771216349704026527e+00	4.232229082368347939e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	2.769904959005029088e+00	1.141026563392800952e+00	1.637756909824533258e+00	8.954334455366748102e+00	7.890182533885473859e+00	-5.707575439542978968e-01	6.381053567526549841e+00	1.936469613117479671e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.673461874753486178e+00	8.090932161386968247e+00	6.179154211103921490e+00	9.831693659966154186e+00	1.719723867591435917e+00	2.389914763844351420e+00	3.509693655381019184e+00	6.858678859645518600e+00	-1.154058880637030410e-01	2.040426219814414743e+00	2.219846894000570359e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.696131603163032464e+00	3.962281203957398912e+00	5.354045751077833870e+00	2.207785211417533588e+00	9.873112001675821148e-01	1.426121025417670163e+00	5.376265339463913939e+00	2.410809602528685591e+00	-1.791558559346447588e+00	4.729672697996849529e+00	1.155685482543470144e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310834835464888215e+00	6.828320905401949581e+00	1.681720075786860669e+00	5.193697404257903827e+00	1.314711257755548202e+00	5.650378892866435798e+00	6.484041952835570832e+00	6.800313737117764212e+00	-1.444092593481402509e-01	2.715575856808943200e+00	4.003721362893711699e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.364298358619511209e+00	9.039844863386923279e+00	8.158982768322060153e+00	7.686179145384825162e+00	1.451545438994621406e+00	1.611849247796145912e+00	4.936955952224093558e+00	6.510860813875900988e+00	-2.084024086930141295e-01	6.887276470208590240e+00	5.968358358160877231e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.118314836631554954e+00	6.212889630873195124e+00	7.716948233970533977e+00	7.018291814787835925e+00	1.510483596556182473e+00	4.408983744037050734e+00	4.607138466464911986e+00	6.237435175024501177e+00	-1.053203412174305020e-01	7.541062382433914912e+00	3.444440583518288967e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733033643467190466e+00	2.399998379592704900e+00	1.499761164377568567e+00	4.822595097519318585e+00	1.441252167319642119e+00	5.086114746413791465e+00	3.685205131841859050e+00	5.007876123817367464e+00	-2.279067414699243455e-01	2.135688886267791187e+00	1.800055613405337240e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.606255834078528899e+00	1.191729403056595693e+00	7.596958048945920972e+00	4.184099390733719837e+00	1.445522129349289475e+00	1.846144158673815738e+01	6.012565360312176033e+00	5.015984593256999524e+00	-2.530058718669626616e-01	5.535430820630350190e+00	3.260208248283012478e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.440290851274251160e+00	8.682360657136570126e+00	6.003301415380132511e+00	4.921494388277036336e+00	1.395683871226106154e+00	2.282835037294612235e+00	8.880888293607968720e+00	3.508862824689070070e+00	-3.757322538540135426e-01	8.601306012574017501e+00	7.252957003990368356e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.905462260259675134e+00	8.402305428837103518e-01	1.458775568749937523e+00	3.325228392815725798e+00	1.172732136966599503e+00	8.705487854357805588e+00	2.498163197156058946e+00	5.975288053901616436e+00	-2.286755615952686393e-01	9.522821004403144940e+00	7.317590823572617253e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.783485707359398376e+00	9.102645893392246279e+00	5.091514450766682742e+00	2.737274561995753697e+00	1.114328165203816168e+00	4.583351931875434992e+00	9.695776875355695879e+00	2.775748631325832161e+00	-3.167730148962666359e-01	5.258907833268333221e+00	9.263859208990769645e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.186474239955781940e+00	5.322175267689741140e+00	5.236698136014310556e+00	4.976217885576954991e+00	1.397147195447762780e+00	5.212273657549645556e+00	6.754434280286854886e+00	8.475765441399389033e+00	-1.407277108568442958e-01	9.569603279462018719e+00	3.919350332289583072e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.693488648749379877e+00	9.623223977230791704e+00	2.323774871752842142e+00	3.564971347928372225e+00	1.233601988157712936e+00	3.718853694243149821e+00	8.342258313516531132e+00	2.512203856293100390e+00	-3.937743413722999963e-01	5.966591839935873942e+00	1.884785601449912562e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.040699700169909647e+00	7.796808261048296274e+00	9.763978203287885904e+00	4.493410105618892203e+00	1.361253656876134865e+00	4.137928398856868029e+00	5.620868627627173986e+00	1.737722251390344086e+00	-4.337303669940636430e-01	4.611370657459533007e+00	4.682925831727231980e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.149485051864244767e+00	1.001870480208697600e+01	9.342950866904526919e+00	6.850556141813902045e+00	1.633660101432267364e+00	2.055545811309869464e+00	7.304851016546701103e+00	5.368717893405810848e+00	-3.175605043528503812e-01	8.506462746244167761e+00	7.050845956089341726e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.703160008347685661e+00	4.416198570829665826e+00	7.329365417589176701e+00	9.839166082311308514e+00	1.646749879614618273e+00	8.635323613147184219e+00	1.245605774480572192e+00	7.350692776493915837e+00	-2.959691305861877897e-03	5.362335642386955037e+00	1.589084592443860355e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.962649106364594553e+00	7.810695816669177560e+00	5.153217866640175338e+00	6.284453564608912579e+00	1.538263695202635173e+00	1.180906534490019810e+00	8.316997427734603932e+00	5.197842872682565840e+00	-9.908366706202897944e-01	5.094785611074529541e+00	1.472768784346903637e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.827233480867262561e+00	5.087442581920512907e+00	5.053618017804048179e+00	1.346011384770297248e+00	8.618980782839814614e-01	2.199515985717237943e+00	9.807534748690875936e-01	3.546312214888820868e+00	-1.519348300961302634e-01	5.052373400559389438e+00	1.359484119693360249e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.290157865565603190e+00	5.852355596665086424e+00	7.331663777417998240e+00	1.797786628202168169e+00	7.953788333166469382e-01	5.828728560921103696e-01	8.868521951476610710e+00	6.165624346129106037e+00	-1.141317463010671496e+00	8.223215981154483600e+00	1.894350097929634824e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.035463685191217564e+00	6.713521243213918410e+00	5.524477506629752455e+00	9.570438678048484249e+00	1.777202978775495712e+00	2.224520944845006287e+00	1.004799467966818582e+01	4.224690448524624387e+00	-6.549078361680883420e-01	8.593555281119348521e+00	1.221926299935858751e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.246914239154209625e+00	9.013684586772702900e+00	1.898619008660248797e+00	3.029922100762759030e+00	1.135311245040051098e+00	2.168776650441232245e+00	3.546342557168134846e+00	9.350019684799045550e+00	-7.664992277882938521e-02	4.394652860074773848e+00	1.688102349685565073e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.415154070259734276e+00	1.015179565124902084e+01	5.825019635011996044e+00	2.264387364560245697e+00	8.288219387550057604e-01	8.993488529447706270e-01	2.838756725708357465e+00	9.192883973801643904e+00	-8.736583026693539589e-02	4.156255167833159625e+00	3.025894452576656679e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.302123512347550971e+00	8.065897155131123597e+00	8.585651530646316587e+00	6.503989846728643442e+00	1.647016753032032765e+00	4.534093886592803990e+00	7.779751660989922435e+00	5.829222031302556672e+00	-2.104901598762448645e-01	5.265500422441320438e+00	8.213343637837914102e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.824127055627659644e+00	4.881523645929418898e+00	5.357693396494784821e+00	6.632840217765452628e+00	1.536721147521179720e+00	3.146953542820448479e+00	3.118648601311555080e+00	3.595553626606923903e+00	-2.161499534455522675e-01	5.797790648365999111e+00	2.943788185334474061e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.926201162042247006e+00	4.646439034519855404e+00	1.404737188799481951e+00	6.722327420597033587e+00	1.469807146463577130e+00	2.837646207632118944e+00	8.627922893984747432e+00	8.042187521616551038e+00	-2.990408947725884392e-01	3.034078727706864154e+00	6.311276661208194838e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.171941822182081872e+00	7.168889449885923248e+00	8.637743955643378158e+00	3.516318708981121421e+00	1.307174948652486401e+00	2.970529277222750064e+00	1.755448629528855164e+00	1.254860043578736928e+00	-3.002448957124033146e-01	8.715242667612951522e+00	7.977405304631005611e-01
