G	c	dx1dt	d2x1dt2	dx2dt	d1	m1	p	d2	m2	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	9.147690936461683187e-01	7.042423567592393852e+00	3.506043972337094772e+01	6.276956899740929963e+00	1.932880383524128121e+01	4.028002169143831246e+00	7.115235211132325155e+00	1.533062986880557865e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	9.095456010966596061e-01	9.015052833332790172e+00	7.826188760321416282e+01	8.456134389649347938e+00	2.037249904545718948e+01	5.045516556108967876e+00	3.418026436155842340e+00	1.563981247020875154e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	4.186933265716842323e-01	4.077795583976078220e+00	2.688413879989413147e+01	8.447264251965247439e+00	6.511249827896490316e+00	9.107644871298937517e+00	8.813945059859401354e+00	2.228491413489341433e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	3.740324915567702635e-01	7.306030673732666791e+00	4.244241607305276887e+01	1.486535291641520651e+00	1.910860469731990108e+01	3.461426397551871315e+00	7.135587722666164368e+00	2.480207797563915295e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	1.107171983065313586e-01	6.595030023072984804e+00	1.519798161873114850e+01	2.724513333007287041e+00	1.665256408738044058e+01	1.031934297819151070e+01	2.669924151848090510e+00	-9.351340126771177930e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	2.016717754674055563e-01	8.667274795499048778e+00	1.713776532546231479e+01	2.843980629949872885e+00	2.480646429214285220e+01	9.948319168173203053e-01	9.055106754787420442e+00	-1.828999440405241483e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	2.719177415916437801e-02	9.778384949737906950e+00	1.328719789989462541e+01	3.899761158566634744e+00	2.731862435050554794e+01	8.499016896692566547e+00	6.220471798661908913e+00	-5.174079884784462541e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	4.780155248153078462e-01	2.084266266738032947e-02	4.535225685244224536e+00	4.742054921908260390e+00	2.871458242178785536e+00	8.360966111852473404e+00	2.096393400591216150e+00	3.349996840476703852e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	1.068404388164974295e+00	7.601988630099624444e+00	4.489439470769045215e+01	7.341319364785904078e+00	1.716720880418740336e+01	2.192600234824448435e+00	6.287950497475407907e+00	1.226009636377246137e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	7.273471946763141460e-01	8.596800117110452444e-01	1.465342964063379050e+01	1.798296869516256447e+00	2.981927655286706003e+00	5.168128261044312666e+00	3.436278254982120473e+00	7.658770498867187193e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	3.831138816575016537e-02	5.445636735357333613e+00	9.303866785414889762e+00	7.972513946851689237e-01	1.853849981792204105e+01	2.240448918015553570e+00	9.379812830737243701e+00	-7.159511782499020094e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	4.013815024708296542e-01	3.965385458336141866e+00	3.524172396421750619e+01	5.415697811398560546e+00	6.972949754777991060e+00	8.232591765978066078e+00	8.097636164361983191e+00	1.632891650364394431e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	5.937804853487853585e-01	4.263746188116281921e+00	3.135031867664857330e+01	7.046871154202918319e+00	8.967236123122152236e+00	5.049355907703612978e+00	1.020554589968715753e+01	1.407285169414731474e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	1.154452433581542703e+00	3.846568468953143860e+00	1.058606815491530106e+01	2.349060742690321391e+00	1.199411941072839483e+01	7.026386235059649543e+00	4.921235212419649230e+00	2.109793450614130350e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	1.397412867298030159e-01	6.941440549670393700e+00	1.470551494335657772e+01	6.080723490635024042e+00	1.460870600417595533e+01	2.617390662133694867e+00	4.784376475007828589e+00	3.504597213664530919e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	4.097004820902527822e-02	4.311185880528427994e+00	1.300195107894927204e+01	2.591941849628060179e+00	1.062392668550985064e+01	3.068256702982553374e+00	8.222209066351094719e+00	-2.326402894627480067e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.270967553485028434e-01	7.426126430422027802e+00	2.392194423842754603e+01	8.212311683762759884e+00	2.110365816376218717e+01	1.655517628947922759e+00	2.331864824509855882e+00	2.662279332381133901e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	5.027908825124529635e-01	4.724031716758222643e+00	2.202435817706476229e+01	9.232438869235016554e+00	1.094263986926188714e+01	2.948610660060127842e+00	5.812770814483566362e+00	3.185306989579006487e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	3.988016642536758027e-01	2.741639457802041324e+00	1.052583878836320253e+01	4.004678042304187890e+00	3.134366930742409796e+00	6.166082448186117837e+00	6.842348998292469453e+00	1.133081459784529565e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	1.516817416690481091e+00	7.901415235509950286e+00	2.976829497674766145e+01	2.599215817295500219e+00	2.366285756154341868e+01	9.318888568967642172e+00	1.303812385602506563e+00	8.345518752939405260e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	3.400354606694195314e-01	3.438064749280714150e+00	2.337114747580052310e+01	4.079760307404334263e+00	1.072019791543603517e+01	7.258215423056056714e+00	4.682447293874299810e+00	1.514839400110508549e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	2.866738135594320558e-01	4.976106418160457068e+00	1.164271858288306838e+01	3.049502038801337189e+00	1.490817827360401182e+01	4.716252761595108645e+00	8.947076598017575932e+00	3.416884702624835568e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	1.364878289776569886e-01	7.069955408024766186e+00	3.186771324707707009e+01	7.104445986941832381e+00	1.871338666740865619e+01	8.802442186504558563e+00	8.231301682213700843e+00	2.692624339280075274e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	2.299133210091685864e-01	4.420034035905921144e+00	1.731817196613368992e+01	8.577824625653795110e+00	7.637208902075083294e+00	7.751877551468604466e+00	2.170149000714880927e+00	4.661920939676674758e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	1.782801585892643814e-01	2.304627825043342515e+00	8.557732734520781648e+00	6.532587284303751574e+00	3.316529738414946138e+00	1.040075307188872777e+01	2.401087692607823953e+00	4.110085290156347604e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	7.285496302658047707e-01	4.231758370825603244e+00	4.120183653228120590e+01	8.328083091920868597e+00	8.542229365649733452e+00	6.111405044061133829e+00	3.301918307100395023e+00	3.114036210771863100e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	1.007590758459878111e-01	9.036227275043971829e+00	2.638716474497853071e+01	5.426562909056729112e+00	2.677930436057863872e+01	3.965283953490911451e+00	8.500128515689789666e+00	4.042014625877964756e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	3.627525107954147621e-01	7.844701393499038389e+00	4.315738980950604287e+01	1.756070952555925935e+00	1.992016025818877978e+01	1.987309995123887507e+00	1.990162721452136907e+00	1.638161597511519907e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	7.826722022878752627e-01	7.108169707502074885e+00	3.846504134789559970e+01	7.625692449901411152e+00	2.048180961461299887e+01	7.319113503630261697e+00	6.022976252626683902e+00	2.568187014357652842e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	5.858980734802046730e-02	5.767814519971874887e+00	6.106520734139319728e+00	4.516607632514195281e+00	2.141533453752633775e+01	2.141370327324067624e+00	2.457799673597158119e+00	-1.526253676995481812e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	2.460656219848869508e+00	3.799048150659422696e+00	1.610769069282282473e+01	6.514239791388050094e+00	6.287039701168409600e+00	4.201463642339297699e+00	6.752171987823157195e+00	-1.125920871970435400e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	3.106588931776135265e-01	5.374652443869961438e+00	1.377733127974041771e+01	3.768775219725744918e+00	1.287615220868664068e+01	4.925575196924044441e+00	4.108633664686756504e+00	-1.534841042310851056e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	4.019542322068364038e-01	8.625325016728602634e+00	1.746299796449854114e+01	1.001592192452096075e+00	2.125634894454861623e+01	6.437307284393606110e+00	7.193528519951002842e+00	2.607845794730770939e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.318631349224530958e+00	2.688768110710485271e+00	1.652455969407460046e+01	1.027885442774322478e+01	5.130579365197553088e+00	7.095913798179843468e+00	3.706506984659256876e+00	-1.154073428652871485e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	2.856681722646824628e+00	4.932506318787270416e+00	3.677062440088915451e+01	2.429429639993913703e+00	9.222411282883534511e+00	2.468121351088587545e+00	6.514773512841506076e+00	3.890583673247158458e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	6.588491495510973017e-01	2.925539213310503150e+00	3.536610744692893604e+01	9.122637854752005282e+00	8.126142402862924996e+00	4.864222579493911347e+00	3.428622656973544736e+00	1.769342159424387884e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.402016145661850954e-01	4.457456176155448979e+00	2.284259549952611223e+01	1.017008729682789436e+01	1.258803803428714829e+01	6.250609727872485699e+00	7.416744873862873177e+00	1.197787830343963300e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.847972383329946622e-01	9.556837858917653250e+00	1.728324241961360741e+01	7.656392456036521743e+00	2.743641319419207392e+01	9.749345819270825331e+00	7.984633170248639722e+00	8.391871080463518540e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	2.146217567788236469e+00	1.325569314327569526e+00	1.403428754140775858e+01	6.851299054094344143e+00	1.803617033349291132e+00	7.398845882002388130e+00	2.831275674420790534e+00	-8.748807545525399121e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	7.284951092135005801e-01	5.734867040805683658e+00	2.911025127840689564e+01	6.543512071528519769e+00	1.324570469520261895e+01	9.555695347515980487e+00	9.386086889428263191e+00	2.936632990915524211e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.035151466633685902e-01	2.349081579447965140e+00	3.566687963845994958e+00	8.269586518411996323e+00	7.987564991438690143e+00	7.802563885378464903e+00	6.757794710352180267e+00	5.489548423229574370e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	2.754250698999371472e-01	9.092140509763403600e+00	5.436927208944915435e+01	3.317200241385673820e+00	2.799018769383704353e+01	5.405870467409199520e+00	2.315264351615905714e+00	3.224343272243190284e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.235932496793252233e-01	1.546365679552324401e+00	1.266064442760779896e+00	5.822543974123002286e+00	7.528292748255916322e+00	2.334232651175806694e+00	4.196474656601047570e+00	2.845688328908319575e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	7.318272106209001704e-01	4.473389446831477656e+00	4.290536930427815321e+01	5.447096480483244463e+00	1.094450128762235863e+01	8.065866127133205055e+00	2.920439946266869313e+00	2.895437034685930833e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	1.484931864855920658e-02	8.260417654445202373e+00	2.142584295633562164e+01	5.473458198868442537e+00	2.141513083131598094e+01	6.921776129745254913e+00	8.502601762767849181e+00	2.662001174233125655e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	5.235668763720500163e-01	7.029552843853182686e+00	4.598305743951416247e+01	4.049806350982186665e+00	1.880979777253384100e+01	5.271264956899740284e+00	7.892988514268528988e+00	7.976511902520909691e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	5.699372844478248767e-01	5.243023719067699595e+00	1.744945192756103935e+01	3.591673029507649773e+00	1.298529771910077457e+01	6.070703966651633365e+00	2.025980126680000382e+00	1.584190374334083939e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	2.277444688818116791e+00	3.403459623820155322e+00	2.432261575980398050e+01	6.231914884090025808e+00	8.741185913130903984e+00	5.125450846959222595e+00	4.955882447209938313e+00	1.927296635210771285e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	3.041484061201627509e-01	2.846827999698737788e+00	2.382454777697970627e+01	8.983697884467213512e+00	1.174760201236739654e+01	4.500104277333032421e+00	7.205373600444803017e+00	3.973397462722825235e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	1.017351395313732976e+00	3.306393690028130994e+00	1.053073823312714907e+01	2.976069015155780040e+00	9.732318520632336600e+00	6.382757210403739556e+00	9.230116402371750794e+00	-1.844268675499125010e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	6.196278231323536501e-01	2.517775822108611283e+00	2.782475792312666485e+01	9.435642558701045957e+00	7.388501408773101353e+00	2.833792131546462922e+00	6.427655620966260308e+00	1.593589738748540485e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	5.477605436839465547e-01	4.870039831994806612e+00	4.454377226700258063e+01	6.964277443520734856e+00	1.149076630764736429e+01	7.699656156852697109e+00	1.028348812755485753e+01	2.646554779143691416e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	5.117064094573254840e-01	2.876088648251246660e+00	3.505932510087720289e+01	9.259885853470903427e+00	9.091675040808469888e+00	2.279640823982203024e+00	5.785620068480736400e+00	1.017603995651193083e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	4.951960644021752289e-01	3.204150468596457468e+00	3.638586726813615257e+01	6.426741538500936102e+00	7.233625493457090272e+00	2.109918977200297530e+00	4.781695304092719034e+00	6.048140129763862616e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	4.544100752143679367e-01	6.376314984005623465e+00	4.585403058384957120e+01	8.655996174200002002e+00	1.877729383698945398e+01	4.303267049405453015e+00	7.971066223166603848e+00	2.111728715557873171e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	1.119919435739403557e+00	9.231399100904059907e+00	8.947693561241453608e+01	9.162924539728842799e-01	2.705814339557061743e+01	6.605529880966487966e+00	5.497349022666645268e+00	2.616964575716424601e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	-3.062466893071837115e-02	5.697139723394067268e+00	1.210555684626299744e+01	7.097258926416311731e+00	1.830139203735167186e+01	5.220834311206791867e+00	4.961843619165433594e+00	1.413296355254661241e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	3.364373863200688097e-01	5.400906943075756139e-01	1.145650083777979411e+01	1.916854931735132439e+00	1.092195520348752780e+00	3.133540985705138393e+00	5.442552302727072799e+00	1.182035262079046634e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	5.804126656844517396e-02	4.842172989079125411e-01	5.231853698118051454e+00	9.203367896971073492e+00	2.878103562126955062e+00	6.803006957674917032e+00	8.471659603440233610e+00	8.194528109432780427e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	3.623567865952052047e-01	1.089508893370508957e+01	3.777062230580290958e+01	1.002726832851224437e+01	2.638576700060658808e+01	3.553511912649269799e+00	8.328356988084379964e+00	4.403599544340702221e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	2.957212174810368577e-01	3.641379247485605930e+00	1.609523001605319692e+01	3.337561044035426860e+00	1.265454749606474749e+01	7.591867108019854982e+00	5.173698986858282112e+00	7.036081000420080223e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.746537908100748493e-01	2.653894932064747803e+00	4.553457499371008410e+00	2.703248629409122472e+00	1.673741162735171706e+00	8.876860307469915057e+00	5.068029421136717616e+00	5.181555047462977903e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	5.470852440056046539e-01	6.295264534774804410e+00	5.060784814282402522e+01	7.561970992524478241e+00	1.649301784520396552e+01	5.691485679128848396e+00	5.335172079365569253e+00	9.171759736370688199e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	4.979695055098231071e-01	6.534736682339699954e+00	3.281574944971296048e+01	3.301839752026243247e+00	1.823199321569487807e+01	4.424594314532417805e+00	6.926656246707434406e+00	4.324866608260765077e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	3.710446383263935610e-01	7.002555702174759311e+00	2.551454454849953635e+01	8.171463847948450265e+00	1.561977384983445560e+01	7.410142376308554546e+00	2.469651289320996312e+00	3.744715997475544511e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.451245423115359423e-01	3.753112522006023966e+00	1.635313031338458245e+01	2.340973503642177711e+00	7.985325550075754286e+00	1.178323017802136219e+00	8.095419993424261662e+00	1.188299473867271139e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	4.325709380950354399e-01	4.611271814368201882e-01	2.212070416371069381e+00	3.242938023496560795e+00	2.326118788837033158e+00	5.255976219900235336e+00	4.673244128431838007e+00	-1.525176619424084201e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	1.977253756903315285e+00	9.479551947382825361e+00	8.330670598431646567e+01	9.486825744784114889e+00	2.644508349920553059e+01	4.982555031392302602e+00	3.836490896024616681e+00	6.314277439806255110e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	1.968553328695259175e-01	3.423027219910813379e+00	4.143459014638942506e+00	6.196965350528030214e+00	8.863147246352738762e+00	9.492616964386831668e+00	2.350713340601328305e+00	4.403428198251729819e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	1.339554889838167284e+00	6.037546517078792974e+00	6.763617880031469554e+01	8.566417954943897684e+00	1.624537132553001229e+01	8.376830032684181582e-01	3.758118744253193366e+00	1.036083655786033120e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	1.141297473075196578e+00	8.061966769063081628e+00	5.954904310557120084e+01	4.090664909209285049e+00	1.806654990747004419e+01	7.100969227255712113e+00	9.120029861433479823e+00	3.468877284677307937e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	3.850747653252710734e-01	7.065377239314121205e+00	2.001235964457042371e+01	7.335238784916156440e+00	1.863124753433116609e+01	7.672121271777218254e+00	3.995075269328731249e+00	1.078528231182467989e+00
