G	c	dx1dt	d2x1dt2	dx2dt	d1	m1	p	d2	m2	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.359198804341400724e+00	2.670183147708707683e+00	3.380940964539272731e+00	8.234891489287112787e-01	7.125152217701943513e+00	3.122737855631353554e+01	6.167492807182792802e+00	1.973506648738804614e+01	4.648969425580222747e+00	6.887009615252392969e+00	1.597782271797150822e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.586898932817316421e+00	5.915863225391715829e+00	3.226822848851464531e+00	8.065372449071176453e-01	8.162058304608546422e+00	7.807737864334596622e+01	8.250778950146626656e+00	2.172785383551643079e+01	5.176104441394858924e+00	2.530583560764433582e+00	1.350967927696361093e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.580119997408214516e+00	8.891968349709687303e+00	9.154308875449986616e+00	4.202631529971815327e-01	3.198193201534814900e+00	2.471045026272938472e+01	7.824906632520405303e+00	7.199436182023595698e+00	8.766120588422113613e+00	8.844070897436219880e+00	2.454616742661867690e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.486612180838475794e+00	7.599455777073647056e+00	3.264980434393840447e+00	4.211742503339965804e-01	6.537867626908808738e+00	4.208942102515035799e+01	2.448970266742537039e+00	1.938954161069642979e+01	3.966564209196242086e+00	6.458535548857488706e+00	2.954076250386829527e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.408536236279643639e+00	8.265745583233178095e+00	3.421686957449098454e+00	1.459829712720938089e-01	6.103913676562982005e+00	1.461741501042615354e+01	2.294018508160382108e+00	1.812624585961872370e+01	8.754034010023818979e+00	2.322735519071927879e+00	8.422768270247013578e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.530637820098621926e+00	6.969130439159263446e+00	7.879946870716355356e+00	1.724684633365528852e-01	8.473271174376220571e+00	2.030387480546852430e+01	3.428543084884137393e+00	2.478099875969661881e+01	1.701201446999526024e+00	9.659325632409505147e+00	2.184774679225537364e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.541804464954970033e+00	7.182724591050465790e+00	4.988253419206065686e+00	1.033340988471002642e-01	9.199173171749055911e+00	1.436035922475994830e+01	4.328907346116887211e+00	2.667460692786525556e+01	8.004920725742314502e+00	5.613285861192510495e+00	6.861060757113804365e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.784020441308214799e+00	8.737085045730905719e+00	7.967675815312704302e+00	5.204638842745761274e-01	1.048735161130183835e+00	9.737004496941993992e+00	4.637610911081019971e+00	1.659778216033552800e+00	8.563537465858527042e+00	1.706557088781259557e+00	3.365054014709534158e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.361354206411188983e+00	3.133124997788197419e+00	1.622038569099551575e+00	9.899610541411687503e-01	7.150289692823540655e+00	4.490971030786942464e+01	7.101103725191113547e+00	1.906833892121472829e+01	2.562386981194813007e+00	6.626206103179740126e+00	1.274741926303638584e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.294559612136035653e+00	5.485791366242122713e+00	5.325586898746898612e+00	6.954321307863517987e-01	1.394137120758092152e+00	1.088646656325238382e+01	1.637871407741571916e+00	3.998281780875182712e+00	4.884242986423145361e+00	3.295576787634443505e+00	7.549553426644789234e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.131600530210902678e+00	2.988371238678842801e+00	1.215666349659427325e+00	2.067665616579594523e-01	6.065940085285774330e+00	7.280571687637372058e+00	1.337894174176059048e+00	1.786997117116637313e+01	2.514283182683763496e+00	8.307631456349927390e+00	3.279852827460853770e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	5.034908576649956835e-01	3.682103357589538994e+00	3.490769189604734635e+01	4.499622757160419262e+00	9.000321776336473789e+00	7.361623364714879436e+00	8.279601876392741033e+00	1.882894995787859127e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	4.398099296321066332e-01	3.768631259059667116e+00	3.236579596791421665e+01	7.318191782538936430e+00	8.745531258869581492e+00	5.809230274837066332e+00	9.771108611456785553e+00	1.300430652982252022e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	1.078344646796631556e+00	4.087430693028896833e+00	1.238462882419049294e+01	2.709974330203909432e+00	1.177868211349953498e+01	6.818247401836580401e+00	5.526665450424707693e+00	2.120978821231729938e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	1.764109740914251434e-01	6.588631727446396802e+00	1.707304945479153346e+01	6.688300174883528904e+00	1.823170840667168235e+01	2.776383540658494464e+00	5.111612581030673397e+00	2.094399045230385323e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.720025220027544766e+00	9.372243810175449497e+00	4.688552891680000556e+00	1.307906975004522188e-01	3.985508536627607512e+00	1.045919351970015576e+01	3.413205189139659090e+00	1.126134341682137574e+01	2.949914447747983282e+00	7.841308281447264328e+00	3.782284370287465614e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.733427730699347080e+00	2.606884738974546867e+00	4.197070049890573529e+00	7.221495888866070745e-01	7.525309508561133676e+00	2.845466071739946656e+01	8.914691916542354377e+00	2.066924396827666044e+01	1.381316895650624543e+00	2.239407128610825914e+00	2.903465910675682715e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.835338264697727872e+00	6.169074557294291772e+00	9.031974460449967879e+00	4.662041049170166374e-01	4.656499913660027801e+00	2.607324628496503749e+01	9.194753009417572898e+00	1.136947701053078319e+01	3.838376346228649982e+00	5.927512595552937746e+00	7.008472181929398248e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.823866646724216167e+00	9.179063890185597430e+00	1.191222847760915027e+00	2.573245447009461229e-01	1.570591905178417624e+00	7.992073177129434214e+00	3.648931160435522791e+00	3.694808111552842167e+00	6.067869780240984667e+00	5.932732945235422051e+00	1.311962335327967244e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.612912213089021662e+00	1.305217261903687920e+00	6.996170846615738625e+00	1.384017677836224536e+00	8.015138042528970885e+00	2.865083775926299481e+01	3.186141605840119517e+00	2.331266162109566764e+01	8.685436006417170063e+00	1.823267908624569333e+00	8.736254274138287812e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.477486768205534595e+00	7.323288718880913706e+00	9.605918154393366493e+00	4.416752898254309723e-01	3.560799030840124946e+00	2.353852262606803691e+01	4.627184949932773961e+00	8.996727930246494864e+00	6.997355366325781922e+00	4.681907657291656477e+00	1.474175550145756075e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.306131381137167757e+00	3.731495447658788045e+00	6.098483947037141917e+00	3.020551220437239781e-01	4.863779946722576852e+00	1.130419371055184286e+01	3.220642371393657388e+00	1.414582276902455504e+01	4.935321852083143668e+00	8.671056708756204046e+00	3.575894022535117678e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.508077396458197939e+00	9.345200161291145946e+00	9.459600068391155858e+00	1.932085725100409213e-01	7.281493369705267504e+00	2.616533579980163893e+01	7.078674419747626345e+00	1.972164010381955634e+01	9.471571332481346417e+00	8.718898995308455468e+00	1.530573301075402737e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.219150731613230398e+00	9.717639175981688027e+00	1.381461684875688434e+00	2.323680104504586286e-01	3.963105165682877296e+00	1.695842347594006227e+01	8.480213760466259743e+00	1.003775515421390629e+01	7.384906619899138214e+00	1.918083135858453359e+00	3.395748389424630420e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.098819918288827857e+00	9.548283650301360836e+00	4.767055899530318719e+00	2.641831919312591093e-01	1.533137454345878892e+00	7.753797651898459264e+00	7.110556872522931116e+00	2.609809048843625412e+00	9.421381400891482016e+00	1.766204606587638004e+00	3.944090941705888920e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.150549005706675842e+00	5.230690063603534945e+00	3.362731306051983449e+00	7.769043328171739704e-01	4.373167098838279365e+00	3.506358156271475224e+01	8.392042111409683258e+00	1.025641838537623229e+01	5.711877432523535525e+00	3.295239480579399416e+00	3.132003391401016579e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.809287297864017319e+00	8.855817474530459421e+00	7.544807806628886837e+00	1.654460771931480223e-01	9.519132934023044612e+00	2.627224949412556043e+01	4.501637417793033613e+00	2.746451534948564799e+01	3.296325933816410370e+00	8.860136503985978962e+00	4.350321884170355036e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.554960025764976272e+00	8.596234216100159031e+00	9.749960826729342500e+00	3.298719565769665518e-01	6.798837746213581390e+00	3.803530277686406436e+01	2.404079277754977095e+00	1.940260436932980070e+01	1.484571290739009397e+00	2.267143649453053023e+00	7.179095983319075391e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.266936764999224252e+00	3.786252484718652500e+00	3.324146084021809777e+00	8.227333786540930172e-01	7.091023746164449193e+00	4.479955229907156422e+01	7.653706871938834588e+00	1.858636470940157892e+01	7.513604965558386084e+00	7.435405961310274314e+00	2.700707980318008961e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.508601081920214249e+00	8.393777167996910649e+00	7.009668540306413398e+00	8.389972501874416733e-02	6.704963106391445216e+00	9.500293969901154156e+00	4.218569419302033552e+00	1.942430722257852338e+01	2.114636631957346413e+00	1.974349688772015776e+00	-2.042466055126680377e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.434285935507342735e+00	1.335496673493035358e+00	2.761510776548731005e+00	2.434682532601322169e+00	2.803103703703231808e+00	1.847361212098390126e+01	7.056555650157621429e+00	6.094180180376147504e+00	3.722171516445053729e+00	6.694447023078101466e+00	-1.128654168276876959e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.483681018715544919e+00	6.374207607616792615e+00	6.174620319773945099e+00	2.029209497131799211e-01	4.768170363256573729e+00	1.230077818724403471e+01	3.453750010958437588e+00	1.348109102798074765e+01	5.803133886131845109e+00	4.207078968797706153e+00	1.864561064844693639e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.665424307765898115e+00	3.179654609054587411e+00	5.133853612725724602e+00	2.469028173457484265e-01	7.750965111990845813e+00	1.249243511757434888e+01	1.681498043552232424e+00	2.308538482359764998e+01	6.041244072540314924e+00	8.063243441056034300e+00	1.506033959894343965e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.594693534029087090e+00	2.027328634422461473e+00	9.759949648864109761e+00	2.289663352227279347e+00	1.862997037503923314e+00	1.777562829181398740e+01	9.954750039945924556e+00	2.313653242996126291e+00	6.415869731255344099e+00	3.131110293770074549e+00	-1.154693621216576958e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.759644344482065748e+00	1.694774153608260114e+00	6.519346235668837863e+00	2.868025452226115490e+00	3.497379946212161972e+00	3.384097014061512709e+01	2.391258670278506582e+00	9.582831030436040010e+00	2.556925150913568867e+00	6.763423502040879498e+00	3.909572844994867324e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.224156928001372435e+00	7.207661717112581634e+00	4.145092776683743985e+00	5.674622578118986294e-01	3.499932688812965154e+00	2.854614650645158136e+01	9.857661355034201378e+00	7.410814906535128088e+00	4.386488948631260598e+00	3.074409447342560497e+00	1.887827489439583895e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.658980490438113353e+00	4.031467513223194743e+00	2.010422134973366859e+00	4.617643186422065726e-01	4.909941027293237781e+00	1.823595321474164521e+01	9.838407303581101715e+00	1.203940441231877934e+01	6.604964053211216601e+00	7.387105128553345779e+00	1.232852086302530514e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.886256411862021976e+00	7.616582926759750016e+00	2.401315691428555166e+00	1.207249462488785841e-01	9.833078161604886347e+00	1.825675689946396218e+01	8.102040633487309407e+00	2.817700486659597559e+01	9.725541087920648309e+00	8.887776054055661845e+00	5.018665392756736787e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.176235301794404720e+00	1.524990916102277216e+00	3.132291930405720848e+00	2.244155769603081385e+00	1.594912190539280239e+00	1.139692391179337783e+01	6.909932214287501040e+00	2.565890108995019681e+00	7.588975228671174023e+00	2.191993290467379563e+00	-8.757615457862597452e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.981105816162866518e+00	3.870271124348746206e+00	3.275297312538285599e+00	6.358808689868434838e-01	5.665219000544988504e+00	2.843138579043463210e+01	6.204188022273414482e+00	1.520723237059718258e+01	9.310498436831696978e+00	8.781802124628240946e+00	2.943518473604226138e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.178347991888324842e+00	5.877279678321312595e+00	8.627049475341191709e+00	1.687370291449424575e-01	2.584311177236877644e+00	5.623959314582277713e+00	8.869771948003423390e+00	6.226706462814885157e+00	7.858075536649249848e+00	6.338416576472635455e+00	5.060171095334056179e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.362755358096586100e+00	8.115163785905549432e+00	6.040527670225922741e+00	3.406869633882581017e-01	9.753044900569669551e+00	5.341893285645448231e+01	3.615456538279133714e+00	2.816718263023366831e+01	6.344639521280254435e+00	2.180366884245275472e+00	1.961368088581627589e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.356026042461316861e+00	3.897669598352361042e+00	5.849647675892786225e+00	1.523207729345535666e-01	2.007761038841545886e+00	2.179039569072775517e+00	5.237906500248103114e+00	5.383512739974509742e+00	2.794790471629821305e+00	4.838493793742288496e+00	1.948814943317550286e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.124530884259563379e+00	6.568488649461698969e+00	2.040368950860081299e+00	6.877570415060011433e-01	4.642183461464360228e+00	4.256037569825846845e+01	6.558297286126775205e+00	1.154944781508254081e+01	7.013123593486366936e+00	2.431459912508629806e+00	2.631703884063846033e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.375334869615298494e+00	9.065943530772949899e+00	8.708435786888337304e+00	1.802838105853532824e-01	7.695142086052062957e+00	2.571823077341600694e+01	4.696438991050873923e+00	2.166348503168728357e+01	6.636669154665839621e+00	7.262042124529465070e+00	9.762594219600698175e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.936994435630457367e+00	6.649850842772632831e+00	7.442102069812977838e+00	5.301743559703960829e-01	7.302589589075681786e+00	5.155144001566127798e+01	4.844715772553706223e+00	2.024462673297540505e+01	6.402006782884706482e+00	7.787780869844892706e+00	8.032194086758643881e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.761345011397001503e+00	3.099255777700254733e+00	1.508195364209714784e+00	6.018287926625630613e-01	4.836859091141496592e+00	1.783277514606769287e+01	3.988538247872420062e+00	1.340267952139017105e+01	5.494254475883880495e+00	2.097350018587914811e+00	1.497227742688465701e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.647602371023013212e+00	1.354408197948294701e+00	7.390591736637774467e+00	2.331613832916787477e+00	4.120515301718136847e+00	2.329455660757031410e+01	6.061965150485963072e+00	1.051344359075634394e+01	5.793039489090590521e+00	5.544585732211449347e+00	1.926374592619089299e+02
