G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	d1	Fg	d2	m2	p	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	3.834422548126843466e+00	3.379057645324374359e+00	2.781714954348343483e+00	7.665232046378427810e+00	5.689610408540100472e+00	5.371929608609761431e+00	6.854757610417476776e+00	5.223967751274882332e+00	1.561293031857832858e+00	-1.397810817538864381e+00	-2.086911205645338185e+01	2.792434634226282242e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.996087123480485559e+00	5.598239071238995557e+00	1.956209375359605485e+00	7.895887836038704144e+00	7.350712843872029723e+00	5.190119632309173170e+00	2.503514715215152453e+00	2.161891540859780747e+00	2.749305442121864118e+00	-1.693689313517422690e+01	-2.560707555385327083e+01	3.830092542424754356e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.201462977641917007e+00	8.812775324570379709e+00	8.835912409178174443e+00	3.612579844845905885e+00	7.198455952353358001e+00	8.639010090563145283e+00	9.584080536534493433e+00	8.992706603913250163e+00	9.672089704717459213e+00	1.330259256532823819e+01	7.306797394900698350e+01	1.296609334111873750e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.634540886554984418e+00	7.346261252343285086e+00	3.258885308620617760e+00	7.173361585952536146e+00	2.977409228263726337e+00	3.655625740083006114e+00	5.505977140474617393e+00	1.132429116764454236e+01	7.550301445667096267e+00	-2.482119985184400690e+01	-6.298118909232844231e+01	1.385187075925325416e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.444589427961565864e+00	7.712392312058497623e+00	3.795809612423449941e+00	6.980175192984190424e+00	1.833644291567024132e+00	7.730303479399724509e+00	3.292866787709659349e+00	7.990859443362443137e+00	4.075494920572707791e+00	4.324512547617785252e+00	2.296855245820364644e+01	1.022439224102686694e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.323000452885815470e+00	6.355877670639471511e+00	7.516727365002721761e+00	7.762874721549931856e+00	2.512590546693540539e+00	1.997810475909933547e+00	1.004533253596632036e+01	5.879886234711994675e+00	4.807544576238427680e+00	2.384306108798194401e+01	3.033802948967318684e+02	-5.120956581607572389e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.175562718422400454e+00	7.402239456940162832e+00	4.736206572165935214e+00	8.397933934846971482e+00	4.206469178451150981e+00	7.646001345954701378e+00	5.748048048944344401e+00	1.021976557203505998e+01	5.430938081064677903e+00	2.045257187744982019e+01	2.876551282236150655e+02	2.624779435488747481e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.025802491972740427e+00	8.628080274044680920e+00	8.559467277908964888e+00	1.740187981118531013e+00	4.989137595577486373e+00	7.525397156015257494e+00	8.762801068772116952e-01	2.931232168899202684e+00	2.032095445539050083e+00	-8.015022378742809872e-01	7.314273011052141449e-01	5.999367498644862735e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.401237957567217585e+00	3.671211929680712416e+00	8.532678427494073681e-01	7.608320142803094654e+00	7.138328103507203259e+00	2.548476777046057684e+00	5.731928113260904567e+00	3.115800535797077497e+00	3.173664618022221884e+00	-1.529293930118696387e+01	-7.340648124100587424e+00	1.644125219928365880e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.771346644912648038e+00	5.270161006776257651e+00	5.297986960205702367e+00	1.132556193291348379e+00	1.840419746307088600e+00	4.769901636347943175e+00	2.973647518364489706e+00	1.116558643272962570e+01	3.173812006712640965e+00	-5.772513227174989048e+00	-1.398479660731190322e+01	7.796388272686738219e+02
