G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	d1	Fg	d2	m2	p	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.299463407665665926e+00	2.682709314346150897e+00	3.291048934950922877e+00	7.140729255582748181e+00	6.197741998112785033e+00	4.617651703360382776e+00	6.862546826925711052e+00	4.952212504476247723e+00	1.467013345420690618e+00	-1.366695804946279624e+00	-3.329567924093676190e+00	1.509358888907718210e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.547921773933774503e+00	5.865242963374164731e+00	3.195856005594738036e+00	8.140655218709014207e+00	8.300990824734173046e+00	5.244006247497916995e+00	2.568299792932164038e+00	1.686549742201185254e+00	2.711208477498904923e+00	-1.697631606096974721e+01	-2.239578872825145339e+01	3.016820322156205521e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559572616627940000e+00	8.903933353468652001e+00	9.178127664406654063e+00	3.200141469681838213e+00	7.756156988490354287e+00	8.648217088318348900e+00	8.879248397364710499e+00	9.703858576033690397e+00	8.482543497028405710e+00	1.329228320095813842e+01	6.470682933722349617e+01	1.270776704627311801e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.406129135503583427e+00	7.611862026341022158e+00	3.312865324825396307e+00	6.556624475706692046e+00	2.402232666918127535e+00	4.119250591269417505e+00	6.476672335962805782e+00	1.107140651314012736e+01	7.944708861734503635e+00	-2.482611667405097933e+01	-5.076213789333409920e+01	1.355403093425167526e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.365299931006597411e+00	8.272323139961031302e+00	3.402373019192746817e+00	6.231954670766888249e+00	2.306818541564230607e+00	8.824046222812480522e+00	2.500885795984800541e+00	9.103599409831003797e+00	4.130109466338556246e+00	4.340327129524597538e+00	2.580958908324985046e+01	9.373915335624180898e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.370643745891430232e+00	6.987066526959863744e+00	7.722312668424518023e+00	8.439276761458947007e+00	3.336977463741672700e+00	1.897402612881378126e+00	9.642417756236294935e+00	5.038199764364239108e+00	4.440596968751117757e+00	2.384235157578103070e+01	3.105532746487222084e+02	4.138832638865600444e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.579747896890207448e+00	7.309849508049344635e+00	5.020146154649147263e+00	9.153291833703191216e+00	4.227129380632895561e+00	7.944394953279910965e+00	5.658820420705101384e+00	1.063936369472381394e+01	5.849807416961027684e+00	2.045187482619220276e+01	2.695825886132298592e+02	3.740193328338198739e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.803606512579555954e+00	8.573087275220858672e+00	8.046170908094115504e+00	1.056506843022144260e+00	4.626806550246552519e+00	8.532926844279144163e+00	1.584354095469742374e+00	2.950447553463292572e+00	1.069124500367716779e+00	-8.046394056696695163e-01	-3.129640210154655655e+00	4.934551896700833140e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.372001349933550607e+00	3.188577576171961692e+00	1.500838224782217178e+00	6.987774326599887509e+00	7.167427748318527136e+00	2.620973529977190797e+00	6.630950846844393176e+00	2.385213552753218558e+00	3.147653903756248095e+00	-1.528873763452239132e+01	-1.473835854584777572e+01	1.775195401102741073e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.373608029198385871e+00	5.361417550613078120e+00	5.323155324710631575e+00	1.450694814472572425e+00	1.538070183003903635e+00	4.916416960076603004e+00	3.307742719585100133e+00	1.061834387682382008e+01	2.808775993909547353e+00	-5.702028980102864963e+00	-1.814996895829607837e+01	7.620463603672843647e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.259891387030106502e+00	2.907302759659814217e+00	1.311131681000010207e+00	5.888962077019503027e+00	1.249281290209836914e+00	2.438633233223190366e+00	8.274719966402294347e+00	1.562404062942382055e+01	3.221756113293643420e+00	3.842597825763923169e-01	8.641043118170439463e-01	2.171756668209643806e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.745089313311302348e+00	9.885521271793974663e+00	1.557475301541761059e+00	3.551254116751999312e+00	4.487747112332410637e+00	7.286465453463526032e+00	8.445364792858804037e+00	1.353833336725260672e+01	8.238109749106394375e+00	-6.738874864139084764e+01	-4.445987173977051299e+01	1.230699389043926567e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.524076099905023796e+00	9.529919473065447733e+00	9.190761447603625456e+00	3.869587400441364622e+00	7.253736839558181160e+00	5.830689280303327671e+00	9.838825831493128504e+00	7.946928067108618876e+00	3.606116076073899279e+00	2.335730938372478693e+00	1.082646437099740666e+01	8.062253062852963694e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.870338742629465756e+00	1.353649766893563200e+00	2.185362329971146877e+00	4.199627751305828660e+00	2.736974219346424153e+00	6.637609599119987713e+00	5.531889247405971766e+00	1.342903372307655196e+01	2.840934858028006271e+00	-1.789521376599490177e+00	-4.010171846549285490e+00	3.173064263273390679e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.691977688120295031e+00	7.320462531201472167e+00	5.773841954466729653e+00	6.642055982108450607e+00	6.828357230336779438e+00	2.785208414782488262e+00	5.070334449775708130e+00	2.054764995269894534e+00	5.556780720235142468e+00	1.747682202117760752e+01	1.533709059913114743e+02	4.035123682484640995e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.776103446806811093e+00	9.389901459447289156e+00	4.765854393117647803e+00	4.051091608155520163e+00	3.376079793447291699e+00	2.887025564916679610e+00	7.745283230575891409e+00	6.734287652428220028e+00	8.791306913885268415e+00	1.800788093721181937e+01	1.282532746839860920e+02	2.149618242752423782e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.695343515711115856e+00	2.632997481622027625e+00	4.060222369013336774e+00	7.588831479571680028e+00	8.977574273776442126e+00	1.400603253581560459e+00	2.245015290318764567e+00	3.821512781031805583e-01	3.153457578628450442e+00	1.236608901978534680e+00	5.897326849823786965e+00	-7.834784615098335792e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.658840126291932116e+00	6.130587746658452630e+00	9.180050060479524987e+00	4.616942864372735933e+00	9.047012092936167704e+00	3.822688475353139381e+00	5.973975750533008444e+00	2.551711997834557266e+00	1.750875668924403161e+00	5.764080842558620077e+00	3.806930666919387107e+01	6.455069151558720364e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.897006058626642400e+00	9.303606559876538284e+00	1.137471523614040025e+00	1.628654565114981745e+00	3.578991169597231625e+00	6.108921522408679472e+00	5.857641283310953462e+00	9.710091124061470680e+00	4.324542096120001844e+00	-1.553691163352057458e+01	-1.580677897690224576e+01	4.432745936346140297e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.668447298432381931e+00	1.298657668996742176e+00	7.021007070905108449e+00	8.062957452590987728e+00	3.140318227604504298e+00	8.711372627954222736e+00	1.844592932221357673e+00	4.988660360609410205e+00	7.824254708675150383e+00	2.591162193700815664e+01	1.994472423529121841e+02	7.204474998458051971e+01
