G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	4.629090957414853769e+00	4.541019814974282198e+00	4.953438449138934385e-01	6.836778300866514613e+00	-1.258181982985312786e+01	3.115022733647533073e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	1.188802515294090512e+01	5.265228276086735271e+00	2.214825693629993708e-01	2.548767205776064415e+00	1.693440220699312881e+00	4.815452557832307434e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	4.265672216840930275e+01	8.695556609634298439e+00	3.224493843475091381e+00	8.866185790569041103e+00	4.592449579449478847e+00	8.010285771817409284e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	5.500089635699941581e+00	4.058483116214253172e+00	3.112735475976927679e-01	6.514948950628724589e+00	-2.956475417849703913e+00	7.320390306190552110e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	6.291415997122985715e+00	8.834068865250703340e+00	2.059587037173448820e+00	2.412467594209704025e+00	-7.933404240520023354e-01	8.992504650519286713e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	5.570674436581468214e+00	1.777252442425731882e+00	6.868358647320278454e-01	9.656283930181439601e+00	-9.126955447362059104e+00	3.864425160794340854e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	6.682339961347279811e+00	7.984477701383476678e+00	2.891551264200005189e+00	5.672240536571023561e+00	-6.109969910540786309e+00	1.541905367964264713e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	7.285643078081643864e+01	8.622905376039703640e+00	7.063953409022854402e+00	1.654058251855242023e+00	7.919150476510843362e+00	9.186128106992963183e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	6.544663444184588563e+00	2.631861775505803358e+00	9.086092732582706777e-02	6.637552766808325622e+00	-1.131773335929118218e+01	2.761908998480843138e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	1.112964681858447236e+01	4.874963589212926607e+00	2.429815862349492761e+00	3.282635839408188705e+00	6.460294263250378144e+00	7.439223710439876847e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	1.312269889030045045e+00	2.491089169711135920e+00	4.583925209573104786e-01	8.225732254325366810e+00	-1.583457057740822194e+01	3.778223844153749269e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	2.493504163664347573e+01	7.361598663355887417e+00	3.323737474600372277e-01	8.363799123568142591e+00	-1.495339410641404632e+00	3.685314490086216921e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	3.675444131398044334e+01	5.821400120611479601e+00	1.669827660699112037e+00	9.820216621754923381e+00	4.303914320898555523e+00	6.820810856741650241e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	1.778730006491156423e+00	6.712697674932304182e+00	1.245015100940542574e+00	5.519908001703892175e+00	-1.216566648860617939e+01	1.242830918119907153e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	1.513085829814819938e+01	2.761699566335328981e+00	9.226364832785783898e-01	5.098081946217983607e+00	-2.491408311818929633e+00	6.609361407627845608e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	1.553572320865864675e+01	2.907887041272608108e+00	1.284814545453530688e+00	7.786013385778220552e+00	-2.006775030361666268e+00	4.032050047856017017e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	6.197756687438719325e+00	1.370018363148451934e+00	2.001783957604892639e-01	2.201536344776792387e+00	-4.663752315689363437e-01	3.838626862894508207e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	2.387897481716694159e+01	3.889991910583282753e+00	1.337852681802156551e+00	5.928821176425579154e+00	4.022833461881067052e+00	6.645346471861043369e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	4.202514728653461873e+01	6.043030919978058080e+00	9.136044672788951049e-01	5.918620106365500178e+00	-4.013669442856424574e-01	6.651949656154747537e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	9.757165045810434201e-01	8.729068010739124972e+00	2.082478021531090739e+00	1.810175079959737143e+00	8.206992168329271919e+00	-2.220291190154697958e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	1.917511900922463042e+01	7.010889895556807083e+00	2.915148230614137859e+00	4.757037479306749361e+00	6.309751285779492846e+00	3.145360534897181282e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.734716139493949427e+00	4.919592868096694716e+00	2.692251465642506947e+00	8.683786056002436027e+00	-7.850472075321616394e+00	1.677484971852001934e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	1.830422567874482809e+01	9.581515006398303669e+00	3.469649196831141591e+00	8.699912597188085073e+00	-3.023744308513596657e+00	1.474486354227843208e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	4.118573738809391216e+01	7.480722154201193241e+00	6.390038599511788098e-01	1.891142458951462491e+00	-1.272903506666952234e-01	1.360040432369394203e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	8.881258913724451531e+01	9.367967907262835681e+00	5.799425972584602462e+00	1.799719481307355817e+00	2.274409034510960659e+00	4.509438143080966199e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	2.032303778470182820e+01	5.754385138143895517e+00	5.439775423931340059e-01	3.366442978853183554e+00	2.328839917631971179e+00	4.276130583774114768e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	8.432968660407476946e+00	3.331649343422714793e+00	9.489646823714833479e-01	8.869392038198922634e+00	-7.204339872906839304e+00	3.218787626920337743e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	6.065228084275984699e+00	1.480452966960736694e+00	3.798505457991671053e-01	2.166167655022605221e+00	4.731766409317824440e+00	3.389259947614609580e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	8.397247071984775602e+00	7.535784599884196133e+00	5.576958419362342267e-01	7.482093781785086328e+00	-8.195798786672124692e+00	2.404049815161090464e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	1.074105048906785065e+01	2.098838478157797116e+00	1.516951836955552135e+00	1.916605413864137519e+00	-3.564650050503277989e-01	1.242146769116522442e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	6.732299064922318443e+00	3.726202441685577238e+00	5.737860002157958439e-01	6.602346153672079332e+00	-3.328513186104771204e-01	3.443243558181026742e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	9.195552972224156463e+00	5.784096793166036754e+00	2.919963759795800584e+00	4.210254281133550158e+00	-7.231183480430772859e-01	1.945053605268912733e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	1.363749380311111370e+00	6.087714821436261303e+00	2.557329925199799181e+00	8.111681064284612219e+00	-1.779751737520953725e+01	5.356622392603852632e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	2.167251802858150000e+01	6.400050445417988954e+00	3.424835548862048995e+00	3.107370892695584086e+00	4.175411801724764871e+01	1.738847841895960755e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.315319929361649098e+00	2.503172473396394704e+00	4.776354719647815106e-01	6.757115784377589307e+00	2.311540888579567721e+01	-2.212076344025456933e+02
