G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	Fc	m2	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.283152144980515885e+00	2.490645869606412877e+00	3.376399776875302461e+00	6.799441963662741450e+00	6.155409693265429638e+00	5.023508820688287635e+00	4.522314055692651102e+00	7.293014256317640331e-01	7.027008234244541462e+00	-1.258083869533885313e+01	2.965901189559631348e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.310582733768116626e+00	6.105382675505824253e+00	3.115175040272858187e+00	8.645040579480307130e+00	8.010579521038309281e+00	9.680498077414185332e+00	5.235062822299270557e+00	2.043400174649738776e-01	2.369196379271700348e+00	1.690288926248760148e+00	5.377384160315938288e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.782164880722317157e+00	9.002053701162409993e+00	8.907560359897386704e+00	2.864685573761724946e+00	7.875931938324740145e+00	4.341189199362629125e+01	9.206367075409827905e+00	3.114356685405279990e+00	8.830221822724979575e+00	4.593475696619258031e+00	8.427554533150143357e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.363801537248908069e+00	7.401255259408134890e+00	3.139764382278128707e+00	6.591056959128341219e+00	2.071857699709672485e+00	6.111311816558825605e+00	3.806102907922362277e+00	5.500479664698022519e-01	6.899355182333007264e+00	-2.957935779116450004e+00	6.689319192314701468e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.629331462458243784e+00	8.483153548503052477e+00	2.806648545463557909e+00	6.192665588623008865e+00	2.138907077366533738e+00	6.006196379536635988e+00	8.186532768879841271e+00	1.984306550706913752e+00	2.031690353464461030e+00	-7.953897916531046386e-01	5.814685682041700332e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.499460760738393628e+00	6.883343151772403523e+00	7.625427326758386748e+00	8.256572493528398837e+00	3.621612912603506818e+00	3.978093647847542158e+00	1.880287731076332181e+00	6.086073908312770175e-01	9.493753614353435566e+00	-9.128392274062182565e+00	3.933427364329328384e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.308150852510870044e+00	7.473944796771040622e+00	4.744109408494746383e+00	8.986634797633636040e+00	4.131589023327840948e+00	6.908135063258979969e+00	8.320632854076258411e+00	2.836879015787390657e+00	5.858391534051563099e+00	-6.106983695745571872e+00	1.489731563005775854e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.086317737140978679e+00	9.188217884355069032e+00	7.913115067685398074e+00	1.325033933176859247e+00	4.925910584630344147e+00	7.312055895789720239e+01	8.688248328077142091e+00	7.081991773657340339e+00	2.008129904330194559e+00	7.919758409863952409e+00	9.421638288552631479e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.174277649495757636e+00	3.288957965749619738e+00	9.588851712299707453e-01	7.456363391866357659e+00	7.075467683919309358e+00	6.186170589501525541e+00	2.774117844038429315e+00	1.880242045915686000e-01	6.807128697175375720e+00	-1.131956869715597414e+01	2.739133381099002236e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.541876147510704342e+00	5.326627498321507836e+00	5.440842900510779678e+00	8.941632009936625325e-01	1.137323856322220994e+00	1.128142260255095408e+01	5.079507081130344659e+00	2.156505341326448555e+00	3.113775830250334220e+00	6.461763936272922670e+00	9.265153546499526271e+00
