G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d1	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	3.917894199670593380e+00	2.860117714953521961e+00	3.570263080355656982e+00	6.579489190644049579e+00	6.629457337918537085e+00	4.299054009467639048e+00	7.529168115117003346e+00	1.336093537824496025e+01	1.770893450633226784e+00	3.821978193397352896e-01	8.069796957521740310e+00	-8.251483211291677833e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.001607215220209035e+01	5.662179649823387173e+00	2.795422951347211526e+00	8.000432588501235287e+00	8.133233300319291814e+00	5.547003330861564940e+00	2.495112088770411241e+00	7.461657627909238144e+00	3.046043545628605909e+00	3.187588796854530782e-01	7.768104378788005526e+00	-8.181088449906340543e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.237614246409264318e+00	8.289928473082987637e+00	9.811627599539392008e+00	2.843664392681251929e+00	7.376114916618529804e+00	8.624295698704347757e+00	7.963219827366945225e+00	1.770805303273861497e+01	7.687357351488033785e+00	9.389701309046103450e-01	1.275945089327756854e+00	6.835995716441771037e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.382782150731307169e+00	7.370475261089202590e+00	3.099255429140876483e+00	7.090080717100177843e+00	1.722684062140891426e+00	4.594689418674729353e+00	6.085323826446896511e+00	1.822788009665339004e+01	7.945927402231278691e+00	1.271579295713748614e+00	9.128841769250341187e+00	-2.290643115100343948e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.899541470189034520e+00	7.633226709457400005e+00	3.159920299596496562e+00	6.423215920638990717e+00	2.733831897402873246e+00	8.894969550715138951e+00	2.615567513221135787e+00	1.097832424394415796e+01	4.910410914455271225e+00	1.704443983170391252e+00	6.327983310338895606e+00	2.006064589743726174e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.443851245097069302e+00	7.165793724393591191e+00	8.055172301646484456e+00	8.629573104684956419e+00	3.916199565084831136e+00	1.796756814193760876e+00	9.503463338695695484e+00	1.351884306283330339e+01	4.644375627715852772e+00	1.668282473327101556e+00	3.948256460882395125e+00	4.331025859466818702e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.042188263213986499e+00	6.800913183237016213e+00	4.790861639269831329e+00	9.725108313335713461e+00	3.905883305583039533e+00	8.284758402889636386e+00	5.451362161065418377e+00	1.506499896053465903e+01	4.404814923192821752e+00	3.880941883195719644e+00	8.076901178260834868e+00	1.057493954036815921e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.320451322108537440e+00	7.865558109717447621e+00	7.972902679132214843e+00	1.251879897061118907e+00	4.541708676978281289e+00	8.682954832398364076e+00	1.766477005861558647e+00	6.785901712499747163e+00	4.302993734525544234e-01	1.871303049139131369e-01	2.591254631551445531e+00	-1.544936348290678154e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.756388524039301124e+00	3.660191465674123457e+00	2.552514212841622054e+00	7.162970109755197434e+00	7.142851822743160106e+00	3.154270332252779419e+00	6.836579931065388749e+00	6.724710329010272325e+00	3.703075310787197427e+00	5.548082445212773051e-01	7.382184019945556841e+00	-9.473459722753339918e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.403225300677375387e+00	5.781824642148714943e+00	5.048733237506521476e+00	1.401586735136168382e+00	2.497571911775601450e+00	5.177717444317385898e+00	2.609489933728327493e+00	1.452086594632070060e+01	2.576485707930678881e+00	4.683030321649346850e-01	1.909942390482370467e+00	-3.768678669086684181e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.210871354314303039e+00	2.807153417018533048e+00	1.675459980672937998e+00	5.551995977283581851e+00	1.347542926030730115e+00	2.989269760159114053e+00	8.898793574404619378e+00	2.278008046698277411e+01	3.853291382530047215e+00	2.763182114765777797e+00	8.583689414059454847e+00	3.928907347918232972e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.539537114425606035e+00	1.028021413413707386e+01	1.241690925631928177e+00	3.202156625718126204e+00	3.992875705078051674e+00	7.752498257646552204e+00	8.289071315331680623e+00	2.425994365348827841e+01	9.346044575243814378e+00	8.134399632550067816e-01	5.128058729558527595e+00	-1.277235128832524424e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.910575650247771762e+00	9.048090333744509550e+00	8.620574642173769675e+00	3.840631434505819897e+00	6.644456192776605263e+00	6.564398907064711075e+00	1.003882631233821954e+01	1.730128759628290069e+01	3.389968797825425817e+00	6.641641947197394202e-01	7.184345062638598733e+00	2.959443611281510584e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.274173448480913073e+00	1.147715867443690252e+00	2.208179761932536511e+00	4.727657691936067330e+00	2.244578975581394076e+00	7.172678351806170305e+00	5.569799399357210135e+00	1.856425308906787919e+01	2.393683072935922862e+00	9.565751528181534180e-01	2.752280332140358610e+00	-2.837881478846765049e+02
