G	c	dx1dt	d2x1dt2	d1	d2	Fc	m1	p	m2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.161943116752802041e+00	2.734555616788662213e+00	3.842519124416313492e+00	4.528029469541286822e+00	1.010138058025926853e+02	1.082005495862149047e+01	6.839749478098030799e+00	2.240487126884320901e+01	5.202718810126350846e+00	-2.605377269818782679e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.620865810779672955e+00	5.827883696239981148e+00	3.791689030089961499e+00	2.721512272738480398e+00	4.463200089716107755e+02	3.283894001960581477e+01	8.160415401578681838e+00	1.973473665282219258e+01	7.476771428731878721e+00	2.920386021199387324e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.306263395295191643e+00	9.024883893503329091e+00	8.701958664211391081e+00	8.665433366457200748e+00	1.850352265344523630e+03	7.360031937959297466e+01	3.957014230163462987e+00	1.750133818467411118e+02	7.815462428634575964e+00	3.144996337299182778e+05
1.000000000000000000e+00	1.000000000000000000e+00	6.086177652912054370e+00	7.839932606925028580e+00	3.158912372967828119e+00	2.643912541601147748e+00	5.396803778903467901e+02	2.729471259347894829e+01	5.866366523304887615e+00	2.283463764481508207e+01	3.169994880955294470e+00	1.371084918843554988e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.937451263341116281e+00	7.323422347987421865e+00	4.127704678782187386e+00	3.815707120373924788e+00	1.141748234810574729e+02	9.493589556338006830e+00	6.496477189923328233e+00	2.196074847960131038e+01	2.998364973382869003e+00	1.628173747868434657e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.137628550495702662e+00	6.214269200005397842e+00	7.156163704007957982e+00	7.584322732421554747e+00	3.980366186199196932e+02	2.401858662932927757e+01	8.389643181643311465e+00	1.168762920193592336e+01	3.082138990009394952e+00	1.301764146327689741e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.760152374161480626e-01	7.654048949235193078e+00	5.671540273001339116e+00	6.060374046289655148e+00	2.006765046632302472e+02	9.362735577649939245e+00	9.895604552240254037e+00	7.884975338643009479e+00	5.017304608227706630e+00	2.327062522732330763e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.431815204628085425e+00	9.490769513975205740e+00	7.666539329109244072e+00	8.664924027085930902e+00	1.863703530205363904e+03	7.266694861020764051e+01	1.821497117427597789e+00	5.185292875020464862e+02	4.502001231419920479e+00	1.789016969689174322e+06
1.000000000000000000e+00	1.000000000000000000e+00	6.458044229940509418e+00	2.708827915379085294e+00	1.116065393388980365e+00	2.324960837474542075e+00	6.127859246081670364e+01	1.213024254804562396e+01	6.845783704592379948e+00	1.216851375502399790e+01	6.938502377748412719e+00	8.140599207565459437e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.393906807243755708e+00	5.548857884359371440e+00	5.370517671418248540e+00	5.941522471237099090e+00	5.881415528442407776e+02	3.465307723166533549e+01	1.406552247643836129e+00	2.341725480922313238e+02	1.561333644536560650e+00	7.514473017032805365e+05
