G	c	dx1dt	d2x1dt2	d1	d2	Fc	m1	p	m2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.431527501949401149e+00	2.742875582065952056e+00	3.150225135336954807e+00	4.502552642237912295e+00	1.199963945833894599e+02	1.783242740763261480e+01	6.554239989025816726e+00	1.827965410415449199e+01	6.556553983566089094e+00	4.448664812844078369e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.434154760924320371e+00	5.997821243629318566e+00	3.011444843783931624e+00	3.623934975105309597e+00	5.409362549940557301e+02	3.076079345646103391e+01	8.347910802963562915e+00	3.546710271760868949e+01	8.119429328433881210e+00	1.770793806008008687e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.202668622124303255e+00	8.927508945092762715e+00	9.278432019328185731e+00	9.266058239396313567e+00	1.878502402040879815e+03	7.034701476415324350e+01	3.386397898985394672e+00	1.703101361346981832e+02	7.837162062612396340e+00	3.114635192017376539e+05
1.000000000000000000e+00	1.000000000000000000e+00	5.941884522312943062e+00	7.671895008571359753e+00	3.200652110643485315e+00	4.246287581698975799e+00	4.925785484076309899e+02	2.252176862496542853e+01	6.441282798657448794e+00	2.806092904603108096e+01	2.599785136246106632e+00	3.730992298463261977e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.668183243625276369e+00	8.214869872025168718e+00	3.537983682408646136e+00	3.654656264849858616e+00	1.690298776060608361e+02	1.012485106129471824e+01	6.049563904364352318e+00	8.252935907400843263e+00	2.485729969761095060e+00	-1.099327005963633383e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.373786235960822832e+00	6.859031214401145604e+00	7.423238948557218109e+00	8.200115076451606200e+00	4.304656023640150124e+02	1.789409553639626793e+01	8.621277782490418318e+00	1.571187945378076556e+01	3.617969412513144079e+00	9.487601464734947513e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.735198362588523668e+00	7.720929917018570343e+00	5.022088136086868992e+00	5.377177712963645995e+00	9.711656249549014319e+01	8.718552059558273726e+00	9.402698608114263834e+00	8.458550403479184965e+00	4.494902029825194489e+00	1.211557397089348797e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.825069869119023025e+00	8.775588967139899665e+00	8.274792600408115817e+00	8.182626435261727949e+00	1.876864705202653568e+03	7.471671167007345105e+01	6.358858934529437734e-01	5.289223122695752863e+02	4.200550458171359303e+00	1.789282236653514206e+06
1.000000000000000000e+00	1.000000000000000000e+00	5.903376671849955848e+00	3.087542851370442598e+00	1.279379922425448957e+00	2.339563239894958180e+00	9.187838312629916970e+01	1.308161059270147142e+01	7.236225861328227538e+00	1.287289103341840857e+01	6.732081027128797857e+00	8.607408660253378912e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.398486277289801016e+00	5.327658851108561855e+00	5.392703394998688005e+00	5.503329177454848065e+00	6.393046562831245865e+02	3.992346859948540327e+01	1.342650305832134849e+00	2.340532855948557653e+02	1.829088896902110628e+00	7.300382586774395313e+05
1.000000000000000000e+00	1.000000000000000000e+00	1.276067048266531279e+00	3.284691494252824473e+00	7.904970825844795934e-01	2.151137826469738723e+00	1.232827869603615945e+01	2.810329812108971925e+00	6.244308790784712571e+00	2.074614333973467062e+00	1.099149720687886411e+00	3.952519629296241988e+02
