G	c	dx1dt	d2x1dt2	d1	m2	Fc	m1	W	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.044044947708267834e+00	3.500812690073312972e+00	1.714384315165849548e+00	3.142212517022449525e+00	7.120845727824995919e+00	6.628539872287856127e+00	7.838256378428950200e+01	1.249046077381736808e+01	-9.972246814429169603e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.891946478907930995e+00	5.612661271680080333e+00	1.536964417989569842e+00	2.268345464111757970e+00	8.122233047182218613e+00	8.810074300250535728e+00	9.740190013047985929e+01	2.141587033917130256e+01	-1.979481360397766343e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.845665836991143394e+00	8.847757012879812422e+00	8.250728922072159133e-01	9.889121003796258691e+00	3.418049295859705072e+00	7.393262578776155003e+00	1.072880452623188745e+02	3.528980264873071704e+00	-4.932180184696850489e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.543506028776565842e+00	8.028556404009874470e+00	9.254223215880043041e-01	2.938070993309933154e+00	6.867047080884191246e+00	2.299272801370321861e+00	1.412437692160479941e+01	5.426832463300473641e+00	4.000340534272486259e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.884174763705523725e+00	8.550099487394598796e+00	1.947823862894074720e-01	3.991604741044444182e+00	5.235276364485001999e+00	3.014200374018944029e+00	2.650043209134254241e+01	2.247917028161379172e+00	-1.403946006478420827e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.981375525694326178e+00	7.346572047996087207e+00	4.673868421862821809e-01	7.562881838833463988e+00	7.799936787970518814e+00	2.744327155515554395e+00	1.064306483917992665e+02	1.036845931037226620e+01	-7.118629658776941938e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.739592117009637340e+00	7.731411750747779976e+00	2.320949958566322080e-01	4.387855551913419916e+00	9.566939642345351658e+00	4.865113601058313364e+00	1.079834944591455894e+02	1.537621560859275327e+01	2.803216392505604304e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.971941373821042731e+00	7.671370094771461368e+00	1.069535270626576606e+00	8.639478384084320339e+00	1.934588127368221055e+00	4.356626063482435640e+00	2.662193057999521173e+01	8.943692748243132762e-01	-4.322903614833966124e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.916964566423042804e+00	2.460188404193319300e+00	2.169864100461000866e+00	1.637274447582506953e+00	6.542484973761147238e+00	6.651433826752843004e+00	4.154540336496061315e+01	1.420885740884761539e+01	-2.417924244027160441e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.762274814739684281e+00	6.056364593874497437e+00	1.412536411930841229e+00	6.430026295492564437e+00	1.606677508174554125e+00	1.492739247769388822e+00	8.405836404138316453e+00	-7.484564783783640429e-01	-1.102020379088948587e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.016010849256991921e+00	2.555991319386894833e+00	4.059940682761637998e-01	1.044924696826100563e+00	6.376632260454996981e+00	7.036292193393632877e-01	-1.047899185629066032e+00	1.458034798918063313e+00	5.307105643552518792e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.472242843644504973e+00	9.514808710225180377e+00	9.726164613574723727e-01	1.318203822843989625e+00	3.717292334132483056e+00	3.493967011303145576e+00	6.582663341304909821e+00	3.384209371373036124e+00	-3.438378635496421865e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.071845569844160906e+00	8.793995096593491212e+00	8.759225697322370330e-01	9.712747569627298461e+00	3.626322859444955249e+00	7.315886204226664802e+00	1.309836133521081933e+02	2.916663188603774604e+00	-1.617581250506983537e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.454511391601565951e+00	1.129562482235565657e+00	2.191063611794511701e+00	2.811862897564813668e+00	3.829818636089065809e+00	3.031929871768235252e+00	2.022791385366958750e+01	1.017237776476564992e+00	-6.098204634330533835e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011782961877429887e+00	7.155846583297945429e+00	5.439320354147184622e-01	5.876505052921119798e+00	7.666332793479504915e+00	7.435502555751831721e+00	1.349341000440886091e+02	1.189497429176338805e+01	-1.788345471932530018e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.899701948880608615e+00	8.805710878821461307e+00	2.010569401488012664e-01	6.541479291982410516e+00	4.058531256153539601e+00	3.669069204115022131e+00	2.765428223128994745e+01	1.450513867634038778e+00	-1.784222794168891113e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.601326456275613097e+00	2.039331777633609732e+00	1.330562832223727954e+00	3.971174047042912658e+00	7.804840383544310534e+00	1.004531658747028011e+01	1.374703647748802950e+02	2.153344280700255098e+01	-7.311297975358291623e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.128728187833975660e+00	6.288784311242517688e+00	1.111005387496573293e+00	8.397546746898933989e+00	4.816313105653526883e+00	9.802579948506332741e+00	1.838213169044274764e+02	9.265308247669846509e+00	-1.186647197986327562e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.125983889533614501e+00	8.790075687666242032e+00	4.520594247250873665e-01	6.428346121275557712e-01	1.175386215675142898e+00	4.077612490882945195e+00	9.717302632487424319e+00	-5.656994286046053144e-01	3.466147426646758456e-01
