G	c	dx1dt	d2x1dt2	d1	m2	Fc	m1	W	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.256723838941596227e+00	2.994950062148534986e+00	1.654592380126681528e+00	3.431458302759510026e+00	6.853223327148470823e+00	6.506520711776773602e+00	7.318561516160168878e+01	1.272020219340203440e+01	-5.596118664519255326e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541700703518724680e+00	5.937060428596975470e+00	1.595345617102939650e+00	3.342621320179145705e+00	7.962912945343810556e+00	8.303814237193808623e+00	1.082706778227066877e+02	2.213597179360418465e+01	4.580685515540674491e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.365882421722969475e+00	9.061127772255176183e+00	1.011091169318602434e+00	9.226757972587376955e+00	3.373956785265560310e+00	7.736648978004457611e+00	1.219630767819948716e+02	3.253077554207887356e+00	-6.650044586718497186e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.904339526759135204e+00	7.921042526421287810e+00	7.296422520128469369e-01	3.327176025523667757e+00	6.579490803052111758e+00	3.050498983207182935e+00	2.887206184140808674e+01	4.385784023361853912e+00	-2.376856239572968654e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.614958841768991515e+00	8.222412197703784287e+00	3.573762116236855468e-01	3.403696692619420094e+00	6.234376596677796201e+00	2.311594819449448668e+00	1.908163090911584803e+01	3.995169709435226313e+00	-1.532321846353351269e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.396986717555205981e+00	6.928821323607067484e+00	3.393651702489882682e-01	7.765087655414633971e+00	8.092194202714159346e+00	3.483002601122695108e+00	1.197583629796137643e+02	9.864754659599787701e+00	-7.516501124505983000e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.535628235335769531e+00	6.792795778723885292e+00	2.639362717217815790e-01	5.534440457760442911e+00	9.129714516369332955e+00	4.297453260851638035e+00	8.718799824477071070e+01	1.499003378683953613e+01	2.829073304888484586e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.528549124260562664e+00	8.987547936518316405e+00	1.025084479166792129e+00	8.122232146169142908e+00	1.388231672978541331e+00	4.640723771062702063e+00	2.935789636149489468e+01	8.285322782325035273e-01	-7.748309971250301409e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.359834989199528721e+00	3.206485213674664880e+00	1.846936475115645404e+00	1.430015919807470004e+00	6.763321410555529489e+00	7.239467613716947803e+00	3.878628817444503341e+01	1.455028318843792690e+01	8.095039753961381646e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.669408420625745570e+00	5.125072885471559481e+00	1.370572802102386856e+00	5.311550620695815184e+00	1.470995374211008455e+00	1.279990365852261780e+00	5.205644632102128355e+00	-4.848975011326010498e-01	-3.499877397579588489e+00
