G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	p	W	m2	Fc	m1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.629302474423911740e+00	2.370699739312849275e+00	3.949354150846201783e+00	7.040814096632677099e+00	-1.203825007695545857e+01	6.047739074891645750e+00	-5.631914197641341602e+00	4.452721478598347993e+00	6.681407476846194626e+00	1.797194556381745079e+00	9.947654583945688955e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.706536727141150678e+00	5.992986801803766639e+00	3.131759590892654099e+00	8.562265066812367209e+00	-1.359964071032221788e+01	7.948328658169399041e+00	-4.932298718674675619e+00	5.122958898907715053e+00	2.371352698422128924e+00	2.817087296825178999e+00	2.789659610972876536e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.736324742773260432e+00	9.531454682977139825e+00	8.885044532352530666e+00	2.387165469284266983e+00	-6.056847687709817407e+00	7.352191177477223505e+00	-3.388545539273375340e+01	8.793090386988215101e+00	8.495199833256535271e+00	8.730013661979764805e+00	3.276818980618439525e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.298100110689214937e+00	7.928795872065919070e+00	3.366929814024524070e+00	6.960220047928677545e+00	-1.134504585840537771e+01	2.919823995196150435e+00	-2.695749113361372906e+00	4.024696264358448516e+00	6.290681478830656204e+00	7.842012137631097168e+00	2.998332135163238377e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.680440664052745170e+00	8.697789803598476865e+00	3.584756638081188829e+00	6.394787423233350587e+00	-9.646476311572852680e+00	2.356564869388046102e+00	-2.303395105442984203e+00	8.621554762805496708e+00	2.415182872960962790e+00	4.122973554309600885e+00	1.030185750955768924e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.307565464767649566e+00	7.023547571733995909e+00	7.814216957687353471e+00	7.998575157310193084e+00	-1.572136062241357024e+01	4.119348562011026615e+00	-6.320840215350955305e+00	1.825868642500668715e+00	1.004557741441305474e+01	4.608053686132865145e+00	1.012774035366939103e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.054635011063992600e+00	7.322974035521393255e+00	4.986848354742477341e+00	9.406311486909984865e+00	-1.613236551475644731e+01	4.021094520488117219e+00	-3.290675306952315360e+00	8.084345684984278080e+00	5.406066177441365639e+00	5.991923056906102829e+00	3.429383574696727237e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.737460583966752736e+00	8.355288829197055733e+00	8.252370859276940251e+00	1.395905023156521985e+00	-1.574608895798365937e+00	4.559315322399209336e+00	-3.447052212088061651e+01	9.135412642970512920e+00	1.349047386390826997e+00	6.686911583654704394e-01	1.285933031710710317e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.532752830851846326e+00	3.511768796202549225e+00	1.352631842063758194e+00	7.218231103676568949e+00	-9.368784290308642682e+00	6.906105219363658065e+00	-4.484933764310467197e+00	2.655046581416698359e+00	6.478446242909683406e+00	3.205285446301697760e+00	1.710496918432559710e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.937875459762010699e+00	5.384468609548628493e+00	5.294009462549668754e+00	1.044525906966250250e+00	-1.689371493690392079e+00	1.335615644769132526e+00	-6.221255523728793868e+00	4.875864169806186865e+00	3.370577297622720625e+00	3.000632653384107229e+00	1.451984036621875696e+00
