G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	m1	m2	Fg	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	3.917894199670593380e+00	2.860117714953521961e+00	3.570263080355656982e+00	6.579489190644049579e+00	6.629457337918537085e+00	4.299054009467639048e+00	7.529168115117003346e+00	8.171778420365633622e+00	1.770893450633226784e+00	2.161648655134447150e-01	8.069796957521740310e+00	-3.097008299365100825e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.001607215220209035e+01	5.662179649823387173e+00	2.795422951347211526e+00	8.000432588501235287e+00	8.133233300319291814e+00	5.547003330861564940e+00	2.495112088770411241e+00	1.487007666594562316e+01	3.046043545628605909e+00	3.557470691466175228e-01	7.768104378788005526e+00	-2.115401271983516907e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.237614246409264318e+00	8.289928473082987637e+00	9.811627599539392008e+00	2.843664392681251929e+00	7.376114916618529804e+00	8.624295698704347757e+00	7.963219827366945225e+00	4.761195196234382365e+00	7.687357351488033785e+00	-4.795378793003394202e-01	1.275945089327756854e+00	-1.004156937785801418e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.382782150731307169e+00	7.370475261089202590e+00	3.099255429140876483e+00	7.090080717100177843e+00	1.722684062140891426e+00	4.594689418674729353e+00	6.085323826446896511e+00	3.480781626178382382e+00	7.945927402231278691e+00	8.484076409622178794e-01	9.128841769250341187e+00	-9.061271927714921048e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.899541470189034520e+00	7.633226709457400005e+00	3.159920299596496562e+00	6.423215920638990717e+00	2.733831897402873246e+00	8.894969550715138951e+00	2.615567513221135787e+00	2.656371927809078937e+00	4.910410914455271225e+00	-1.004599830341388556e+00	6.327983310338895606e+00	-1.381091147800842691e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.443851245097069302e+00	7.165793724393591191e+00	8.055172301646484456e+00	8.629573104684956419e+00	3.916199565084831136e+00	1.796756814193760876e+00	9.503463338695695484e+00	7.530440781700971087e+00	4.644375627715852772e+00	-1.034370896566136544e+01	3.948256460882395125e+00	-6.360128959153691142e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.042188263213986499e+00	6.800913183237016213e+00	4.790861639269831329e+00	9.725108313335713461e+00	3.905883305583039533e+00	8.284758402889636386e+00	5.451362161065418377e+00	2.813312392634000680e+00	4.404814923192821752e+00	-7.401471190286155633e+00	8.076901178260834868e+00	-1.270768021289296286e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.320451322108537440e+00	7.865558109717447621e+00	7.972902679132214843e+00	1.251879897061118907e+00	4.541708676978281289e+00	8.682954832398364076e+00	1.766477005861558647e+00	9.162238875743414113e+00	4.302993734525544234e-01	1.488713649456346877e-01	2.591254631551445531e+00	-1.592411933120331247e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.756388524039301124e+00	3.660191465674123457e+00	2.552514212841622054e+00	7.162970109755197434e+00	7.142851822743160106e+00	3.154270332252779419e+00	6.836579931065388749e+00	1.139809690968344391e+01	3.703075310787197427e+00	7.845946316896439399e-01	7.382184019945556841e+00	-2.981343876069268539e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.403225300677375387e+00	5.781824642148714943e+00	5.048733237506521476e+00	1.401586735136168382e+00	2.497571911775601450e+00	5.177717444317385898e+00	2.609489933728327493e+00	2.590370921556860218e+00	2.576485707930678881e+00	2.910618811227234648e-01	1.909942390482370467e+00	-3.483142309390628633e+00
