G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.324050220040057901e+00	2.501870559031354357e+00	3.314028038615841609e+00	6.570223904427683337e+00	7.012022716663444122e+00	-4.703381335762437487e+01	6.126841764545581270e+00	9.796746629777855375e+00	-7.362946129400604889e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625449068596536151e+00	5.848007422691523516e+00	3.152318781550356608e+00	2.639568504856394604e+00	8.177885231858669002e+00	-1.416270550688705754e+01	8.201078887413119745e+00	1.064713374006442237e+01	-7.062834208556194149e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.523763487896014013e+00	8.808303850404261226e+00	9.154011839542327778e+00	3.480549081402873224e+00	3.312437080485556518e+00	-3.434190739313227425e+01	7.841695078123958496e+00	3.818497469906937170e+01	-3.694178761784752130e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.432961751031650799e+00	7.609440076078068493e+00	3.340618651420790286e+00	1.667763577241594630e+00	6.640880560582893999e+00	-2.791017973684371611e+01	2.423085472648251137e+00	1.896221495368086707e+00	-3.140480520897939165e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.448581572108500026e+00	8.441840257590818908e+00	3.452086499139788156e+00	7.576576713514094230e+00	6.085562300723884377e+00	-1.940778275290923602e+02	2.303718493721214511e+00	7.080636405183269311e-01	-6.442547356461921781e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.351225728805578896e+00	6.967723468256636465e+00	7.816274907015728246e+00	1.620694396180285324e+01	8.476832653388486349e+00	-6.609466039652980953e+02	3.411542072627931521e+00	2.234698977731488956e+00	-1.306755508120536202e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.630098817426910429e+00	7.382694804827872659e+00	5.089296570428975208e+00	-6.140346899349017562e+00	9.124927291233786875e+00	2.836167957858154409e+02	4.212776972286180310e+00	1.088134780203328766e+00	-5.349958861112801278e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.808116346725885393e+00	8.674402403990455923e+00	7.981653152680952878e+00	3.563236515202720334e+00	1.112276752166137195e+00	-8.671120024099908008e+00	4.687503651298224661e+00	6.859872894807936916e+01	-4.522101817128759471e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.445425798464731848e+00	3.211970527578249968e+00	1.691441688674936383e+00	2.865536248922460949e+00	7.138201613894915809e+00	-7.761441217805945314e+00	7.087350323287902931e+00	6.036807483582050438e+00	-7.194287558346276867e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.290000704059817593e+00	5.424179783292874646e+00	5.387924704870451720e+00	3.505010993276360232e+00	1.458462605300872239e+00	-7.357778045540117162e+00	1.469843134443621802e+00	1.520485322514240956e+01	-6.550267195073162796e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.299878541123292486e+00	3.089944678570707204e+00	1.341201406840362598e+00	-3.058033248734671972e+00	5.934955835988318107e+00	2.934336451830968429e+01	1.275016908368553636e+00	1.466030829312240935e-01	-3.875644315964263398e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.662911864759962555e+00	9.990793486712510330e+00	1.522212205536555452e+00	1.237354537977072511e+00	3.684925147852683658e+00	-1.735890510375327711e+00	4.554611126092730444e+00	3.755496860240422841e+00	-3.507054648952186326e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.547453790434571985e+00	9.464527146148121517e+00	9.185715915479182314e+00	3.136663655570370413e+00	3.808421719868377853e+00	-4.189460316204711887e+01	7.269203340295086413e+00	3.168604440874221595e+01	-3.921137352084036021e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.857211880980678576e+00	1.368926303316420512e+00	2.268398043192294544e+00	1.794715408593111761e+01	4.207703705073153166e+00	-3.904410312167461683e+01	2.717582181561295496e+00	6.144960217175132300e+00	-1.145859283779941329e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.602923113438775804e+00	7.270664207451181582e+00	5.788666068700397460e+00	8.022500686194135255e+00	6.697633055747655106e+00	-2.399914846104560695e+02	6.787778897070130490e+00	4.022440064500575119e+00	-1.318892553133127032e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.693330395946694100e+00	9.373112459983858002e+00	4.672155104878490839e+00	5.739294185547449523e+00	4.032965012119855253e+00	-1.219610077108119128e+02	3.315874757584595045e+00	1.656607344292952533e+00	-9.305676348183307134e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.793794517795652244e+00	2.711593651203589417e+00	4.090860137564620302e+00	9.571691956904217591e+00	7.486753287788093125e+00	-7.865472564871855354e+01	9.036135822788271099e+00	1.426722224110017656e+01	-6.273310706600337738e+00
