G	c	dx1dt	d2x1dt2	d2	d1	Fc	Fg	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.413470895509473024e+00	2.618080842220442239e+00	3.192251310177776968e+00	-7.784813674392031535e-01	7.034171959726844392e+00	1.580377538591552389e+00	6.121196030612463090e+00	-5.444137920558438992e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.581302405423370416e+00	5.948052507481055962e+00	3.193925193009365504e+00	-3.556931561101568384e-01	8.254876507928294416e+00	4.738048002708691087e+00	8.322233056565423226e+00	-1.670657543465973731e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.697153741531128190e+00	8.790541708001299526e+00	9.108442213679879274e+00	-1.207285824784813055e+00	3.283923944699122632e+00	7.469219402010395470e+00	7.926406701291511148e+00	-1.511364037104419253e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.390302812965427570e+00	7.636314554936087795e+00	3.265187041287970882e+00	-4.833412715498989765e-01	6.602533302839329821e+00	2.978585437318862716e+00	2.322619074368805325e+00	-3.364122014910032732e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.435410982937713964e+00	8.304702001951977053e+00	3.628973753871715058e+00	-1.432799694213616970e+00	6.208511626625244695e+00	2.508546835262008834e+00	2.356848223511817331e+00	-5.862927800587445226e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.325422789274885993e+00	6.874855848739398034e+00	7.872969005082477878e+00	-3.263838497430771479e+00	8.519584389427159010e+00	3.519172495457620453e+00	3.390096025695887416e+00	1.947294399762752093e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.478103088678812460e+00	7.340827242370245642e+00	5.198728766137040047e+00	-3.303925170340757944e+00	9.104300599196694321e+00	5.988307143638193608e+00	4.211705598995413524e+00	3.601002650043125186e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.730593275439343159e+00	8.655641149951934565e+00	8.021800490613211210e+00	-9.107436532712047672e-01	1.210034905164663499e+00	1.075346132049227421e+01	4.691615299813388873e+00	-1.289678663502794791e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.478991367740534635e+00	3.283389144324035502e+00	1.553515296894438347e+00	-2.207806220407742825e-01	7.080225832854731394e+00	2.627793609992984170e+00	7.179422606519739958e+00	-9.311642267502298864e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.234501840136117856e+00	5.319868561718740452e+00	5.407351453468003832e+00	-7.308844664883281661e-01	1.467539698438697693e+00	8.892129434883738526e+00	1.534725709617688283e+00	-4.465469066491873207e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.163486188511436037e+00	3.108697598357090364e+00	1.400843058560507171e+00	-1.088807954187939631e+00	5.893414794652647615e+00	5.007540714745639221e+00	1.294650663308959615e+00	1.197329788287967922e+01
