G	c	dxdt	d2xdt2	m1	W	d2	Fg	Fc	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.428216541324684563e+00	2.628066470304298630e+00	2.335172161326868334e+00	6.727446431339711097e+00	2.528086783513707747e+00	6.448708646619808249e+00	1.352191198418754903e+00	1.242250198844959463e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.512031553025643404e+00	4.757801611553304610e+00	3.585477349872751685e+00	8.505716399852925491e+00	1.242578563105690259e+00	7.891798646834906172e+00	6.196196285981366847e-01	9.071620244287292856e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.281075839234754099e+00	8.569373090401860793e+00	9.425952730158050130e+00	2.511785187029645261e+00	1.186841468803860322e-01	7.714404589309714844e+00	1.220410192351955248e+00	9.615263682690329550e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.823780674182007289e+00	7.625358673995864756e+00	2.873443653370580719e+00	6.779477224441960992e+00	8.919492135457387505e-01	2.721036396500611243e+00	2.948210949664208380e-01	5.217106208232323850e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.629698283754711818e+00	8.685761507205629783e+00	3.251401345529203901e+00	5.625618393458454491e+00	7.041724812056914251e-01	1.957152073672927539e+00	1.113490689901328601e+00	1.468336683290760170e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.234397516943841921e+00	6.373202061894250647e+00	8.091225720237620322e+00	8.072814970813791291e+00	5.507524454764274324e-01	3.896418964757492276e+00	1.350650760615263568e+00	1.027060485454144162e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.901289239683758403e-02	7.438375389011041783e+00	5.553406106336118420e+00	9.371665873430698568e+00	8.500131036343765434e-01	4.335834268824628523e+00	2.622416681661270843e+00	2.510567512848724814e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.959786162921634656e+00	9.459706612113045310e+00	7.024402411119357481e+00	2.285998794890922170e+00	-1.408862892123091959e-01	4.883965696725328876e+00	6.972731104357345888e-01	1.203643422954521480e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.254536488899558933e+00	2.890556288142873687e+00	1.935191006380826639e+00	6.573011571018878563e+00	3.957308291107454856e+00	7.901910695153029351e+00	1.122831568472218322e+00	2.475675593713915212e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.270053283661797927e+00	4.544175034842539596e+00	5.135441702878069670e+00	1.856220576402368483e+00	2.778954944631414348e-01	1.704344010613215055e+00	4.706933352269702109e-01	1.127549836244379627e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.152777807086194262e+00	3.152127462265875923e+00	1.923868200955290320e+00	5.770445040046459972e+00	4.489419333282810065e+00	1.350952004794121475e+00	1.041242450695200272e+00	1.091741839610406828e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.937673752327487620e+00	9.225885570331257668e+00	5.482951492381236136e-01	3.331698104630192780e+00	6.233099345216170928e-01	4.482209564405213342e+00	4.026302276718816131e-01	5.069205334208712888e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.491841317341993545e+00	9.040912397963005276e+00	1.050814595842465238e+01	4.340965456735506933e+00	-7.012517921501898455e-03	7.201126285528311577e+00	9.982033245874732952e-01	7.395716332003539339e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.838854402157793277e+00	1.868508021316021894e+00	1.763912747866563491e+00	3.719995964113932185e+00	4.060620012744225349e+00	2.911025926699142286e+00	1.084111856657626882e+00	1.692208448187511038e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.344851731971018705e+00	8.394324848935715622e+00	6.581360878199904896e+00	5.966867221475821381e+00	4.266933281186928717e-01	7.516135256959457500e+00	2.590832757708167122e+00	2.981530313561779333e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.956758664144307325e+00	8.770535362883913777e+00	4.661659083825520078e+00	4.255560124326909666e+00	1.726704649170477945e-01	3.005221898160032268e+00	1.729428643768428753e+00	1.147833862492953771e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.219245918900722092e+00	2.214940023577283590e+00	3.674050695390183030e+00	8.457607801988805463e+00	1.989313179537935294e+00	8.600320658003818508e+00	2.361309632936589242e+00	1.038349462277528001e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.123683487775174683e+00	5.866801115408158296e+00	9.244886825475896686e+00	5.046746761017071314e+00	2.848818531166598667e-01	9.761164036256159804e+00	1.404482868213825508e+00	1.659303512475622244e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.171168073976814661e+00	8.934640527906747565e+00	1.764657779283030914e+00	8.535074681692665921e-01	3.508875482063305018e-01	3.367207551308530888e+00	6.107769769544264538e-01	1.945661363333753280e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.325943271852233707e+00	2.381034545782085399e+00	6.116757695359686053e+00	7.720735701857924127e+00	2.588058531105120075e+00	3.187649537915269615e+00	8.090911827608763263e-01	1.263790815329462358e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.935405841833962803e+00	6.981619262938027148e+00	1.005794282465904743e+01	4.102118225211534686e+00	-8.447170252161617654e-02	4.379386753995540893e+00	9.365972481239113190e-01	7.585896953625290151e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.170161589541118818e+00	3.460428640849921855e+00	6.034789107419632259e+00	5.750816240557443670e+00	8.710721133441480246e-01	2.249977835124945535e+00	1.376919402234921153e+00	2.189309263598675226e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.509325307620727141e+00	1.021867045972078891e+01	9.750025794425351222e+00	7.292804976877813594e+00	3.466717722061671836e-01	7.159426820094521915e+00	2.163579964435224934e+00	1.345374077262936896e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.162537119929784701e+00	1.006033822363929886e+01	1.476381119869773384e+00	3.678577573419374414e+00	7.827410119470934458e-01	9.042008302198079051e+00	2.023993516448175711e+00	3.807403543801015089e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.790457343605063034e+00	1.004686949832219511e+01	4.453373824868313235e+00	2.400322704217413339e+00	2.595356728747902353e-03	7.024028225514981294e+00	1.535279677976002954e+00	-1.290881106568552567e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.781517697064018080e+00	4.763843246349503957e+00	2.726792249044053484e+00	4.324909111889360780e+00	7.451627525268665897e-01	7.612102329574651272e+00	1.098259595258655796e+00	5.261280763741288391e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.183055434259505212e+00	8.463436644887925908e+00	7.948799871543125839e+00	9.172090314945608114e+00	4.276501608128698284e-01	4.632339638363744960e+00	1.688339439577412948e+00	1.462956993947073514e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.615980292878079538e+00	8.022533074376793749e+00	1.020011815199738514e+01	6.356109503802098715e+00	1.022090245944517750e-01	1.995089956876489046e+00	5.337054473490067119e-01	1.207683713383683605e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.636148514482039573e+00	4.317658537425458576e+00	3.674454217303660730e+00	6.396404044214277107e+00	1.373139527411074701e+00	6.214727757962851484e+00	1.127017941795652289e+00	9.003957910357492933e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.940141950478736277e+00	9.141861149220380511e+00	7.123675197359083278e+00	8.224462847543751565e+00	2.874890862414845594e-01	4.200213608156222911e+00	2.914725168942547739e+00	1.452700198341390359e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.306292037509773962e+00	9.994048871502445586e-01	3.304508487578628362e+00	3.560147089579329904e+00	2.087664891841061632e+00	7.323417313437160736e+00	1.137925014585438044e+00	1.424516556448625959e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.873562710224245809e+00	6.163795789138323933e+00	6.864354749692826552e+00	4.409728568809239135e+00	3.873794337431916701e-01	4.077285518459179414e+00	1.628997335948040082e+00	1.835823647158148497e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.779426445611745677e+00	2.891785925299364735e+00	4.139299831260393248e+00	8.695960582056290633e+00	1.484169593347443250e+00	2.688016334190564294e+00	8.747435978147104496e-01	4.379821044169220912e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.969960290944827719e+00	1.224357165071825904e+00	8.454989024944801201e+00	2.201052568220755568e+00	1.768716200868171440e-01	1.028779743229999255e+01	7.553106835849539014e-01	1.121153624447204511e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.016669628042950535e+01	1.317721093601302851e+00	7.425336117669427693e+00	3.757327440545533026e+00	9.001158354318672394e-01	2.914322873871607378e+00	2.110988227347635748e-01	6.912099712413757313e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.859199568356553200e+00	7.696779018621323409e+00	3.405078195426110899e+00	3.098236538847029209e+00	5.381639605859303011e-01	9.196092841528972883e+00	1.341028875621475880e+00	1.992387540869007823e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.815037599647800537e+00	3.571865721643010083e+00	1.427076368813637641e+00	4.609854006598606446e+00	1.866469507503394132e+00	1.067891945489420635e+01	2.625294952564561690e+00	8.064054774715416762e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.390760817044954578e+00	7.574628198104316645e+00	2.202410859335360627e+00	9.800352947355028377e+00	1.610069382330220789e+00	8.834687428349626614e+00	4.169541766964321994e+00	5.588768422285672610e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.487347525084017796e+00	8.605357425717931052e-01	2.114586899358550376e+00	5.434974567252843780e-01	1.251039237485019218e+00	6.734840767896238312e+00	9.799501519294538943e-01	7.382602930555135501e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.244004592186214175e+00	3.757503090375652111e+00	3.048001072708333314e+00	5.404774929694795560e+00	1.230169840388659841e+00	6.571560169007031327e+00	1.005531323731681637e+00	8.382918886607440001e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.317699875690759193e+00	5.542037298175674032e+00	8.132033787130234614e+00	2.616712545940830026e+00	6.674290797854554036e-02	9.111418722339934106e+00	4.279973639489001336e+00	8.885071727244928108e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.076111836580728287e+00	7.436873606468981102e+00	5.922162392866395564e+00	1.044498065732461534e+01	5.827480047315773959e-01	4.405773329841645491e+00	6.171073088937372164e-01	3.414294333173459317e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.290888126991271756e+00	4.308476625275529770e+00	5.865036817079110953e+00	1.685971206275342471e+00	1.084752618130848667e-01	5.126823293729009023e+00	3.966405787473382016e+00	5.530681470379177761e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.038560661539322894e+01	7.104014376958417643e+00	1.843230013023253733e+00	5.072049869638436626e+00	1.224480889216972956e+00	6.168040689884767502e+00	7.760651281915929012e-01	6.661616133165013665e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.474257337790107592e+00	8.434430244159930368e+00	8.523678060173214277e+00	6.525542198098655433e+00	3.120590779876301069e-01	4.433814720784582164e+00	1.441023116834707407e+00	1.172996799352456487e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.269456529685146329e+00	6.422502461887887648e+00	7.647785018737297769e+00	7.972747097784431247e+00	3.629409257783361431e-01	5.335858190110128518e+00	6.199287420191939013e-01	3.368365583290942600e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.070175799812020045e+00	3.121290443641048018e+00	2.185636800911735733e+00	4.317166114986119574e+00	2.941329450636022802e+00	2.926818599523228315e+00	1.189563760916926949e+00	1.514695461755356076e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.348250784683430403e+00	2.100267835465536859e-01	8.255616934669822271e+00	4.189239158996812762e+00	1.390381396909797118e+00	4.445596061464593518e+00	1.182258130811685293e+00	7.598726219129751103e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.201659220978475773e+00	8.053665427080959560e+00	5.771174751433681749e+00	4.798480195746964938e+00	2.310019053430700242e-01	9.142263525336243646e+00	1.211928445060183934e+00	4.337451352608236166e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.618103432513039674e+00	1.907004765376878241e+00	2.743168308688528789e+00	3.492264455165536852e+00	4.770816838192961207e+00	2.963440504674387466e+00	1.023896168213177527e+00	1.928977808206987943e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.827841561712748586e+00	8.279768368500196374e+00	5.608792733988689605e+00	2.790192557809304308e+00	3.239005544336798215e-02	9.419954233096099472e+00	8.152607327749192834e-01	1.848847917632831239e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.534283761389946044e+00	6.460381068878190192e+00	4.681994442901067366e+00	4.675277904495192871e+00	7.561466344269965889e-01	6.490664433226594809e+00	7.242408491833474127e-01	4.644813304886076244e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.521491939959453532e+00	8.703134708597506375e+00	1.795575609946130191e+00	2.935261904904987063e+00	2.887210470019661024e-01	7.478090863218843865e+00	9.647734533454083161e-01	3.808004818581391948e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.117606849359457755e+00	8.555565273433268558e+00	9.192525085359447345e+00	4.126560999899338000e+00	3.220316398549043502e-01	5.660091543917724621e+00	6.042885194803970794e-01	1.693827373842074491e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.742211904166308223e+00	9.808224222855990604e+00	9.447438320215644225e+00	6.587421724219760577e+00	1.486578663807958112e-01	8.212663746307685031e+00	1.236038448849261062e+00	9.898679629970885685e-02
