G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	p	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	2.291701866368938134e+00	4.541019814974282198e+00	5.847124851416019009e-01	6.836778300866514613e+00	2.498110143338655220e+01	7.496401722691340197e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	1.984455012440233146e+00	5.265228276086735271e+00	-4.616703246332751892e-02	2.548767205776064415e+00	1.383987096733472422e+00	6.290889841888333001e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	8.256493179941161165e-01	8.695556609634298439e+00	-1.224908327094007099e+01	8.866185790569041103e+00	-8.641062505043217357e+01	-2.739002949151383604e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	5.560282293470522497e+00	4.058483116214253172e+00	2.597923242007202038e+00	6.514948950628724589e+00	7.251977937445122535e+00	-9.748158330979716624e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	5.244324688396654999e+00	8.834068865250703340e+00	5.461343071841775476e+00	2.412467594209704025e+00	-9.010523194614370013e+00	1.543697750529891088e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	4.977878635059076018e+00	1.777252442425731882e+00	1.071546808417789265e+00	9.656283930181439601e+00	-2.253697538489675267e+01	2.304802140520551745e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	4.303186189267782069e+00	7.984477701383476678e+00	4.279607947562826809e+00	5.672240536571023561e+00	-1.140091525401829564e+01	1.908501419965325141e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	4.743292620209475507e-01	8.622905376039703640e+00	-2.773946343610659682e+01	1.654058251855242023e+00	2.670882952343953320e+01	1.191840913149923686e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	1.986279308055848070e+00	2.631861775505803358e+00	-2.072999942738392234e-02	6.637552766808325622e+00	2.539714624699562218e-01	4.478865920914152365e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	1.942013737825878161e+00	4.874963589212926607e+00	-1.434743559333214458e-01	3.282635839408188705e+00	1.285959976445869479e+01	2.338379491318668624e+00
