G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	p	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.359198804341400724e+00	2.670183147708707683e+00	3.380940964539272731e+00	7.084670504584518191e+00	6.219227409249849181e+00	2.332619104737728044e+00	4.562390254412920676e+00	6.095523496879965419e-01	6.939663699725011625e+00	2.505775791315567602e+01	7.525241604834310927e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.586898932817316421e+00	5.915863225391715829e+00	3.226822848851464531e+00	8.118467095624289698e+00	8.240766619925544489e+00	1.980912999207393721e+00	5.262822518692792606e+00	-3.245935119340148667e-02	2.467378129703412082e+00	1.354360651346097510e+00	2.554470761934177214e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.580119997408214516e+00	8.891968349709687303e+00	9.154308875449986616e+00	3.189517433744827990e+00	7.785083071848438507e+00	8.316972332058466533e-01	8.674265658052847883e+00	-1.225039476526462678e+01	8.926109144494443370e+00	-8.643440070623454119e+01	-2.727974510984572021e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.486612180838475794e+00	7.599455777073647056e+00	3.264980434393840447e+00	6.626763828577174387e+00	2.298566519770745220e+00	5.532958149562053229e+00	4.124370638585022952e+00	2.634832140893293317e+00	6.425361481404013198e+00	7.147771595000294909e+00	-1.023243421849937818e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.408536236279643639e+00	8.265745583233178095e+00	3.421686957449098454e+00	6.149183962500944567e+00	2.301185821780269869e+00	5.230330707356952935e+00	8.777265874948964708e+00	5.480176778036488727e+00	2.342637636861281791e+00	-9.163473364282335609e+00	1.534191548077979128e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.530637820098621926e+00	6.969130439159263446e+00	7.879946870716355356e+00	8.487501121341773924e+00	3.391229401489571860e+00	4.966078793340971131e+00	1.808291505854332737e+00	1.063222809448012285e+00	9.569812273115873680e+00	-2.254109210899592597e+01	2.312799924905360882e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.541804464954970033e+00	7.182724591050465790e+00	4.988253419206065686e+00	9.139112723832143459e+00	4.294337465739364923e+00	4.348726761124103390e+00	8.070991437278022929e+00	4.251867797586666775e+00	5.678907800006099293e+00	-1.148758006295682499e+01	1.982021653656675397e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.784020441308214799e+00	8.737085045730905719e+00	7.967675815312704302e+00	1.202021655610217454e+00	4.615048154309911332e+00	4.724972750523783738e-01	8.589162155704006096e+00	-2.774722724796822249e+01	1.592239442073297706e+00	2.677981005277320747e+01	1.203967356680522016e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.361354206411188983e+00	3.133124997788197419e+00	1.622038569099551575e+00	7.089241603313586992e+00	7.201907005759282221e+00	1.948750110253682388e+00	2.620071179399379613e+00	-1.014274864291479610e-02	6.568149878462754998e+00	2.185792827378099379e-01	4.982757854283436094e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.294559612136035653e+00	5.485791366242122713e+00	5.325586898746898612e+00	1.573202409845798622e+00	1.437289905690196656e+00	1.949379126020510444e+00	5.001786429343178852e+00	-1.319957795793640087e-01	3.289820270534169921e+00	1.287496034165135050e+01	2.289625050131588235e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.131600530210902678e+00	2.988371238678842801e+00	1.215666349659427325e+00	6.008421830900613436e+00	1.439049172829825807e+00	9.077143813229980651e+00	2.515523919648419149e+00	1.968913747807738757e+00	8.257816655068420886e+00	2.785071389921857588e+01	-2.840858723463903246e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	3.680899009813482614e+00	4.621183166844911483e+00	1.584685234094962425e+00	7.331666253237824726e+00	-1.948231740503283849e+00	8.362566374299369443e+00	5.098612137384439524e-04	2.905423698697500168e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	3.702824696602768029e+00	7.282162482060938302e+00	1.075018298892023161e+00	5.862163352294080809e+00	-5.444724515867146231e+00	9.801701835899711668e+00	-2.256901733863990103e+02	-6.022840384339662734e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	4.208737102683922870e+00	2.651169081558188978e+00	3.069305637883222637e+00	6.686743482904008218e+00	2.283854802629018188e+00	5.616314432236760190e+00	1.264901954696675723e+01	4.935645140388936092e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	6.568258953104088249e+00	6.770521410218030667e+00	1.917015444919775380e+00	2.682528589251094164e+00	-1.052923528267658004e-01	5.102545091392575394e+00	-1.383152468863795193e+01	-3.339974330843061612e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.720025220027544766e+00	9.372243810175449497e+00	4.688552891680000556e+00	3.916404322463208132e+00	3.317382214550583797e+00	2.384796950709107577e+00	2.981003121817897838e+00	4.709208176980890781e-01	7.825108290062472882e+00	-2.420416026239388785e+01	-1.971016473548039327e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733427730699347080e+00	2.606884738974546867e+00	4.197070049890573529e+00	7.675275728011094145e+00	8.905365218824428553e+00	1.698675885840707389e+00	1.312960108821849436e+00	-2.417570741270991808e-01	2.200010558570666852e+00	-2.960613390493810826e+01	-1.408066388198988683e+01
