G	c	dx1dt	d2x1dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.367630060707198503e+00	2.666657170490672524e+00	3.355357278727786330e+00	7.061364269700170837e+00	6.140097912769118871e+00	2.435294935886938905e+00	3.982933720033285052e+00	2.841894950645553664e+01	1.193640747100190502e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.543491694207203224e+00	5.873057596304701811e+00	3.214281364471144986e+00	8.175331062402117155e+00	8.251314054043589863e+00	3.166297913634360750e+00	8.250879091450288527e+00	1.777918037409847898e+02	-2.676085546237127843e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.585714413959994573e+00	8.866237678781697440e+00	9.159012753539743201e+00	3.244498455833112693e+00	7.843690147030994098e+00	4.208359790367459397e+01	7.417912664417586655e+01	2.828257061695546327e+03	-1.217093167020913143e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.392870362082718749e+00	7.595810005890075267e+00	3.250518666415554314e+00	6.629730371681221257e+00	2.379971365982623155e+00	9.500858474611966198e-01	1.090042928288739965e+01	4.613783909147261397e+01	3.529059853513381739e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.407077579151609026e+00	8.254934867798072062e+00	3.444228328647738646e+00	6.135761258457383960e+00	2.349351078978731966e+00	9.605036610419386278e-01	1.279586203820872115e+01	1.904150693102210212e+01	5.711415810812022897e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.406268156274103287e+00	6.921625653332867500e+00	7.841022144743726052e+00	8.500335236255562421e+00	3.417957233438248643e+00	1.643090018182395085e+00	2.661669723990131686e+01	2.740849214629618302e+01	1.066433898633042787e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.521237099737947185e+00	7.228343523086719458e+00	5.038455293276454583e+00	9.152792584280366128e+00	4.254987798880849326e+00	1.735903697472313212e+00	1.640543531248141917e+01	1.906780183944862372e+01	7.876207980319416890e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.788662800460762980e+00	8.645178065892459074e+00	7.982141487429536220e+00	1.113214016580328813e+00	4.676148477450426277e+00	-1.112098243511998596e+00	-6.269501972253490862e+01	-8.446686944358923199e+01	2.005589771917738631e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.412824042084229959e+00	3.248348382521085487e+00	1.589049663219026742e+00	7.058966226851910442e+00	7.109564664151922564e+00	2.564842347972134284e+00	2.172143796673685845e+00	5.334025766168537075e+01	-4.755687581594974844e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.368137809067765609e+00	5.411796043075199236e+00	5.388280908659081270e+00	1.472862160087173855e+00	1.515450309322629918e+00	-2.241587869255819321e+00	4.393082645832353705e+01	-8.921290086260259500e+01	1.068312542404631671e+02
