G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	W	Fg	d2	d1	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.365199139457232924e+00	2.671886586410185505e+00	3.356164478229948234e+00	7.052139095563060955e+00	1.881702798693648759e+01	6.154878417298478510e+00	1.116597849877283499e+00	4.547856830343945944e+00	-3.063564917322845638e+00	-3.143468895195139012e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.558990987207220513e+00	5.876049048206354541e+00	3.219051738996618894e+00	8.170142286320738023e+00	4.796019939266072640e+01	8.242108689681218792e+00	1.572961592765642846e+00	5.259864256330250676e+00	-3.075009339414090714e+00	-2.866379800991684235e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.589520177032698989e+00	8.853318809212328944e+00	9.159686730010035305e+00	3.254848284447012574e+00	2.877375998139577717e+01	7.848843253413464005e+00	9.975141959671985914e-01	8.686686634731104917e+00	-7.434739935863704519e-01	-1.229984837778657747e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.393110484036770735e+00	7.588460035143265614e+00	3.248730092345808451e+00	6.614817028598324100e+00	5.025615358033992663e+01	2.384317058566439052e+00	8.663107898075131930e-01	4.059414064345844508e+00	-3.249289747891198399e+00	-2.717269477352142104e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.399887263376756064e+00	8.262273326255741068e+00	3.452029495315450003e+00	6.160385892730295687e+00	5.076398997283765624e+01	2.345524857000421459e+00	2.338081387861763005e+00	8.824981947965222062e+00	-1.378567757140836569e+00	-4.114980014003523756e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.404134742324605334e+00	6.936905625443538170e+00	7.836417098006274173e+00	8.498287646996105948e+00	5.885836606637673896e+01	3.410864077593033006e+00	1.253765485180906358e+00	1.803924086139575111e+00	-9.426321359865431404e+00	-2.261164946994453828e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.515364590278825752e+00	7.226994618547831983e+00	5.063866870185295355e+00	9.155920393814723113e+00	6.623801881036067130e+01	4.254700317086139272e+00	3.996778276503286431e+00	7.984462425424242227e+00	-2.250489805114041619e+00	-1.126637873353864627e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.799382016507578896e+00	8.643311244065829513e+00	7.984719173165085948e+00	1.112741053597847030e+00	9.543788576896854892e+00	4.678312202964433730e+00	5.720017728977355720e-01	8.628668244926700481e+00	-2.507738893447932216e-01	-2.412848807337727441e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.412843401149317835e+00	3.248894415147467019e+00	1.578850064362233629e+00	7.070019577972002089e+00	2.292137186267839155e+01	7.112840299626165042e+00	2.271930306879709871e+00	2.636258274058211892e+00	-5.232157279042052522e+00	-2.452161628724281286e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.375336649967596969e+00	5.399302803958046404e+00	5.385970232889911280e+00	1.465761321214995805e+00	7.972013955117454032e+00	1.503777095409589482e+00	2.057621786039228184e-01	4.872474655911181785e+00	-5.939226576522851353e-01	-1.070494724651932295e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.185269212697951824e+00	2.990998563881107408e+00	1.293864515186638586e+00	5.936310844742738624e+00	1.776898677464673071e+01	1.304100148712630691e+00	2.540135700772284011e+00	2.488902079436277948e+00	-4.597916662269943444e+00	-5.973079652060736322e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	3.591939611616764783e+00	3.551525652687703882e+01	4.528218779065047883e+00	2.941583616517930988e+00	7.358800374596198957e+00	-9.558071536366117282e-01	-2.384909589981238032e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	3.763077397587175188e+00	3.577805766985201785e+01	7.277591451955983892e+00	8.918129696940497730e-01	5.822919707943311707e+00	-1.283985361431082994e+00	-4.044739146657032158e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.172242290836678080e+00	5.637799110443531880e+00	2.744463866139024155e+00	5.659994339736347246e-01	6.721251118535853664e+00	-1.212369198394882330e+00	-4.903124082450087684e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	6.599313812512714428e+00	4.844667229937638098e+01	6.772897693124122043e+00	3.260130109239510077e+00	2.770680924672747736e+00	-4.676639965985945224e+00	-5.478471888098989240e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	4.008037714705738885e+00	3.736090362653354191e+01	3.332151140581913307e+00	2.497582943974162362e+00	2.889067747019610888e+00	-2.713671954804335318e+00	-1.765293653081380398e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	7.598242246203957606e+00	1.987758091600569799e+01	8.971059754109139917e+00	1.523542251690681137e+00	1.375120658763442805e+00	-1.084628227281624646e+01	7.025131372465042659e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	4.648281460333716808e+00	2.835261933509566035e+01	9.067486283002645919e+00	1.063209168078127265e+00	3.889524683788411874e+00	-2.359556591646957191e+00	-1.530588635807424680e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	1.615297292406683072e+00	1.494977342684410182e+01	3.672945093456264409e+00	5.808358862667191147e+00	6.041247779012819841e+00	-4.868438298107791162e-01	-7.960833211333121495e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	8.055554360207063169e+00	1.053065639407728504e+01	3.070724978362709301e+00	1.610052897113350701e-01	8.729503588561694727e+00	-1.834027450691817718e+00	-1.011876153761723529e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	2.601001238628243328e+01	4.695876737854012717e+00	5.390286935146032521e-01	6.997265515132367497e+00	-1.018032459460652905e+00	-2.442506113551132785e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	1.798305610644663943e+01	3.166617620313685766e+00	8.514493732100224532e-01	4.917130733731297276e+00	-1.966173144923817784e+00	-9.365351986609230295e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	6.679218687022697054e+01	7.048961606036476368e+00	1.918668689060737398e+00	9.574792856476733505e+00	-1.490901979851886994e+00	-4.773109988152172356e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	3.891938172242262084e+01	8.440283549621458548e+00	1.300162541434516328e+01	7.479984611596942834e+00	-9.801403418260736800e-01	-3.004857265622913332e+00
