G	c	dx1dt	d2x1dt2	Fg	d1	Fc	d2	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.406341697401902735e+00	2.629507601707815390e+00	3.270063735470019051e+00	7.121753616571403711e+00	-4.548084358745250744e-01	3.087767001237900644e+01	-1.418911844612042589e-02	-5.807036307846061840e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.654157138837906160e+00	5.886592858311041176e+00	3.286432455805948560e+00	8.138496274847151213e+00	8.832763907405496440e+00	7.787764881762690550e+01	7.814479343483929363e-02	3.832908573488904569e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.659658825923981063e+00	8.833420342447865892e+00	9.151783655107367466e+00	3.311491970332518076e+00	4.474268543715084689e+01	2.459029323815648027e+01	3.353681272293114746e-01	6.537291460562544287e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.335300585273550666e+00	7.629252498140875360e+00	3.225673283575222872e+00	6.606945910454301796e+00	3.357420064722081765e+00	4.229225300021147405e+01	3.795535002630665011e-02	1.394099582525927472e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.299029838520810110e+00	8.272141390580983966e+00	3.457784497327653916e+00	6.151670448123103263e+00	-2.807951988957659406e+00	1.431996089876682987e+01	-5.932467174171513619e-02	-2.222476600797180790e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.531660294436747449e+00	6.932193909937208076e+00	7.869475694776650876e+00	8.583984658868303086e+00	-5.804193542421100638e+00	2.064549809480701725e+01	-1.830041582263199351e-01	-9.297595231419327533e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.645557346751476135e+00	7.317182515357750994e+00	4.997720735780680990e+00	9.098334211288527484e+00	-4.554670643496220528e+00	1.380117214193553110e+01	-2.106185898131870127e-01	-1.154333199964497858e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.805785000922524475e+00	8.679605982218385307e+00	7.945350054551051144e+00	1.120413502748295542e+00	1.776473185316924059e+02	8.947868628624441101e+00	1.168815676284669536e+00	7.792437090777035280e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.341272360595547219e+00	3.208606730488732683e+00	1.624164337005810310e+00	7.089890139046278961e+00	1.353754250513109492e+00	4.528751084640602187e+01	3.439163568372703705e-02	1.509594635367163873e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.424785996190913728e+00	5.400047927468626163e+00	5.293867211592433897e+00	1.494671979384622817e+00	6.112140958535616164e+01	1.059636531383111802e+01	7.660766419071961542e-01	6.760972879428272186e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.179416039265090754e+00	2.986662612376340231e+00	1.270263305307959500e+00	5.915325333009123554e+00	-1.112825010063440923e+00	7.531564971637316752e+00	-1.663623286677530788e-01	-6.009733707938969438e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723073782528485864e+00	9.893480372920040011e+00	1.731774967878281224e+00	3.701631868235760070e+00	1.195634780999487035e+01	3.474472440691598507e+01	6.374261452161174291e-02	1.349341625742675577e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.540394646287067459e+00	9.636976442891757699e+00	9.104486777281950438e+00	3.690889875485179328e+00	4.935677610604766130e+01	3.161885119593387472e+01	3.049821432880877592e-01	6.914120604692771899e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.929149394451608490e+00	1.375472368380244559e+00	2.316586010469745549e+00	4.255601473178485250e+00	-5.144117111074817394e-01	1.230618331777259833e+01	-9.134192049836505067e-02	-2.310000717334285358e+00
