G	c	dx1dt	d2x1dt2	Fg	d1	Fc	d2	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.400949257399505044e+00	3.306006703276556991e+00	3.571044097801587380e+00	6.703388227633165997e+00	6.496035408785019172e-01	3.039453769936692495e+01	-2.293808564234723485e-02	-6.547450721980621058e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.369724630437225699e+00	6.704096187669764007e+00	3.169845135172034922e+00	8.057554927612033069e+00	1.068438647464628133e+01	7.792884833498361274e+01	7.362096581457816535e-02	4.120781771123928294e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.418355698256420716e+00	8.175521455246892444e+00	9.101302074550130072e+00	2.923073791824650769e+00	4.618132190734467457e+01	2.749203644150614778e+01	3.191592989481364384e-01	6.464646796363235026e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.028086839526954677e+00	8.084056800346425931e+00	3.106366497042630126e+00	7.108416219878511910e+00	3.254123848231246008e+00	4.232972166900643884e+01	4.454836313313294271e-02	1.263006257716589698e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.824601336666961338e+00	9.082010432074516970e+00	2.994402428825314821e+00	6.325919287511268863e+00	-4.296903998030929372e+00	1.440473193556770326e+01	-6.843764641658478531e-02	-1.991638229781236280e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733637651875963748e+00	6.097593352823681201e+00	7.720851436493293640e+00	9.074241643784235478e+00	-5.664085625742087515e+00	2.338636404326395635e+01	-1.823269913358286365e-01	-9.343090162111977293e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.339922483348662485e+00	7.135241616296042366e+00	6.266871859465458883e+00	9.757150829635524047e+00	-3.809995344974884013e+00	1.568834329665752669e+01	-2.101390386500802676e-01	-1.142603912973005542e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.130617508499254242e+00	8.440594676871862490e+00	8.709483394861926797e+00	1.743805310707007283e-01	1.768063629138291333e+02	7.617438857067148739e+00	1.171576101819197691e+00	7.869425412116746621e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.808388051691238729e+00	3.722918838566287469e+00	1.107357816233914161e+00	7.797401853616964473e+00	1.517617788689633374e+00	4.195628223537600121e+01	4.484769406236847888e-02	1.510232380532864349e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.012603589579025076e+00	4.073037970005740860e+00	5.535948395595528204e+00	1.981258924601060789e+00	6.108096532215246555e+01	8.415227033901246045e+00	7.643683639306234623e-01	6.628827166577312191e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.065549361217905222e+00	4.001130529314055551e+00	1.355518749401053658e+00	5.739852698925962393e+00	4.844403621738864185e-01	6.896897211418060003e+00	-1.793685004745987632e-01	-6.037328938802611233e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.659983078840385318e+00	9.826405948463497353e+00	1.485309349198805640e+00	3.778050516788474145e+00	1.443598026686063029e+01	3.128912126589998977e+01	3.790085252356705653e-02	1.211910722844394384e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.900271432953369199e+00	1.000617164368906842e+01	8.604238256514916472e+00	3.694042417976916681e+00	5.080032582057725676e+01	3.220234853446404344e+01	3.075247816891188979e-01	6.904840418390794987e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.678047070600030111e+00	1.321330386498454690e+00	2.499417669225214134e+00	4.510120597414621457e+00	-8.331551725397585706e-01	1.178241523258736123e+01	-9.460541918410990403e-02	-2.216782898714523498e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.040584674645089969e+00	7.623953380533941449e+00	6.258957411402118254e+00	6.390581235794215331e+00	-2.363023793694928099e+00	9.979715792751180814e+00	-1.066286800091074405e-01	-3.610162946542323059e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.853571872449483848e+00	8.035793727461920000e+00	4.239410624558320961e+00	4.265710986004985550e+00	-1.165124363804028285e+00	6.527746245588589069e+00	-3.863319716402331683e-02	-1.090314888640558699e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.680348255892016418e+00	2.411062051603872103e+00	5.205871766849191395e+00	7.630726348254420088e+00	-1.686237937741696946e+00	1.999141528515430366e+01	-6.957847287573003248e-02	-3.736217370221608824e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.207935578113479735e+00	6.583129835452095513e+00	9.938897267738603603e+00	4.406783684187026040e+00	1.484426403509543846e+01	2.555735673749529369e+01	1.911116881790131117e-01	4.829997751289442753e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.297149449594646065e+00	9.400020981381205232e+00	1.499088490000624274e+00	1.718106687648435216e+00	3.805961222734083993e+00	1.101953028252225408e+01	3.106687164803949991e-02	5.400013164760381068e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.119699800722197658e+00	3.949136168938905955e-01	6.293994481309363564e+00	9.518952169086890791e+00	-2.456395610257808393e+00	2.366171411467260910e+01	-3.422658053968454794e-01	-1.649820304987550657e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.495158450737864797e+00	7.310954035134598961e+00	9.892193765582186771e+00	3.200718205181205978e+00	2.955676626914635108e+01	1.939290744160131652e+01	3.145055739589655563e-01	6.338101996458433085e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.226250515631619464e+00	3.220661962500535491e+00	6.197212076516901647e+00	4.759598070420614668e+00	-4.297570139617977070e+00	1.056371034096460448e+01	-2.162932432171868202e-01	-7.212788600075113798e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.517215549991466794e+00	8.815866928986991979e+00	9.714748621861494016e+00	6.807320625142170734e+00	-2.976563299348664149e+00	2.292296893944000047e+01	-6.520881048239923761e-02	-2.510691949827331015e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.086544726722661558e+00	8.893538301477409647e+00	2.348519859041946933e+00	3.687215235687352433e+00	1.944339352947277888e+00	1.404530750359368341e+01	2.836636849824609313e-02	1.423607936124998141e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.659696552167599037e+00	9.842592304641868850e+00	4.671973129120948087e+00	1.950880194095069964e+00	2.297384140277971554e+01	9.280285902566266287e+00	2.153895689815464032e-01	2.334332011982655164e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.191447690006206983e+00	5.887115219968463542e+00	4.472158597692898141e+00	4.752823471768310881e+00	1.383464946824414099e+01	3.377284691191997723e+01	1.717372073093572926e-01	4.131906904186398499e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.556846536160603200e+00	9.937852506015694587e+00	7.801846214603243013e+00	9.496863105518734471e+00	-5.369356853680098851e+00	2.224590422840149984e+01	-1.160532648241984349e-01	-6.387022466876106641e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.361974017876312004e+00	7.780908511890046064e+00	9.671290166025480417e+00	7.331182451847581660e+00	6.457135766905178542e+00	3.205870823012476478e+01	7.806864055677482928e-02	2.479637280721560977e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.262392895715935381e+00	4.298805344840817000e+00	4.633623043640648476e+00	7.472832984083985330e+00	2.691201855430338075e+00	5.102273567649666575e+01	5.420968798636326136e-02	2.608787246595474674e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.345405702458315922e+00	8.923745479715137208e+00	7.345808798361339598e+00	6.602661790593449709e+00	-6.575970647370120936e+00	1.277087716010922236e+01	-2.625313417969959984e-01	-1.030682191890374533e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.060878589282245876e+00	1.010124916908192505e+00	2.531790483507384781e+00	1.960590679399667469e+00	1.114644409375119238e+01	1.673722703916611110e+01	6.431123770175798393e-01	1.073849453074227078e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.581021554504937754e+00	5.855965763237341193e+00	6.134473755762690494e+00	5.214197474737135352e+00	-1.915150473889704497e+00	1.233360240023950638e+01	-1.248712431697803771e-01	-3.051807410164804057e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.671978702445688914e+00	2.466064176792714946e+00	5.526145919019307406e+00	7.850304019065369232e+00	-6.737245758981097232e+00	1.087915350315046581e+01	-4.983130078492757908e-01	-2.224495809514435862e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.454995144763921999e+00	1.791727147322471403e+00	9.664747767988206562e+00	1.924386475236383509e+00	1.437881744882168107e+02	1.972922739092149769e+01	3.648974458242192132e+00	4.171084413267160329e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.082638655159707142e+00	1.805300359534494969e+00	6.550684709065794920e+00	3.248385689933052323e+00	5.420063455324408608e+01	3.143822142477477755e+01	1.581548524399241984e+00	3.289864693668761930e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.494261457193450049e+00	8.023250474709383795e+00	3.694325996744454610e+00	3.889978412503967586e+00	2.332920958868088590e+01	2.727526278140071980e+01	1.995038321887147859e-01	4.044747986347120516e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.781393875813428451e+00	4.673791602689457925e+00	1.096356363222461328e+00	5.076824455030519267e+00	-5.860060605220640539e-01	1.961440401379797649e+01	-2.017572595766277399e-02	-9.358926465758005131e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.448313147894706443e+00	6.624219334354679134e+00	2.419982501678486830e+00	9.695114759198512289e+00	-1.113604237245995776e+00	2.268916759501742320e+01	-6.694592119267184227e-02	-4.380138967496262303e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.026462020479341319e+00	1.149361284848399833e+00	3.105170853953347798e+00	9.441383663638169832e-01	2.818938437435546618e+01	1.366429283019864904e+01	1.268162290090615762e+00	1.224398100091085340e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.545268544643428221e+00	4.560623221668414828e+00	3.549757020184345802e+00	6.246419066098209960e+00	-1.093788392353956640e+00	3.171323043147183540e+01	4.387251203928824173e-02	1.354269212098529573e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.327336870073603681e+00	5.448703300714572428e+00	8.337392641931739234e+00	2.941740047244414846e+00	-3.365617083345131100e+00	4.576541937932151249e+00	-1.390161642830071709e-01	-2.487763394676139939e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.320396568265987725e+00	8.084846244476914023e+00	5.310797722182551084e+00	9.874348088328813944e+00	-7.696730386489850639e-01	5.131293203967820915e+01	6.348942388982340909e-03	1.232256903617195976e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.909929578125102001e+00	2.920093736400994899e+00	5.177499665986579735e+00	5.815200332079188961e-01	-3.971356310427746727e+00	-2.995777616850058056e+00	-3.840144451864115904e-01	-5.145081821294159141e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.604140854337437361e+00	7.274472837138278969e+00	2.615804025383131837e+00	4.611895435959398881e+00	1.070487830189719780e+01	4.275359955026043934e+01	8.253213527296780760e-02	2.394565032855447306e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.885220747068614422e+00	7.909708112706766769e+00	8.373177702471402029e+00	7.510392239800637526e+00	-4.342694821680031403e+00	2.653993487060049361e+01	-7.853306613849346529e-02	-3.367739632665880833e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.916071886371391031e+00	5.628847577713520067e+00	7.261227014615117881e+00	7.006174915503384781e+00	6.941944784852584149e+00	5.024011073800586047e+01	9.987934602353326641e-02	4.439048649321143181e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.224503825719212458e+00	3.681221167048242204e+00	1.436511376572336962e+00	5.212853602533613184e+00	3.942045400223101459e-02	1.602309358768172487e+01	-1.804045322482566299e-02	-1.630660433970028064e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.242030447930838832e+00	2.287767246625753259e+00	7.028573158928105968e+00	4.505698084477145926e+00	1.241795569606350647e+01	2.701508976730898226e+01	8.517462056656059932e-01	2.130346790053060246e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.928887460867809267e+00	8.669218397402470799e+00	5.509077097008857393e+00	4.814981029121791600e+00	7.444007437630662416e+00	2.894510915979502386e+01	8.313205749825813839e-02	2.237040867013995182e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.206315425588619927e+00	1.165354187888958393e+00	1.254524033218247014e+00	3.940335687690975419e+00	-2.364416829224134986e+00	1.281950875296747583e+01	-8.590205352096280667e-02	-1.674158767996900332e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.046820843541196311e+01	9.377605115240797318e+00	5.898099522494432811e+00	2.294587884211614082e+00	5.031922353955490479e+01	2.492548265532385088e+01	3.027418142033753701e-01	5.085477511836647757e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.960420504009568354e+00	5.921458537363692542e+00	5.737794478212143723e+00	5.101777307541510709e+00	1.680977846765329886e+01	4.059063442224138640e+01	1.528227129175436239e-01	5.687037638883451152e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.663451642675290998e+00	9.243982204071365061e+00	3.180974008744493542e+00	3.457291659987590471e+00	1.681816775497062721e+01	3.580875208977802515e+01	9.199718997565077550e-02	1.945175666713861773e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.564254469683499238e+00	7.918983709654351166e+00	1.031155822909695274e+01	3.250441935176963781e+00	6.393867547249874406e+01	3.233833644535129537e+01	4.398957130961718698e-01	8.997456558874604937e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.292193476091762605e+00	9.109772883925995046e+00	7.352256600948567922e+00	7.304448569814218750e+00	8.814216216443330865e+00	4.244246414293166225e+01	3.801051285659639428e-02	2.940779533810887969e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.206942303047298992e+00	4.285995475816350542e+00	7.210844725135033606e+00	9.434149065925616640e+00	1.348424879154963740e+01	8.888257452648599610e+01	1.869509939928596098e-01	1.009287485824994590e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.839885216594827178e+00	7.853559840310693652e+00	4.836992634636286148e+00	7.135591238097823918e+00	-6.094711244978562981e+00	1.152373012470414793e+01	-1.564315977708629068e-01	-5.734934766218591662e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.543644306348170403e+00	4.373797571259935957e+00	5.322553238702413481e+00	1.188743657325445291e+00	1.405888630132827277e+00	7.597228661502413161e+00	9.514593003416210726e-02	8.533363162276050851e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.056116212327483872e+00	4.761555406316842820e+00	6.449346639247224289e+00	2.834375310513385315e+00	-3.215953737084661590e+00	1.897106122494402580e+00	-2.569548756743230689e-01	-2.772262940461665437e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.035999378224060408e+00	6.146569830862711470e+00	5.326822057967553370e+00	1.066134383447589151e+01	-1.205722719244874952e+00	3.986287332027947627e+01	-5.408936243568959745e-02	-2.817227884970966656e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.909936914646738870e+00	9.207106741880126677e+00	7.686277972293082961e-01	3.624323674583174171e+00	5.101129497091072551e-02	1.789332730682860984e+01	2.489083763219768208e-02	3.983577458265647464e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.633714371952348365e+00	1.034723443921004993e+01	5.445397301319395922e+00	2.449067965750739262e+00	7.895381571379314067e+00	3.738378970183111605e+00	9.673093371424672238e-02	1.238523933108663488e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.339345211596137730e+00	7.732480907536867676e+00	8.762833451326212497e+00	6.174634537580420357e+00	2.338817807427885853e+01	5.150431679877432600e+01	1.669675731365293236e-01	6.396453135406415136e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.713837044087510364e+00	4.519305917686351037e+00	5.274605510619381654e+00	7.161369023296484393e+00	-5.536982638289741354e-01	2.653495253746978477e+01	-1.679432369449241833e-02	-5.865424760882983479e-01
