G	c	dx1dt	d2x1dt2	dx2dt	d2	d1	Fc	Fg	W	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.754306154671096962e+00	2.954795102857464606e+00	1.599537611025468209e+00	5.632455322091463046e+00	5.741403792582970844e+00	4.765281264590969457e+00	2.312939225762382733e+01	3.035222776380452459e+01	7.624485709059140248e+00	-1.445518310252995597e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.193708014449132548e+00	4.978924504546673013e+00	3.890048901718493823e+00	8.535359980195131868e+00	6.803609187410531334e+00	5.869606370712850740e+00	5.667315375392416144e+01	4.332287227311486788e+01	2.585985335777877037e+00	-5.790164887432298180e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.545502408391375759e+00	9.162151647861989545e+00	9.653808685360397490e+00	3.800122262881023172e+00	7.293151370248018850e+00	9.179865734570178404e+00	1.583126776055135281e+02	1.683285976624941895e+02	9.261197029220912924e+00	-4.737725499349371816e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.146693247347147171e+00	7.186625451765987549e+00	2.507212040874460257e+00	7.027412625366961763e+00	2.688531431437466868e+00	4.400969807366182707e+00	6.473128330049529922e+00	3.395685862584861781e+01	6.542281023207079826e+00	-1.675539773777733998e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.641748283234871097e+00	7.683902744402566931e+00	3.074578064966484892e+00	4.871722255426336190e+00	2.497918722687129556e+00	8.977487716061641976e+00	5.957618424409695024e+00	6.586763666391789229e+01	2.493844568788785132e+00	-4.510997832247267247e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071062467390601736e+00	6.523587340739246621e+00	8.634407379664661875e+00	7.814464811788345067e+00	3.939343582393980636e+00	1.474283284118466097e+00	3.459767200144516330e+00	3.001209203195314501e+01	9.046968012878208398e+00	-1.513687813418637873e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.907006926461922713e+00	8.080282737664202131e+00	4.409990278489807736e+00	9.415071340136073275e+00	4.437691327559587506e+00	7.424573869502955503e+00	8.638861136971431876e-01	8.762089825610863159e+01	5.543168748465693518e+00	-1.245745049850658503e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.496117376471465477e+00	8.828246442591471066e+00	8.254583225584521955e+00	2.075981971913712698e+00	5.077004987614191833e+00	7.974521282630821162e+00	3.179736882794950361e+02	1.257537296506566804e+02	6.797733655137447872e-01	-7.134769917879837386e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.739627354595851827e+00	2.740522143331960869e+00	1.316620926159381977e+00	7.036105910930396057e+00	7.533820497828559226e+00	2.852495892783703191e+00	2.200393831551200563e+01	1.434391234573317853e+01	6.566709798891046113e+00	-2.508068151405621649e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.044291166229757373e+00	5.836158305483505337e+00	5.614606836469034690e+00	2.057402001150979043e+00	1.521276608608663983e+00	5.146484225469892593e+00	3.977120163076814663e+01	4.575346722483201489e+01	3.996864322290631932e+00	-1.855484101817204579e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	5.379764741748747525e+00	1.327032767898320254e+00	3.089853150697166484e+00	-9.139328117708735988e+00	9.807427737503013887e-01	8.656417433764175939e+00	-4.038604790049173943e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	3.700820740280154286e+00	2.942752857410152245e+00	7.667613387934624214e+00	8.478008174112554229e+01	2.721512755077382906e+01	8.421459172513712232e+00	-1.593769212956907211e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	3.612305559550969214e+00	6.916835300391520391e+00	6.394656944998794224e+00	1.045482624626876742e+02	1.121651858839537397e+02	9.700618251834002947e+00	-7.338762907926502876e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	2.406800820746564984e+00	6.646289883334292270e+00	1.774285771334721318e+01	2.659663201759805773e+01	5.222903635641243270e+00	-1.191412255320754277e+01
