G	c	dx1dt	d2x1dt2	dx2dt	d2	d1	Fc	Fg	W	m2	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	4.536529394589734920e+00	1.729158669369053314e+01	3.051413426249858674e+01	6.836778300866514613e+00	-1.464707315489041939e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	5.267902003112375553e+00	5.079293779721368907e+01	3.403695545183057192e+01	2.548767205776064415e+00	-6.115246354115026151e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	8.682367161394417110e+00	1.589413252458132035e+02	1.592068900492224088e+02	8.866185790569041103e+00	-5.665292730948138455e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	4.071655492226863515e+00	9.326862945623636492e+00	2.635174878392260567e+01	6.514948950628724589e+00	-1.535496412150251366e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	8.824590911085904210e+00	8.146036164757163078e+00	6.086214326654803131e+01	2.412467594209704025e+00	-5.097596516754667739e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	1.794008761114281647e+00	1.611067842325829336e+00	2.806645452608632141e+01	9.656283930181439601e+00	-1.425288562111780166e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	7.980805892493511244e+00	5.597804707705752669e+00	8.061626352637149751e+01	5.672240536571023561e+00	-1.191249664576483092e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	8.627587810329838902e+00	3.198239015661464464e+02	1.378477813373762615e+02	1.654058251855242023e+00	-8.056673318734657308e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	2.637612374445747587e+00	1.698723641445960553e+01	8.328066166009893578e+00	6.637552766808325622e+00	-2.541755625240865868e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	4.872646089153040094e+00	3.700999206257819196e+01	5.255350357566322117e+01	3.282635839408188705e+00	-2.290799253715531947e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	2.486408805629983565e+00	6.638653960860971814e-01	6.420651417046811638e+00	8.225732254325366810e+00	-3.958790535306245317e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	7.354244136288627942e+00	9.034263814857555985e+01	2.309894015051499139e+01	8.363799123568142591e+00	-1.730992642614909727e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	5.824332182984757189e+00	9.558829939108329654e+01	1.066094899142006085e+02	9.820216621754923381e+00	-6.974705281499631759e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	6.718079133500286737e+00	1.279423821231435632e+01	3.027493863194979440e+01	5.519908001703892175e+00	-1.131212339495565899e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.776835545493351987e+00	7.449354245504124172e+00	3.206778031503244364e+01	5.098081946217983607e+00	-6.858624431749400507e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	2.902824382822793758e+00	6.434337470575599127e+00	2.727927990760489507e+01	7.786013385778220552e+00	-9.141926431753107707e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	1.371090567874053701e+00	6.041380313191928586e+00	1.135045883056814553e+01	2.201536344776792387e+00	-3.931354331419170567e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	3.903082317161201242e+00	4.349756677168691255e+01	7.100858870499060060e+01	5.928821176425579154e+00	-4.499578013547987254e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	6.028798016569496987e+00	6.719332083401761224e+01	1.440473447173987509e+01	5.918620106365500178e+00	-6.403167653902873901e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.714756951094219772e+00	1.209595181625838123e+01	1.215556781685921521e+02	1.810175079959737143e+00	-2.801446793398824298e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.008368030542018623e+00	6.003988982488712622e+01	1.354755031548894806e+02	4.757037479306749361e+00	-3.558852548735564447e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.912137469044318472e+00	7.180288365652990556e+00	5.945074037921728660e+01	8.683786056002436027e+00	-1.024313766538690551e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	9.568101387968463101e+00	3.421785530198587821e+01	1.806019103045789791e+02	8.699912597188085073e+00	-9.355241029267238773e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	7.483457887240987816e+00	6.790857415050811596e+01	2.193179464473067597e+01	1.891142458951462491e+00	-3.382321768498096404e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.363840094935392599e+00	2.236788248035716435e+02	8.933605156723778862e+01	1.799719481307355817e+00	-8.082925814477861515e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	5.749301872234851452e+00	8.947635265801767446e+01	3.837121992534741111e+01	3.366442978853183554e+00	-3.946592718172419634e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	3.330517483830435665e+00	4.495133974884795158e+00	5.044798632488174661e+01	8.869392038198922634e+00	-1.422168648465957119e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.460020566010292953e+00	2.987777271227291198e+00	2.899601798764072669e+01	2.166167655022605221e+00	-2.434748009324583684e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	7.533297110586207879e+00	5.176808164799416545e+01	4.982235990279176008e+01	7.482093781785086328e+00	-1.533374087917621154e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.094187055981571621e+00	1.935600424757419002e+00	2.876811405140177769e+01	1.916605413864137519e+00	-2.529798261083361144e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	3.726919955185356681e+00	6.079473862624974601e+01	2.071851592140606257e+01	6.602346153672079332e+00	-5.746926980833038101e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	5.797195047468854057e+00	1.052443492846529516e+01	7.053608425277454330e+01	4.210254281133550158e+00	-4.800084591374506715e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	6.077623442741976412e+00	2.211129165910465932e+00	6.291110087781693494e+01	8.111681064284612219e+00	-1.551108451106019359e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	6.409157697906993079e+00	3.173591640289084808e+02	1.249472226625689615e+02	3.107370892695584086e+00	-1.373929831315145345e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.492516186375735909e+00	1.667713299616749723e+01	3.236641519229097241e+01	6.757115784377589307e+00	-6.406113380174335070e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	4.409898561301528019e+00	1.037497193063596086e+02	3.653119030848837667e+01	3.122065383972369101e+00	-2.322004820030421968e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	6.547628468017400394e+00	4.919465867429566686e+01	2.660272562290325027e+01	7.420088467495136619e+00	-1.263092239072420320e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.720348378274225709e+00	1.520296356513969194e+01	4.597819054982178955e+01	8.867243028705280139e+00	-3.365449360886728414e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	7.554219010751815233e+00	2.331197975253869004e+02	4.568636041398897163e+01	2.133023430978164381e+00	-9.856633865056118049e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	9.295124586496260832e+00	5.051074102787497111e+01	6.054402522803486164e+01	8.797088704213098964e+00	-1.553135747694829760e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	7.861411946517129934e+00	5.550230119575318355e+01	1.360640624954993996e+02	6.332543131418612248e+00	-3.489775910944874049e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.323993811897895334e+00	1.269612051339979963e+01	7.655022840151210062e+01	2.140166684426012544e+00	-4.191255176837390017e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.727647171407977300e+00	9.219044891681930309e+00	3.109134441169940288e+01	4.851369283763287577e+00	-3.041070024826536766e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.007651865619807907e+00	9.119485656902273263e+01	2.837405150492734762e+01	2.450491868554423025e+00	-4.825269595033983450e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	6.608010798370006711e+00	1.354532150091472076e+01	1.155614147624058177e+02	7.303407959279964778e+00	-9.042437258310902948e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.425577886501192104e+00	2.947916255531236729e+01	9.638772602546171697e+01	7.830740153843390061e+00	-1.032266192139596583e+01
