G	c	dx1dt	d2x1dt2	d1	Fc	W	d2	m2	m1	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	5.252380201078132416e+00	2.632427271683975167e+00	2.572489539789620139e+00	5.852929117502649881e+00	2.138736041205497784e+01	1.990120585663170072e+00	6.579087798559169364e+00	4.984221297463622413e+00	1.950758832265546472e+00	3.246562389479736410e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.994675304849749864e+00	5.891207168554923435e+00	3.666963541149435901e+00	7.963446044200393814e+00	2.614535145265777061e+01	1.061564616841559561e+00	8.317342318685176039e+00	5.691561656649930079e+00	6.701916542052481773e-01	8.871104511468714815e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.252349040781338019e+00	9.721590326281543071e+00	8.746355247348317263e+00	3.390671073284750037e+00	3.043761004322010066e+01	6.327092646176839530e-01	7.629882464022383459e+00	8.762391667984221755e+00	1.084507070195145223e-01	7.468856079237515821e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.000011974016973504e+00	7.852756924629576751e+00	2.797819777086399728e+00	6.978760001581680861e+00	2.289874281757585095e+01	7.567372756267219946e-01	2.081695203616904521e+00	4.775874109240825227e+00	7.072374321502848948e-01	1.921014596958856568e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.572036631583505706e+00	8.317545234840025614e+00	2.949631770553813759e+00	5.408231269664479868e+00	2.569342534913548093e+01	3.953427455043464489e-01	1.767586361199147582e+00	8.665529983993357277e+00	2.920816645962334146e-01	9.999548863282210931e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.434329674628374907e+00	7.295788489635621765e+00	8.470143094671362505e+00	7.767190817703647276e+00	7.036060379434103140e+01	6.019901095711333028e-01	3.194171792710268409e+00	2.955935558378924632e+00	2.142356866878275756e+00	2.340319025245524376e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.631035581770590159e+00	7.597267374696504483e+00	5.164732397241413864e+00	8.868995967121872326e+00	4.680096133407885617e+01	5.430296573117847636e-01	3.919378158312307292e+00	7.474282683136941330e+00	4.413703719159336458e-01	1.145695689597741129e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.318973524665199903e+00	9.169034260273203785e+00	8.179524494845653138e+00	1.111220335234256007e+00	8.740978432022302513e+00	4.286895773363967876e-01	5.548471833717022683e+00	8.008634615447688176e+00	-7.850728672190769586e-03	6.916275931181314895e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.213707154948492573e+00	2.825930472969330420e+00	1.969041554931522775e+00	7.612270622971314182e+00	1.240319390335961103e+01	1.651296027436011782e+00	6.547013498302959533e+00	1.871050885765000338e+00	2.357032734697783294e+00	1.263472664272777823e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.126909958889775965e+00	5.137499511757472881e+00	5.364745209569307782e+00	1.855052091484414856e+00	6.089328735184762031e+00	8.595544108411682371e-01	2.075169631059193609e+00	4.203329326957748968e+00	1.929527916051623770e-01	1.532727943753373179e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.828020824758155083e+00	2.538290297361574410e+00	1.861693680433464504e+00	5.740608791589111526e+00	1.065699767741399206e+01	9.835921987699964841e-01	1.166218877102388030e+00	1.595603966449386846e+00	-3.146057163446464688e+00	1.977939542902637271e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.142817415764783817e+01	1.031555197377842070e+01	9.030458316716563072e-01	3.783660147696235487e+00	5.005949734666273798e+00	4.850622822805800705e-01	4.414730327566777746e+00	7.476894376180667656e+00	1.983237323884746994e-02	1.715306122214890205e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.019307313345253263e+00	9.895896863649646491e+00	8.558502721029334737e+00	3.304349940874462987e+00	3.590576058393195069e+01	5.614949889590308274e-01	7.492998292890842293e+00	6.286551999759048215e+00	9.715794819545851835e-02	2.271649881309353580e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.096361286816243119e+00	6.465164597075199193e-01	1.623315192884680513e+00	4.216872678695136045e+00	1.451620235402289083e+01	3.132907438961644253e+00	1.968248075498024718e+00	6.736638519583432405e+00	-7.330394228681969437e+00	2.267268555499378380e+01
