G	c	dx1dt	d2x1dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.324050220040057901e+00	2.501870559031354357e+00	3.314028038615841609e+00	7.034171959726844392e+00	6.105396305820531389e+00	2.429933498499805999e+00	3.900290385973348872e+00	2.890035219554761525e+01	1.173217008696298969e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.625449068596536151e+00	5.848007422691523516e+00	3.152318781550356608e+00	8.254876507928294416e+00	8.256691702032675551e+00	3.181045613601227728e+00	8.102270410992582939e+00	1.779724841295153510e+02	-2.743884440579650530e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.523763487896014013e+00	8.808303850404261226e+00	9.154011839542327778e+00	3.283923944699122632e+00	7.900035464298067467e+00	4.210224463807681161e+01	7.418246435671238714e+01	2.829147780970166878e+03	-1.216728315798352241e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.432961751031650799e+00	7.609440076078068493e+00	3.340618651420790286e+00	6.602533302839329821e+00	2.402218315279166294e+00	9.373550524312834753e-01	1.102308195596319074e+01	4.589598950119347620e+01	3.544431147192729270e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.448581572108500026e+00	8.441840257590818908e+00	3.452086499139788156e+00	6.208511626625244695e+00	2.282720635051481040e+00	9.635352080817897180e-01	1.272703250406674158e+01	1.893435059397834408e+01	5.776697385151294384e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.351225728805578896e+00	6.967723468256636465e+00	7.816274907015728246e+00	8.519584389427159010e+00	3.394812967951768456e+00	1.638037185337020585e+00	2.662008517476823499e+01	2.749063528492519026e+01	1.066190149725540977e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.630098817426910429e+00	7.382694804827872659e+00	5.089296570428975208e+00	9.104300599196694321e+00	4.219631129845087258e+00	1.727692962727729764e+00	1.631332595285605436e+01	1.935974668000772070e+01	7.859348820851855066e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.808116346725885393e+00	8.674402403990455923e+00	7.981653152680952878e+00	1.210034905164663499e+00	4.678983815254933454e+00	-1.109525241250098659e+00	-6.268391264023820497e+01	-8.446436557550960345e+01	2.013140652405873539e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.445425798464731848e+00	3.211970527578249968e+00	1.691441688674936383e+00	7.080225832854731394e+00	7.189743959426055042e+00	2.577402840221176827e+00	2.083030849213033164e+00	5.268393435453501894e+01	-3.862256938093097336e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.290000704059817593e+00	5.424179783292874646e+00	5.387924704870451720e+00	1.467539698438697693e+00	1.502014321664048913e+00	-2.235148678495212149e+00	4.382405140054526527e+01	-8.909952395044280138e+01	1.069637308043486712e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.299878541123292486e+00	3.089944678570707204e+00	1.341201406840362598e+00	5.893414794652647615e+00	1.307252590218574761e+00	4.682492408198419831e-01	1.534506892896908781e+00	1.470564822861416765e+00	8.540278074197360070e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.662911864759962555e+00	9.990793486712510330e+00	1.522212205536555452e+00	3.652547394764827260e+00	4.624022457183428969e+00	1.771313244813387699e+00	6.847222875857232438e+00	1.695509754525298831e+02	-3.121140869019505359e+01
