G	c	dx1dt	d2x1dt2	dx2dt	m2	d1	d2	m1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.754306154671096962e+00	2.954795102857464606e+00	1.599537611025468209e+00	5.632455322091463046e+00	5.741403792582970844e+00	4.765281264590969457e+00	1.060950991793345288e+01	6.822351147998304555e+00	3.165655842699464984e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.193708014449132548e+00	4.978924504546673013e+00	3.890048901718493823e+00	8.535359980195131868e+00	6.803609187410531334e+00	5.869606370712850740e+00	1.388887576348646391e+01	3.400518681995665204e+00	4.881540779908147698e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.545502408391375759e+00	9.162151647861989545e+00	9.653808685360397490e+00	3.800122262881023172e+00	7.293151370248018850e+00	9.179865734570178404e+00	2.827879692595788974e+00	9.679152655906824165e+00	1.087535253732757212e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.146693247347147171e+00	7.186625451765987549e+00	2.507212040874460257e+00	7.027412625366961763e+00	2.688531431437466868e+00	4.400969807366182707e+00	3.368583263802173100e+00	7.203537226044636199e+00	1.389042896190694520e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.641748283234871097e+00	7.683902744402566931e+00	3.074578064966484892e+00	4.871722255426336190e+00	2.497918722687129556e+00	8.977487716061641976e+00	1.242330210269790847e+00	2.866342694655994450e+00	6.594175092702704966e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071062467390601736e+00	6.523587340739246621e+00	8.634407379664661875e+00	7.814464811788345067e+00	3.939343582393980636e+00	1.474283284118466097e+00	1.648716494891241169e+01	9.833681899070393584e+00	5.273466368465786758e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.907006926461922713e+00	8.080282737664202131e+00	4.409990278489807736e+00	9.415071340136073275e+00	4.437691327559587506e+00	7.424573869502955503e+00	3.995752739896431205e+00	6.291932239955387196e+00	1.737504220411280187e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.496117376471465477e+00	8.828246442591471066e+00	8.254583225584521955e+00	2.075981971913712698e+00	5.077004987614191833e+00	7.974521282630821162e+00	2.568539660138011160e-01	5.622082234915097843e-01	-2.454348451474110071e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.739627354595851827e+00	2.740522143331960869e+00	1.316620926159381977e+00	7.036105910930396057e+00	7.533820497828559226e+00	2.852495892783703191e+00	1.998507678544957855e+01	7.179918948352496777e+00	5.883067938131242158e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.044291166229757373e+00	5.836158305483505337e+00	5.614606836469034690e+00	2.057402001150979043e+00	1.521276608608663983e+00	5.146484225469892593e+00	9.606362418118653546e-01	2.668988065836630508e+00	4.599469470992135101e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	5.379764741748747525e+00	1.327032767898320254e+00	3.089853150697166484e+00	1.344616626740024357e+00	7.736739850130213370e+00	1.050909598863237449e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	3.700820740280154286e+00	2.942752857410152245e+00	7.667613387934624214e+00	1.196023057708028192e+00	8.738926894977566917e+00	7.428544090357322993e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	3.612305559550969214e+00	6.916835300391520391e+00	6.394656944998794224e+00	6.341166464017751636e+00	1.031573522009908750e+01	1.424919663354862287e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	2.406800820746564984e+00	6.646289883334292270e+00	2.599451787183364448e+00	5.185157837291447080e+00	2.095089197464486297e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.665106857007771612e+00	7.823785782629857799e+00	4.806594921828363454e+00	6.299398366994702236e+00	6.714275506115187753e+00	3.191280781641936848e+00	1.568558945880905497e+01	5.446126645549616008e+00	5.606846951542070201e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.159473625552993603e+00	8.952416110459029852e+00	4.187604511070081692e+00	4.914279615844835192e+00	2.831702523545892802e+00	2.356287970363586837e+00	3.473286800971618238e+00	8.087503012966145377e+00	1.729426522050660608e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.080543349898945849e+00	1.969253178731785514e+00	3.547498921548409179e+00	7.427715140170112917e+00	9.485461213877176334e+00	1.340456885892270522e+00	4.867530139964152625e+01	2.023250643532803927e+00	1.749773502318463159e+02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	4.061589464328135612e+00	8.581055614634555795e+00	2.893821777032751008e+00	1.117259260003177701e+01	6.005931096471323727e+00	3.178074863344471623e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	1.054186742834234636e+00	4.276074156557692518e+00	6.055029862135072882e+00	2.483915033111391946e+00	7.048183449758006702e+00	5.086628991148919532e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	7.716895405485121984e+00	2.546407649611265978e+00	9.393354190615202270e+00	4.287264829420999845e+00	1.652091309809063047e+00	1.019989928702835513e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	3.772426926809682612e+00	4.372860040638386181e+00	7.040865859254002324e+00	1.202241594674854808e+00	4.627444174536948118e+00	8.220324931407871460e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	4.564696859038746446e+00	2.794494022890143814e+00	5.314573122618929446e+00	2.925044430214912339e+00	8.761163768874320468e+00	9.018588293974966419e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	6.781158510339643897e+00	9.727955366783609392e+00	4.627302996444877969e+00	8.605859985616527652e+00	2.372351498516721691e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	9.076580108871713293e+00	7.160260918554364196e+00	4.609617330653134282e+00	2.323154858206851081e+00	1.732652950806603442e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	6.879667887177346230e+00	9.269088474065723560e+00	1.262815739429101747e-01	2.615724264950709532e+00	4.771529160021174221e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	8.254843689665236184e+00	6.395487955035379812e+00	5.979241552045916563e+00	3.230076933638464709e+00	2.747642321614920391e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	4.168876701170739274e+00	3.723318786004651049e+00	1.238708627655849170e+01	8.406822328960465995e+00	4.699361377642802040e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	2.265344588110779434e+00	1.136615982280607451e+00	1.145035694898787959e+01	3.234429654837676082e+00	4.696479176248220000e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	7.759456905491657785e+00	6.773571739568481576e+00	6.752324474276827360e+00	7.545144933923781494e+00	1.713346208510840540e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	4.127073543291904123e+00	2.205206747310238136e+00	1.329385286748494366e+01	9.832650638562855372e-01	4.961289520696637112e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.959574335682686907e+00	3.405746381414858082e+00	5.663605749974617964e+00	7.621276752280176758e+00	5.924783999023120806e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	3.989221942194011827e+00	5.694894122669621694e+00	4.073267420876781841e+00	4.817226953699782932e+00	1.139555430845094008e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	1.880122141170547323e+00	5.281826822748456607e+00	3.815074597349757735e+00	8.971320701314962065e+00	1.104684996990109802e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	9.306355193895704758e+00	6.976224563085963837e+00	3.311823092308627814e+00	3.883413075597433650e+00	5.187948660773979981e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	2.359370037632813055e+00	2.443094195428077597e+00	3.306550086020258128e+00	8.191631657953273304e+00	8.762675328672823838e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	9.602552410801177274e+00	4.447624086244781338e+00	8.809948417491405337e+00	2.557072102827133708e+00	3.343261822411156459e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	1.007931951468957443e+01	6.097787497554064018e+00	8.190926021366937704e+00	6.990127537146380021e+00	2.519207649018503758e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	9.973867533878873815e+00	8.200433716797647321e+00	9.576191526272367582e+00	8.893213560578610455e+00	8.595321719813350470e+00	2.835883095845075630e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	2.620770307215837036e+00	7.550481069822761349e+00	7.615863882499711579e+00	2.779563386475452091e-01	1.857887335567453224e+00	5.392992200329560504e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	5.797166818684637235e+00	8.966989832233057456e+00	4.694735523837780811e+00	8.866243932626233004e+00	1.161051977596478224e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	8.690103650055389650e+00	7.741482869710682557e+00	3.197176145335898667e+00	6.075683194856657643e+00	6.617997105310386097e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	3.025338253941756150e+00	7.085997204571848229e+00	4.870332398317025024e+00	1.496905115652983120e+00	2.268120176863074988e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	5.186361070037269982e+00	1.768105724240674803e+00	3.346386014422977340e+00	4.372201963909079225e+00	8.330139555831149067e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	5.737542045319924178e+00	7.101424748743874638e+00	4.792531794328181327e+00	2.287947437556183683e+00	1.643100297100015794e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	4.875825248183920380e+00	6.179495235655987351e+00	3.527019928300144436e+00	7.925605219496601350e+00	1.618207958085001508e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	4.817169542797476112e+00	7.155445049054055318e+00	5.445603454471958038e+00	7.516857147710821252e+00	1.463149249895178627e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	4.057090328350485109e+00	5.308922552392631999e+00	3.032000709839837160e+00	2.392773318106716118e+00	1.176024654094477384e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	6.507379184483827572e+00	5.183421549544878104e+00	3.773168993168902308e+00	4.836512062621550534e+00	9.056749056681516308e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	8.777619494768270414e+00	3.891695183663859581e+00	9.535242026147756178e+00	6.591495680732795570e+00	2.994418837186628934e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	2.118301327545568213e+00	5.865629891287555964e+00	5.524799136648221864e-01	9.353023052855382602e+00	3.326673654651832734e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	9.107116345087485243e+00	4.300759703185842220e+00	1.044589731113964604e+01	5.289829497515571077e+00	3.167263866537848926e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	7.158114395762996907e+00	7.089089735284732186e+00	3.054651590865501198e+00	9.072867412202270998e+00	1.589019601804308834e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	8.230744837983046125e+00	2.014135845977097272e+00	1.088207653411049236e+01	5.277848201650776616e+00	3.881866202875965399e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	5.893531958940736004e+00	2.480763234316647470e+00	1.156464963534404511e+01	4.162841806858362581e+00	4.565828078693490966e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	8.898847043927117895e+00	4.098371758022878453e+00	1.275054795167001309e+01	8.096731563044793134e+00	4.149019234436244119e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	1.200466668662794278e+00	6.930051206637449113e+00	1.625012804199159833e+00	4.949039747960266133e+00	4.926963123877570183e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	8.573638641680149775e+00	4.674268727330073148e+00	9.282667922237255453e+00	4.507939596054297837e+00	3.997564563235941648e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	2.670660205937049891e-01	3.139439004521087817e+00	1.075200496100974012e+00	4.254465398566019907e+00	7.406808684321945613e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	9.415565237619011540e+00	5.929072684677111127e+00	1.683751965395415606e+00	7.419196052072365433e+00	7.590366923609412453e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	1.148111350796103025e+01	3.940505277488265179e+00	2.377352808873879297e+01	9.826252113862928184e+00	8.143447589280214061e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	4.379577957594953830e+00	9.975732281230573761e+00	1.895442157748441048e+00	4.597275069876691767e+00	4.618015999050787634e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	2.653097710076985027e+00	1.003253269928911173e+01	1.686386386809457738e+00	4.829016222780264656e+00	3.595693739805203570e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	9.130750365056512052e+00	5.755224425099910945e+00	9.273276879506211046e+00	5.330746560964118252e+00	3.000595724085743043e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	3.292214197637071571e+00	3.821442296931202520e+00	6.107010875357409496e+00	6.076469322731807843e+00	2.263993125349024638e+01	0.000000000000000000e+00
