G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	p	d2	Fg	d1	W	m1	m2	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.953101320985155098e+00	2.652309625404325022e+00	3.336587919305606942e+00	6.954720858298373720e+00	5.851936172245888912e+00	4.452721478598347993e+00	6.681407476846194626e+00	9.489850650366296492e+00	2.904841417141702919e+01	1.826473713346058680e+00	5.079713119014996892e+01	-4.722577919108650235e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.467182171412336089e+00	6.280090769320445077e+00	3.343294019449514209e+00	7.871422795494542157e+00	8.608762938662035680e+00	5.122958898907715053e+00	2.371352698422128924e+00	4.339113070226403579e+01	2.301497127182785363e+01	2.270784519451041206e+00	6.100060791822231749e+02	1.330800830928025391e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.322070157367337018e+00	7.965476993311176201e+00	9.212666583300599399e+00	2.767969453029771376e+00	7.562202537672362723e+00	8.793090386988215101e+00	8.495199833256535271e+00	3.235232455309913213e+00	3.756391521444671753e+02	8.554841785019684508e+00	4.405631351276171870e+01	-1.367323407226410552e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.506543992904186169e+00	7.935683536034287222e+00	3.165023438443291148e+00	7.155295957953278219e+00	2.044264392227085558e+00	4.024696264358448516e+00	6.290681478830656204e+00	2.913638672721867273e+00	4.580297204993036786e+01	7.681155388330595635e+00	4.900859878140245485e+01	-3.227259502769253174e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.538659773660588925e+00	8.515015410968915788e+00	3.953056665215532561e+00	6.158951393277598108e+00	2.297892848909489416e+00	8.621554762805496708e+00	2.415182872960962790e+00	1.520276380997919752e+01	-7.538396740379260663e-01	3.758595909292403725e+00	4.296705991829421691e+02	-1.521025619394444028e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.383986603358068557e+00	6.418403607487992879e+00	7.943170589738894449e+00	9.196902544404284896e+00	3.065155968848058077e+00	1.825868642500668715e+00	1.004557741441305474e+01	1.121693449570115853e+00	4.928115877922237331e+01	4.088393582121693015e+00	2.179323569961584894e+01	2.690437002517800920e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.463146479784723120e+00	7.488976443637093361e+00	5.260768953758179656e+00	8.927614369916319959e+00	4.675062976419505745e+00	8.084345684984278080e+00	5.406066177441365639e+00	1.125268727393025081e+01	1.468365594908818395e+01	5.788839660089267980e+00	2.449696864726797969e+02	6.735543347409975290e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.052373380123821534e+00	8.937181822610797965e+00	8.286653630773111345e+00	9.933458406758199910e-01	4.613268795447963200e+00	9.135412642970512920e+00	1.349047386390826997e+00	2.713759750153104999e+00	2.061217917733627587e+02	1.095569440057567512e+00	6.367251233085147533e+01	-3.252029264412885823e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.179038262222821487e+00	3.403270969344442065e+00	1.772759822219184267e+00	6.856311092132799878e+00	6.239998372603599464e+00	2.655046581416698359e+00	6.478446242909683406e+00	1.263749475465396443e+01	1.547182166708619810e+01	3.454004532207531675e+00	6.322144105984610718e+01	-1.236907012215334589e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.280385958032944416e+00	4.971152356421725038e+00	5.957652967659421428e+00	1.293089533060758578e+00	1.564579348076557519e+00	4.875864169806186865e+00	3.370577297622720625e+00	8.646313798166122000e-01	1.713893536349939382e+02	3.268286594673027068e+00	-2.560327003947267599e+01	2.263552207681233881e+02
