G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	Fc	d2	W	Fg	d1	p
1.000000000000000000e+00	1.000000000000000000e+00	4.357500358115993677e+00	2.592808769422041415e+00	3.371740908595260322e+00	6.991285660844211769e+00	6.234901052232936891e+00	3.575372911889770933e+01	4.617651703360382776e+00	6.862546826925711052e+00	1.280440180540806772e+00	6.219102017651981784e-01	4.834824710002401957e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.471973279296310722e+00	5.868364445248919203e+00	3.211032147048340502e+00	8.143707920546406243e+00	8.219230797152782486e+00	9.707603559154487982e+01	5.244006247497916995e+00	2.568299792932164038e+00	2.722695913695533321e+00	3.452912225823654424e+00	1.094016846318392027e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.648138423596377855e+00	8.827348874964640046e+00	9.203358267885249688e+00	3.275619335500151497e+00	7.787043422693407990e+00	9.731991251173455737e+01	8.648217088318348900e+00	8.879248397364710499e+00	8.406157733092019413e+00	1.819913093122485614e+00	7.201780645492002577e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.434304720904955310e+00	7.608734086078600356e+00	3.267590922465586800e+00	6.689503586856575090e+00	2.317439694105645653e+00	6.856889230054929385e+01	4.119250591269417505e+00	6.476672335962805782e+00	7.884052317078332095e+00	3.064847898350909094e+00	8.961647892598733733e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.373058174547453270e+00	8.219099213568977547e+00	3.460721327475089648e+00	6.101425173062343887e+00	2.430020895926468416e+00	6.970546444802633346e+01	8.824046222812480522e+00	2.500885795984800541e+00	4.160768216901385763e+00	8.793295009329550993e+00	8.089853002764283474e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.473207349880581329e+00	6.894815066466432718e+00	7.892167753894723248e+00	8.385403275506781995e+00	3.357024163268922390e+00	8.166621075369296534e+01	1.897402612881378126e+00	9.642417756236294935e+00	4.365299618270770843e+00	2.446284109764930159e-01	1.141479845725730002e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.601192694247800752e+00	7.289072988508716655e+00	5.126426935466839474e+00	9.127810615963147356e+00	4.248171582493783127e+00	9.666996274018775637e+01	7.944394953279910965e+00	5.658820420705101384e+00	5.792286318678842250e+00	3.278151424394665447e+00	2.456624193565928636e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.789460164839963952e+00	8.651005621965660808e+00	7.921241228607592610e+00	1.164093107900300517e+00	4.622868034333623477e+00	4.945435824604307840e+01	8.532926844279144163e+00	1.584354095469742374e+00	9.280862942769828594e-01	1.356498541521995005e+00	8.553165872465207258e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.385643555755844858e+00	3.207918278877681661e+00	1.530296869813333460e+00	6.980437055236939692e+00	7.038383757697200593e+00	4.661183693061316546e+01	2.620973529977190797e+00	6.630950846844393176e+00	3.118455976990210488e+00	1.567656739000695465e+00	5.553688176967895629e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.494949843457960448e+00	5.405806111296423744e+00	5.345057461674754151e+00	1.402811097729860901e+00	1.494198356835453101e+00	1.639917491462602683e+01	4.916416960076603004e+00	3.307742719585100133e+00	2.900700269981557611e+00	1.537138924753008284e+00	2.745676156284531544e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.224291956056415387e+00	3.067595960053769222e+00	1.219563749142297704e+00	5.948168448427922250e+00	1.260973588842084991e+00	2.099084674423998820e+01	2.438633233223190366e+00	8.274719966402294347e+00	3.255931391738414504e+00	1.486782678567022398e+00	4.484282701760504608e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.743061752210381954e+00	9.905355881031118415e+00	1.560414075074733509e+00	3.582416600697275300e+00	4.489522429984092788e+00	7.981924062724793600e+01	7.286465453463526032e+00	8.445364792858804037e+00	8.216269161014489342e+00	9.279887067893719532e+00	2.626785363297306475e+01
