G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	W	d1	m2	Fc	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.283152144980515885e+00	2.490645869606412877e+00	3.376399776875302461e+00	6.799441963662741450e+00	6.155409693265429638e+00	4.670845477162441028e+00	3.446698179640832888e-02	-7.138714947850965942e+00	7.027008234244541462e+00	3.862292817860839111e+00	-6.201526901358377086e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.310582733768116626e+00	6.105382675505824253e+00	3.115175040272858187e+00	8.645040579480307130e+00	8.010579521038309281e+00	4.516145004843828303e+00	2.545320831188401661e-02	-2.450746062345049481e+01	2.369196379271700348e+00	1.416180797911929856e+00	2.142082587163173651e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.782164880722317157e+00	9.002053701162409993e+00	8.907560359897386704e+00	2.864685573761724946e+00	7.875931938324740145e+00	8.939534653146541388e+00	1.248362759345092998e-01	-6.899359218837424201e+00	8.830221822724979575e+00	-6.234215579928102713e+00	9.999702808880341909e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.363801537248908069e+00	7.401255259408134890e+00	3.139764382278128707e+00	6.591056959128341219e+00	2.071857699709672485e+00	4.279802679661924181e+00	8.009139487190007622e-02	-3.810428261183556486e+00	6.899355182333007264e+00	4.292228003731873187e+00	-1.519153687286468879e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.629331462458243784e+00	8.483153548503052477e+00	2.806648545463557909e+00	6.192665588623008865e+00	2.138907077366533738e+00	8.727461482441022156e+00	1.902642433373360753e-01	-1.912787725479807355e+00	2.031690353464461030e+00	2.651321238663323498e+01	4.631297853512882923e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.499460760738393628e+00	6.883343151772403523e+00	7.625427326758386748e+00	8.256572493528398837e+00	3.621612912603506818e+00	1.251667166978630341e+00	2.252210087416709611e-02	-1.341055983277993580e+00	9.493753614353435566e+00	-1.138962861045172481e+01	8.105676698314713546e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.308150852510870044e+00	7.473944796771040622e+00	4.744109408494746383e+00	8.986634797633636040e+00	4.131589023327840948e+00	8.057698742379114876e+00	7.569559106538106819e-02	-1.491674615677470950e+00	5.858391534051563099e+00	-7.584214854834298691e+00	2.503923292094930586e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.086317737140978679e+00	9.188217884355069032e+00	7.913115067685398074e+00	1.325033933176859247e+00	4.925910584630344147e+00	8.717534705098049841e+00	5.557052516324815228e-01	-5.084723172645256639e+00	2.008129904330194559e+00	-2.075767615008760891e-01	3.118661171436305501e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.174277649495757636e+00	3.288957965749619738e+00	9.588851712299707453e-01	7.456363391866357659e+00	7.075467683919309358e+00	2.515530287514624153e+00	2.049601299534389159e-02	-2.836997550840164450e+01	6.807128697175375720e+00	3.474598086065607827e+00	5.943649265119496303e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.541876147510704342e+00	5.326627498321507836e+00	5.440842900510779678e+00	8.941632009936625325e-01	1.137323856322220994e+00	4.924332208444362813e+00	7.380016481595943478e-01	-3.073320222776916744e+00	3.113775830250334220e+00	-1.597462981393167114e+00	1.978513776396407797e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.532084216383831299e+00	3.283383521335048183e+00	1.553598327027576387e+00	5.988512351030881753e+00	1.630255579430110346e+00	2.783513420901346347e+00	1.071484803071727915e-01	-8.417031723634754714e-01	8.379172758093508477e+00	4.097064736474075985e+00	1.141352662397904894e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625111365120737617e+00	1.027750202429465709e+01	1.531495345311459477e+00	3.558025378258921734e+00	4.168969436956037278e+00	8.017098993289536679e+00	1.543412047960514566e-01	-2.837536395364009678e+01	8.473081726082208220e+00	5.258106027297441365e+00	1.273063442167247650e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.804813728117418137e+00	9.250849097205907867e+00	9.295644825670940747e+00	3.790058239639721105e+00	7.110577969524694453e+00	5.858426912571268907e+00	7.413311869802131915e-02	-6.902454564833513828e+00	9.905945853758174380e+00	-1.248650248636372773e+01	2.143863941515883109e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	4.090887737194320195e+00	2.686530565219201971e+00	6.809505654740509506e+00	1.838229970284226411e-01	-2.889082058414857102e+00	5.490422809844004881e+00	2.741036786342499365e+00	-2.227768008563943969e-01
