G	c	dx1dt	d2x1dt2	dx2dt	m1	d1	W	Fg	Fc	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.274057688439908631e+00	2.611094311556829251e+00	3.350343768445537496e+00	7.936019777009828857e+00	6.114899208603327807e+00	1.899250310756015248e+00	3.325164140065269613e+00	4.288972831195784208e-01	5.423370828978022473e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.011099864100127377e+01	5.225592582543468367e+00	3.325133408221590425e+00	7.608268426055445843e+00	8.262695094418162967e+00	2.205346983833274432e+00	5.051454658536814968e+00	2.147284804756645904e-01	2.806423369903020770e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.210762335894376207e+00	8.521581114766087595e+00	9.684951509325685493e+00	2.918548524325168092e+00	8.688455708585152593e+00	6.228514784073562183e-01	8.829221785865705385e+00	6.183106540695810782e-01	9.724387659682054874e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.645314033811166254e+00	6.610268590306091596e+00	3.894978992056649325e+00	6.235876078749359230e+00	2.642343899457986645e+00	5.327940149140080628e+00	4.419705560804561451e+00	1.946913558684906231e-01	1.942082067031208226e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.738190870439986657e+00	7.746739856275169700e+00	3.232337643288422768e+00	6.313615798732968187e+00	2.400518244415093871e+00	4.993862693700654276e+00	8.079446110152630922e+00	4.547223199061757870e-01	5.485213728735435224e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.846539086634405802e+00	7.165963601204835776e+00	7.057331946667476430e+00	8.525858370553796917e+00	3.772646766045276046e+00	5.298636328546909802e+00	1.055132569926863884e+00	1.511470754293148533e-01	8.786269560504619491e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.943470291937145822e-01	7.203923409775318198e+00	4.944180326335097853e+00	9.263087948039283148e+00	4.608789263358152866e+00	4.367625778450065610e+00	7.701554774366105249e+00	2.554669181634353081e-01	3.842625242500376181e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.109213904142084317e+00	8.518374182706939024e+00	7.869319942756648700e+00	6.327052423209391652e-01	5.191380391965561891e+00	5.700745765344270577e-01	8.629762429953400371e+00	1.796730495975573882e+00	5.914676785396505210e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.894953594703003397e+00	2.805796575560456585e+00	1.745440452103221851e+00	7.870009671766516668e+00	6.704989247247697293e+00	2.178042498943319583e+00	3.189794664663064161e+00	2.578094243905394434e-01	1.176462874781099455e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.858675097405887655e+00	4.418811495770598619e+00	5.848092059181949409e+00	1.220730527250678765e+00	1.248382842922245883e+00	1.930431793243102767e+00	5.266874065052643772e+00	1.186598706402423486e+00	4.479033776084965446e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.057345061085313453e+00	3.092180651774095512e+00	2.453569551439929164e-01	6.582615015284745574e+00	8.689138330817111067e-01	9.336651884467025653e+00	2.287700799591775080e+00	3.495678124826916422e-01	-2.232164732777688343e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.830030776177789420e+00	1.009994479035646009e+01	1.193423746022470366e+00	5.288014818450661458e+00	4.944825052039033331e+00	1.251458542998123535e+00	7.557024857409721186e+00	4.003609328011152879e-01	-2.453221320411482220e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.800733298134305826e+00	8.944911808293586120e+00	8.625711609990625917e+00	3.288219806424415914e+00	7.665493809874988074e+00	7.311144175728461203e-01	5.355349065743463477e+00	3.605089843563430430e-01	8.803028997431585623e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.376078050272760755e+00	1.058080169564019180e+00	2.943908300842697390e+00	4.361972330452863034e+00	2.047389330536451890e+00	2.729310316989323582e+00	6.758697542766477717e+00	2.495527164879231208e+00	2.511652562514983256e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.262632474041502473e+00	8.208089408694123179e+00	5.676730993687563398e+00	6.520390049818127309e+00	6.986427650499775766e+00	2.063943811480923873e+00	2.734136155309174754e+00	1.533688389378711214e-01	5.360836732117215675e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.552294679226207785e+00	9.972281630344337344e+00	4.416663985086313637e+00	5.105842121043605353e+00	4.085901878915943364e+00	2.541485435628139555e+00	3.676138330182274316e+00	1.718277146472057537e-01	2.533264274509587466e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.454632182157861386e+00	1.799369606921637388e+00	4.423321376637997737e+00	7.442362952465003012e+00	8.846590517696631295e+00	1.560502344981310241e+00	1.644249152850163265e+00	1.012004162308395294e-01	8.276148879929412061e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.020629635727721585e+00	6.064422529601675826e+00	8.771062667221166009e+00	4.775372503401944968e+00	9.232229106604547653e+00	9.594549312978519762e-01	3.475741238597970906e+00	2.693973496589004424e-01	1.382458090807967110e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.550983216678337051e+00	1.004880918652483679e+01	1.188020543737599910e+00	1.737991138666304947e+00	4.073476596725133625e+00	1.232689999403115966e+00	5.620447851950078899e+00	7.288333061860394757e-01	6.860063234574227398e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.088905410477884139e+00	1.185115438517190478e+00	7.975774082666157838e+00	7.999488956557318176e+00	2.350642596697250841e+00	5.053132709661087851e+00	8.538674205995057775e+00	1.696650737415250632e+00	3.646151650021510449e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.939574832716060904e+00	7.127165125593872830e+00	1.065687718088086022e+01	3.980791233289679987e+00	4.784522908391413587e+00	1.601796953338772811e+00	6.144052756584353681e+00	3.878952549463490218e-01	1.175220188438219893e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.317651693931254364e+00	4.284048030759973535e+00	5.816570222723339789e+00	4.945460897946349910e+00	3.857699331222459005e+00	2.902025251759372537e+00	4.792373580920553877e+00	6.151571035600037485e-01	1.050492839403433010e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.758388047026894885e+00	9.868687753845346577e+00	9.330708327518383527e+00	7.429839385958303843e+00	6.728336837942015869e+00	2.339140053968030930e+00	9.499266995936983093e+00	3.384566193120565059e-01	8.527372505709703177e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.425060047406210728e+00	1.025984802805467133e+01	1.128514942874338178e+00	4.107736573423073523e+00	8.888022130798679754e+00	1.121949614230565162e+00	7.729151872068544371e+00	3.913549321142837378e-01	8.191493269204808136e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.650148772502812555e+00	9.352652203714443502e+00	3.705744174790976508e+00	1.182011942919644731e+00	7.072623965905152410e+00	3.735560967325746162e-02	9.707309841091202429e+00	1.269746680758703672e+00	3.982349856834162427e+00
