G	c	dx1dt	d2x1dt2	dx2dt	m2	p	m1	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.404703670437812413e+00	2.591033983625566695e+00	3.366188624588261291e+00	6.994601571740171941e+00	3.079515876782528139e+01	6.128343107576733395e+00	4.908425810770007303e+01	0.000000000000000000e+00	1.059767142950720675e+01	4.490644116039605116e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.558067803980602406e+00	5.830464347949014581e+00	3.295283582736654893e+00	8.183582773658031329e+00	7.790516925005259452e+01	8.359414427578714779e+00	1.458816480139750524e+02	0.000000000000000000e+00	1.225972905307247096e+01	5.273282675842142275e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.673088462187384273e+00	8.879349652160225759e+00	9.175293083995022414e+00	3.198012713017155395e+00	2.503882068867712007e+01	7.901630060829553770e+00	2.090583135315697803e+02	0.000000000000000000e+00	4.967710516461152359e+00	8.733926094602690426e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471558789690722513e+00	7.590553138470272465e+00	3.280348792857595619e+00	6.585588322463244104e+00	4.190181244820596618e+01	2.374810937353895035e+00	5.336979281433718114e+01	0.000000000000000000e+00	9.902105660587206870e+00	4.094583095918340021e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.427605568036399930e+00	8.241873430670322520e+00	3.534994904168553109e+00	6.164876220969461862e+00	1.546233410141368658e+01	2.391064519319904491e+00	5.973828756903275661e+01	0.000000000000000000e+00	9.057724186757372564e+00	8.762648585992971917e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.420904101879209680e+00	6.878346172133702474e+00	7.852737719899100632e+00	8.363976419575394061e+00	2.067800789418592800e+01	3.346452101477004781e+00	7.141580418551980358e+01	0.000000000000000000e+00	1.271366356139565212e+01	1.801267060615871385e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.526320905310176501e+00	7.318211691685468701e+00	5.040885992771133139e+00	9.243693859914868582e+00	1.342308603242248033e+01	4.263304166470966550e+00	9.265737347028202464e+01	0.000000000000000000e+00	1.360010809535326004e+01	7.954027342810580770e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.651884067522066957e+00	8.596142771164341667e+00	7.945198922504631334e+00	1.111773344208471848e+00	9.692687120140412560e+00	4.625012080456359698e+00	1.197212266949279211e+02	0.000000000000000000e+00	1.697869236776035518e+00	8.683396727819532757e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.334557240229924169e+00	3.261008579714886668e+00	1.699954951023906480e+00	6.996186165567719328e+00	4.524541103172108336e+01	7.025298212535846076e+00	7.005724703278922050e+01	0.000000000000000000e+00	1.046334733122183991e+01	2.627508973016249083e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.378102069294803833e+00	5.377683752791571514e+00	5.417214873530042496e+00	1.411454879117332473e+00	1.092619689714671694e+01	1.552857170139269272e+00	2.494961588285219989e+01	0.000000000000000000e+00	2.119526935617160657e+00	4.789755547022068960e+00	0.000000000000000000e+00
