G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d1	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	4.277499528446201182e+00	2.655765226917488064e+00	3.431500875962141706e+00	7.091388271337232929e+00	6.187046413417260915e+00	4.578653053094887682e+00	6.785283872789385384e+00	1.185450702640137166e+01	1.401038316019264984e+00	3.053178676060372410e-01	7.404672076453849172e+00	-8.061462907438122727e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.425220054706203499e+00	5.932490778932617559e+00	3.095029118928811496e+00	8.156929187707664397e+00	8.194842545667579969e+00	5.352989207376953829e+00	2.604327531324650113e+00	4.384168476898850919e+00	2.612003553410115586e+00	2.805154965308303550e-01	7.151304511967071953e+00	-9.185914462964009886e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.510141060580423300e+00	8.859552197237716697e+00	9.087879837890804779e+00	3.238890067944475426e+00	7.806969351422588410e+00	8.569304631315736387e+00	8.795428955747748745e+00	1.874675180383281869e+01	8.453162508228572847e+00	1.136285677401538630e+00	1.865278713832728030e+00	6.848649908551280532e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.361917865023468899e+00	7.545929137464372438e+00	3.205857780224382836e+00	6.623376650450167880e+00	2.436496543289440098e+00	4.055787614968923371e+00	6.545481361290602429e+00	1.757934074962080473e+01	7.951913379051558373e+00	1.242540243872876982e+00	9.230488989373661468e+00	-2.287516183613696285e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.435361928497621342e+00	8.185705158889277300e+00	3.388005098216079425e+00	6.098607930769547103e+00	2.424154222671404124e+00	8.773612099017226384e+00	2.446156655453472162e+00	1.156545162073221533e+01	4.188695458903978874e+00	1.736002989690339726e+00	6.082907410410681948e+00	2.019998870319982643e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.277181042301050340e+00	6.977206877896204418e+00	7.917960172336392155e+00	8.579556491569666932e+00	3.411661140703674544e+00	1.711440226726353320e+00	9.664033086220587876e+00	1.464690193975618904e+01	4.446629009560892243e+00	1.824331597500849167e+00	4.401787110214051779e+00	4.305627670065227335e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.608962585316846106e+00	7.263840824063562351e+00	5.117103120152721729e+00	9.225059650248113030e+00	4.097850364326715678e+00	7.929193415222577812e+00	5.638344613991898235e+00	1.646350297410488039e+01	5.847307908529565168e+00	3.821394501240429342e+00	7.748110425046714766e+00	1.058973226010790540e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.804816870383572081e+00	8.701761457802819066e+00	8.023084943491008758e+00	1.197005135022887190e+00	4.665258119274803938e+00	8.648758237802663729e+00	1.663763496929574925e+00	4.856762091649999391e+00	9.839495559716436857e-01	1.182100200503218707e-01	3.295645812975754652e+00	-1.533055929353669171e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.483658478056829821e+00	3.193150343140698677e+00	1.553078101917961806e+00	7.103175210479521162e+00	7.119041183744788448e+00	2.658575836722306462e+00	6.656020913523586380e+00	9.117367548945020772e+00	3.288665145398093514e+00	4.953459051789653733e-01	7.196747294385555271e+00	-1.013081842558325292e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.324701761666847943e+00	5.507099778021335545e+00	5.461857651895617671e+00	1.464926428964207883e+00	1.497444845439213079e+00	4.953232810975576328e+00	3.376158759002188425e+00	1.388938676803878458e+01	2.881399102019428504e+00	3.793353225564191633e-01	1.351115051631474939e+00	-3.757526924857742756e+02
