G	c	dx1dt	d2x1dt2	d1	m1	d2	m2	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	4.431527501949401149e+00	2.742875582065952056e+00	3.177769532186502044e+00	3.718826499313674816e+00	7.083010336368991133e+00	7.144961021998807560e+00	5.644774518050601486e+00	-1.322775329966846236e+01	-1.646013205047197232e+02	2.316992015228673552e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.434154760924320371e+00	5.997821243629318566e+00	3.148060414100559701e+00	3.278485727249450754e+00	8.147929592464683068e+00	5.917474893859195895e+00	8.427771731489213991e+00	-2.339139520142265027e+01	-3.976564822608680743e+02	5.224480168290333637e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.202668622124303255e+00	8.927508945092762715e+00	1.773641626233816826e+00	9.050054528559135392e+00	3.600844557371601695e+00	1.682995637453931437e+01	7.974454970289762024e+00	-2.661613765844752777e+01	-3.914080384550043163e+02	1.211191601075320818e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.941884522312943062e+00	7.671895008571359753e+00	1.660965819190060921e+00	3.920441448303450649e+00	6.841836997804663589e+00	1.284206109700876830e+01	2.201382695273526924e+00	-2.179243938024398375e+01	-2.643754667424142895e+02	2.987738858700959810e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.668183243625276369e+00	8.214869872025168718e+00	6.266987998944425486e-01	3.415463051382178428e+00	5.758402810528636451e+00	3.722374459690561110e+01	2.246498985157551864e+00	-4.020846838237504528e+01	-2.357683239934973471e+02	-2.117373089716153345e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.373786235960822832e+00	6.859031214401145604e+00	4.914287980378733156e-01	7.904969912666556908e+00	8.910778624754735588e+00	9.484062356798646931e+01	3.540153911558225008e+00	-5.329328249017847696e+01	-5.596262351338957615e+02	-5.655692972757712056e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.735198362588523668e+00	7.720929917018570343e+00	4.086184709157346662e-01	5.096094602397472251e+00	8.412767551991304771e+00	1.101147698014419092e+02	4.499125118692070657e+00	-1.020360489176592012e+02	-4.513799333982544795e+02	-9.403439301837288156e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.825069869119023025e+00	8.775588967139899665e+00	2.175333429992222012e+00	7.954533371102781913e+00	1.691626064454712974e+00	5.945764157231183233e+00	4.199638493184535193e+00	-1.222215989373546563e+01	-1.931412373887861520e+02	1.369360527213280534e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.903376671849955848e+00	3.087542851370442598e+00	3.796231472861394174e+00	1.712163927864881696e+00	6.988414639601963962e+00	2.148597261361827382e+00	7.288376130042322210e+00	-1.334512319180205075e+01	-1.993500649390618946e+02	2.027865587261440794e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.398486277289801016e+00	5.327658851108561855e+00	2.730420339576432820e+00	5.154850987745313695e+00	1.415212123605545491e+00	1.220834197118524367e+00	1.385483781723573227e+00	-9.138836609600627270e+00	-1.093874556324890932e+02	7.723637843693603600e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.276067048266531279e+00	3.284691494252824473e+00	5.405841385274492428e-01	1.467217635293860400e+00	5.923483468327284562e+00	1.007521332400521530e+01	1.618524078825331447e+00	-1.492487772058444584e+01	-6.835341617029780537e+01	-6.536861036273410086e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.136003584247184506e+00	9.684236003664782544e+00	1.790295096481463455e+00	1.078427919004433688e+00	3.692957641279858816e+00	1.561239456752955723e+00	4.026273256543088763e+00	-2.414894106016063802e+01	-2.034995929644081798e+02	2.742011497688273991e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.018073271897106835e+00	9.084296519275273596e+00	1.898180589876073077e+00	8.799562638272998782e+00	3.760918159636447822e+00	1.837162449551982846e+01	7.940444033527199963e+00	-2.556914876953771198e+01	-4.893748378637469045e+02	1.360215369490902901e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.995269582828029797e+00	9.630702034924500943e-01	4.255234575165457223e+00	2.757259077416184923e+00	4.140520618114139850e+00	3.189981855632249008e+00	2.499580187500341388e+00	-3.772213273925286714e+00	-5.224955792002613464e+01	1.152663767686971674e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.818274964016845185e+00	6.869248522710715399e+00	9.649539385678804759e-01	5.444976721362021266e+00	6.945915350780096809e+00	5.525070425916571537e+01	7.162986534395636262e+00	-7.172462908101515211e+01	-4.364107215697667357e+02	-2.006738131664749858e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.335230330921772790e+00	8.965959392882274059e+00	6.271245979276705018e-01	4.158749929807651569e+00	4.159538886068268049e+00	3.204583750527139330e+01	3.319610989030939319e+00	-3.822737507702552762e+01	-2.547393789761635503e+02	-9.386160462680685157e+00
