G	c	dx1dt	d2x1dt2	dx2dt	Fc	Fg	d1	m1	W	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.367630060707198503e+00	2.666657170490672524e+00	3.355357278727786330e+00	7.061364269700170837e+00	6.158293082097025462e+01	1.099911037650983481e+01	6.158977576974193902e+00	4.249235207124891112e+00	9.808577484399781099e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.543491694207203224e+00	5.873057596304701811e+00	3.214281364471144986e+00	8.175331062402117155e+00	1.561804701099379997e+02	1.048601287893633227e+01	8.258865286458794586e+00	5.018641579487476356e+00	6.078841834877817973e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.585714413959994573e+00	8.866237678781697440e+00	9.159012753539743201e+00	3.244498455833112693e+00	4.940950538629090971e+01	1.567488710741071323e+01	7.840397210543536666e+00	5.676999572912868608e+00	2.541764628921073381e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.392870362082718749e+00	7.595810005890075267e+00	3.250518666415554314e+00	6.629730371681221257e+00	8.457075900998631823e+01	5.461476671718506815e+00	2.375392051991081832e+00	1.363233563318349217e+00	2.949221899169624521e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.407077579151609026e+00	8.254934867798072062e+00	3.444228328647738646e+00	6.135761258457383960e+00	2.961589355863832296e+01	2.004168903984123506e+00	2.330482818078352558e+00	1.348254884522449126e+00	4.063844468185916980e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.406268156274103287e+00	6.921625653332867500e+00	7.841022144743726052e+00	8.500335236255562421e+00	4.089228188501704153e+01	5.438976493555181868e+00	3.410224676123519316e+00	2.466436704740241570e+00	2.505267518819161765e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.521237099737947185e+00	7.228343523086719458e+00	5.038455293276454583e+00	9.152792584280366128e+00	2.793773131549305333e+01	2.131035209730737012e+00	4.248593643255595964e+00	2.883284830512918617e+00	1.165141742662110325e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.788662800460762980e+00	8.645178065892459074e+00	7.982141487429536220e+00	1.113214016580328813e+00	1.951635271106695768e+01	1.627168814075741921e+01	4.683184668801013473e+00	3.356135015779361019e+00	3.494974797422763118e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.412824042084229959e+00	3.248348382521085487e+00	1.589049663219026742e+00	7.058966226851910442e+00	9.050653206375177717e+01	6.274545917673757245e+00	7.122001841128161814e+00	3.045479479412771973e+00	7.093353662678922547e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.368137809067765609e+00	5.411796043075199236e+00	5.388280908659081270e+00	1.472862160087173855e+00	2.168123046182004288e+01	1.468179613974573883e+01	1.511362553618170068e+00	1.065667061084080158e+00	2.589361225778154108e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.197081456363088936e+00	2.995279426441700643e+00	1.298565730897716985e+00	5.931797531704026127e+00	1.406451390698469872e+01	1.018408396846142816e+00	1.307207401890828846e+00	4.085449423893807719e-01	5.446984097967144578e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732276431286885909e+00	9.894405933497216310e+00	1.568349128360095435e+00	3.585075962609598044e+00	6.974928883893473142e+01	3.069087244103191114e+00	4.521961753799867090e+00	-1.179884335609735713e+00	-3.073532407239575150e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.488841121977911186e+00	9.498352407500171068e+00	9.160868493405002866e+00	3.755586339065330126e+00	6.395520937887767587e+01	1.637421305610167366e+01	7.275857450272216198e+00	5.247734314173910342e+00	3.191401440985212616e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.907742994135368075e+00	1.347112414785463175e+00	2.257946684918249236e+00	4.167129927480702989e+00	2.443893779066712568e+01	9.698236016463431142e+00	2.744714890367551785e+00	1.872331784830344681e+00	4.421137162305134183e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.635921657235913873e+00	7.349087848591874028e+00	5.791106223512725748e+00	6.592143753211830770e+00	3.475428249282516902e+01	4.137612467830404483e+00	6.775674886819657239e+00	4.702060498331160687e+00	3.451049883748061120e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.649344331596733770e+00	9.333132304328348283e+00	4.703187658261631654e+00	4.016226728454690864e+00	2.136497537504983413e+01	2.665928114170485141e+00	3.332817838813358691e+00	2.152148109239655049e+00	3.978934627320242612e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.744224839472378719e+00	2.624891479924102988e+00	4.123629214320209790e+00	7.608728419204352278e+00	5.678297414208736171e+01	1.176503653622530798e+01	8.978319132676270797e+00	6.386250231329806404e+00	6.339532293788683859e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.723816821909508690e+00	6.114305840075203058e+00	9.109840581122687908e+00	4.641272410750683974e+00	5.309405877935023454e+01	1.703519254398775118e+01	9.063529414849165633e+00	6.629106059366558057e+00	1.392687149839683229e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.883545352969510311e+00	9.237621433478361510e+00	1.191923975401164570e+00	1.621223814977468702e+00	1.575169733659759252e+01	1.272610028519351566e+00	3.669752975863871836e+00	-3.184336848681036614e+00	-5.369050436895172425e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.631293909096274586e+00	1.299784806297001660e+00	6.985731898782957749e+00	8.055094995410371439e+00	5.842217874943948175e+01	3.868564618340000294e+01	3.065671634535457990e+00	2.277715386450755108e+00	3.834551180258599601e+01
