G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	m2	p	Fc	d1	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.391492881248950653e+00	2.404259072480323223e+00	3.362900074314341570e+00	7.180752439391805630e+00	4.702620278976791801e-01	6.771176259804690289e+00	4.737059001425665272e+00	-1.413486266753694736e+02	-3.122597118175107767e+01	1.933986952180238461e+02	6.631300558386715061e+00	1.478754814786669522e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.450926036507983241e+00	6.365156561436586813e+00	2.981229364719349295e+00	7.435240277343846849e+00	3.876417119392256971e-01	8.214897098107556417e+00	5.077085209122704335e+00	-3.110243311914814512e+02	4.067574188153121213e+02	9.103583238817240044e+02	1.829787391161143972e+00	1.378219360229961603e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.344140115031152938e+00	8.456209392658676549e+00	9.191247722496227013e+00	3.499520021280065674e+00	2.949632051008454603e+00	7.554151218474713048e+00	8.669415356090272695e+00	1.228863610608318140e+03	-2.309413701816425146e+03	-2.268630223753600319e+02	8.577763357914776066e+00	-2.739326330271224379e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.283877006699148282e+00	7.556306235227729040e+00	2.928378325736497256e+00	6.840713717324366172e+00	4.230526870404526241e-01	3.017960588587783377e+00	4.444601035403276335e+00	5.884763188733458605e+01	-1.642450657024598399e+02	-6.078529623948570304e+01	6.669562632641742539e+00	-1.961651699031272074e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.775960173668884590e+00	8.307301155738990417e+00	3.240406936819391515e+00	6.047647081228993748e+00	3.920724872031172148e-01	2.143582755704235066e+00	8.440434373190283779e+00	-6.069147856817140863e+00	-4.173856862290992353e+01	-4.577556921775845211e+01	2.492069918825646102e+00	7.543494402229902107e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.198935480823525968e+00	6.683539359135911795e+00	8.045481232540772965e+00	7.961117280328416257e+00	9.451753885053830739e-01	3.203211060139388167e+00	1.624494014455383217e+00	-3.325511467893923623e+01	6.821351299310570937e+01	-2.072427521452140198e+01	9.923583688704434635e+00	-4.474063122037952667e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.225214373741803087e+00	7.057687903641139293e+00	4.927955575182130232e+00	9.220413686637790818e+00	6.382664234790949020e-01	4.099480983629025133e+00	8.185935440517468464e+00	5.927386151546259896e+01	-5.688796913752720030e+01	5.818507536488691123e+00	5.759174844549126426e+00	-1.566762249052694187e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.719835704450410674e+00	8.864349831446467931e+00	8.243631455920654716e+00	1.197827818551031598e+00	7.218286698624359232e+00	4.720935804842095962e+00	8.982975437792347861e+00	1.864962115756558489e+02	-3.274626854224895283e+02	1.398214495763795640e+01	1.856274647360300678e+00	-1.081304138518661603e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.793088763442104216e+00	3.647992035640410080e+00	1.545914776925378264e+00	6.946954146911637373e+00	2.611108793373109194e-01	7.370792626846012219e+00	2.803404268564209545e+00	-7.253634810847501058e+01	1.985086060120734430e+01	2.762785157034493864e+02	6.849494820588904354e+00	1.383136647426056697e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.424311725494893821e+00	4.816629330516762231e+00	5.010227840002884570e+00	1.517055975027280734e+00	3.728533143805325079e+00	7.887323937022890918e-01	4.706696902287977657e+00	4.832138049119501488e+01	-2.357313959090445010e+01	1.221766860354846429e+01	3.284359180645338938e+00	4.269989706973333909e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.431364443684565613e+00	3.041019134174548721e+00	1.625087695902431850e+00	6.229841675863188044e+00	2.273148021680582997e-01	1.564384333784893943e+00	2.636674442772801719e+00	2.375775988031288932e+01	9.565208165785854533e-01	-2.204686300664132048e+01	8.240720427915089630e+00	-2.561104406941126399e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.697446459563403565e+00	9.857494316086176767e+00	1.200740215173700332e+00	4.237628818122335161e+00	4.760305621427643463e-01	4.376169015531933937e+00	7.473081402891079250e+00	2.210063690100326994e+02	-5.174836898752098477e+02	-4.073461088364256284e+02	7.569220140853534673e+00	-2.336378361813960510e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.626964556776879789e+00	9.526407192646965783e+00	8.991794033898399263e+00	3.800751636676167333e+00	2.474024076498285041e+00	7.162022503931156692e+00	5.914363485152858146e+00	-4.737212378481345922e+02	1.047207295186252395e+03	1.251632969637036439e+02	9.631942566409639639e+00	2.376707797369128002e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.772299190265508972e+00	1.266730238044333712e+00	2.198074902884107562e+00	4.267006535917087895e+00	3.977669611544992212e-01	3.208046111896465380e+00	6.691281934791899033e+00	4.780311316458467275e+01	-2.295792085331801857e+01	-1.792027121535783252e+01	5.349986999633812523e+00	-3.860741489374908724e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.215720206570725992e+00	6.991217549978403056e+00	6.069477897359486285e+00	6.368658117182733669e+00	8.868961405072802728e-01	6.831634251705735572e+00	2.782919516750946176e+00	-7.058135546064047361e+00	-3.323235616383681901e+01	-6.333329334212640660e+00	5.065018505215866718e+00	7.753764661642860574e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.651098287669113596e+00	9.756236774808613177e+00	4.554507133532437635e+00	3.870738520878405531e+00	1.059276003622898532e+00	3.460383535898666985e+00	2.656777362486140603e+00	-1.327885090817405569e+02	1.406425464430173520e+02	4.087050672627245973e+01	7.528238541475465340e+00	-5.993081813583305575e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.922301089975024802e+00	2.947654665850309108e+00	3.870239477867737588e+00	7.557468968366471529e+00	5.405527940931236230e-01	8.961549759220439171e+00	2.053818320685068421e+00	-3.653906386539087947e+01	-3.022484498237999517e+01	7.748257617450660106e+00	2.447242987605563691e+00	2.556609025425766646e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.364407992743712938e+00	6.082581667310877904e+00	9.143411310764069100e+00	4.959517963806089114e+00	1.924732518779232793e+00	9.269185568550168952e+00	3.941674182733353238e+00	-1.133736292249692923e+02	4.355971695356670637e+01	8.056129988089502092e-01	5.682478625899173963e+00	-1.468975482402027865e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.761607481732980318e+00	9.103566557297584794e+00	1.137338361795631636e+00	1.836845089730007041e+00	8.155446606569306534e-01	4.116245804878318815e+00	6.188163816345141122e+00	7.826223631025958127e+01	-1.560158956092691369e+02	-5.130394610150702306e+01	6.216077927147362736e+00	-1.247762547281456591e+03
