G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	m2	p	Fc	d1	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	5.128382002148370589e+00	2.653963628111930984e+00	4.157416853741555229e+00	7.182525890254613188e+00	4.531991031180312990e-01	5.636926211321664937e+00	4.826038546796449502e+00	-1.676978622860760595e+02	2.494707734441701632e+02	2.308589497871049332e+02	6.524168496953528518e+00	1.308293750870149051e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.032539142449927638e+01	6.745406522471634858e+00	3.257836633247507052e+00	8.376098646787580648e+00	2.739112717047573198e-01	8.035026975118276127e+00	6.134861695689444616e+00	-2.306804415868567730e+02	4.607649873015429307e+02	8.558010106697747688e+02	1.980403785731943866e+00	1.267631660689524688e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.510758517536562096e+00	9.702884413046351852e+00	9.572102599357762642e+00	3.856293002440421169e+00	2.746655756658553660e+00	8.255186685963529669e+00	8.652999753845064035e+00	1.164075385210252080e+03	-2.248664811033832393e+03	-2.559130912923774872e+02	8.603211823013547033e+00	-8.251174603538675001e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.015267031137013554e+00	8.291062244761853606e+00	3.270515422747314549e+00	5.730841384534011596e+00	4.871281680286012605e-01	1.790766839483145523e+00	4.682848618876129798e+00	5.524237742943083163e+01	-6.218946846186904764e+01	-7.009970089239656943e+01	7.947009487485016344e+00	1.127637076115718628e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.126691761132453173e+00	8.720798435703372320e+00	3.527746301470947810e+00	6.524631992367761590e+00	4.292164365893286204e-01	3.825067986576050405e+00	9.084112250679789113e+00	-2.953497289490295685e+01	-3.293722540658138342e+01	7.881181845465674485e+01	2.556570799579489517e+00	2.178477948912089232e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.628628704111851455e+00	7.105605203429830929e+00	7.211267659109387829e+00	7.929395391720206021e+00	9.183610521886029776e-01	2.620900667466405931e+00	1.182105535111366734e+00	-6.746011826360467012e+01	-1.123054487130295342e+02	-1.141621116599759844e+01	9.101716313467806074e+00	-7.570171286417605643e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.004955535629630692e-01	7.871344644337003871e+00	4.923700172055477609e+00	8.807028850844861978e+00	5.944913061531461596e-01	4.753871931225696734e+00	8.551104218472307394e+00	8.045523630790441416e+00	-8.768739399280997304e+01	7.192314434207921714e+00	5.236427466574220979e+00	8.495914928519619025e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.550012146134186253e+00	7.524073463217883173e+00	6.999388207176857613e+00	1.174959117624075455e+00	7.315085170032826767e+00	4.411046731390677600e+00	9.071991814043464331e+00	1.440760287539366118e+02	-3.904933767500217527e+02	-4.364965830251424705e+01	7.053869663797034395e-01	-3.675612626863831338e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.058013160550017595e+00	3.797646514883672442e+00	1.512383499099385631e+00	7.288842778405067335e+00	4.449226894880847771e-02	6.676689689503066738e+00	2.279797523719232721e+00	-6.502740276881849013e+01	1.198876533692859851e+02	2.646015590734452303e+02	6.935316235846560318e+00	1.320221116033785984e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.733564345929592854e+00	4.781192040955247080e+00	6.117022353945611002e+00	1.752919004256439539e+00	3.583158783506000145e+00	1.803023704036753161e+00	5.031950244812778195e+00	5.872351323132686218e+01	-2.005947422057671758e+01	-5.223296907719628734e+01	2.598522400382894837e+00	-7.128401489622007148e+02
1.000000000000000000e+00	1.000000000000000000e+00	-8.806047413807394086e-02	2.483122930582752463e+00	1.732067824695600944e+00	5.428098052469085388e+00	3.044570046139728481e-01	1.064786275167881602e+00	3.645849888701024000e+00	-2.452057070247122184e+01	-4.615243693855498464e+01	-5.666897466545761830e+01	8.834695027917806698e+00	2.369701782472262494e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.007918902581639742e+00	1.027612546401121740e+01	1.625858340260289081e+00	4.471720980526376898e+00	2.213081809998903582e-01	5.394105616332580233e+00	7.094433322997841351e+00	1.680979174209461178e+02	-6.347117215027011525e+02	-3.613055442800848027e+02	8.790187789990284273e+00	-2.340034862154610892e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.660439783951716208e+00	1.001320140574563311e+01	9.046374950554854522e+00	3.534790158364440327e+00	2.450347443886046861e+00	6.511196845984926540e+00	6.216519093564260245e+00	-4.670166478442542939e+02	1.193358561011173151e+03	1.692324364018124072e+02	9.756118063354778158e+00	1.528184977087908692e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.549470327436982764e+00	1.015651006852555271e+00	1.954862489104648660e+00	3.787184410545007207e+00	5.435464446878356393e-01	3.047188246059430394e+00	6.117239216384747991e+00	-4.418883321563953359e+00	3.070512268330585215e+01	-5.319664119212927744e+01	6.189248461457694361e+00	-3.866391167088971997e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.320926480110740986e+00	7.709663758293715752e+00	5.284616861098498930e+00	5.903085403912103679e+00	5.043195522523282737e-01	6.623628058859972079e+00	2.455500973491147931e+00	5.100952330379512745e+01	9.067439289658989310e+01	4.248768718509889908e+01	5.598112147683804274e+00	-4.334399879098548922e+02
