G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	4.953101320985155098e+00	2.652309625404325022e+00	3.336587919305606942e+00	6.954720858298373720e+00	5.851936172245888912e+00	4.452721478598347993e+00	6.681407476846194626e+00	-1.112688897127409815e+00	1.389603612120165588e+00	-1.185272158019098132e+00	-6.265052762667387753e+01	-1.558266693482214862e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.467182171412336089e+00	6.280090769320445077e+00	3.343294019449514209e+00	7.871422795494542157e+00	8.608762938662035680e+00	5.122958898907715053e+00	2.371352698422128924e+00	-6.957503692247207772e-01	2.922672115713926377e+00	-5.464540056190898554e-01	-1.417411137436910167e+02	-7.390468626927366813e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.322070157367337018e+00	7.965476993311176201e+00	9.212666583300599399e+00	2.767969453029771376e+00	7.562202537672362723e+00	8.793090386988215101e+00	8.495199833256535271e+00	4.852474726602734045e-01	8.332656955378020314e+00	5.429853345288119471e+00	1.045379480684151829e+01	4.423264993636292530e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.506543992904186169e+00	7.935683536034287222e+00	3.165023438443291148e+00	7.155295957953278219e+00	2.044264392227085558e+00	4.024696264358448516e+00	6.290681478830656204e+00	1.332019989949408290e+00	8.220519502231264042e+00	-2.580594126190670856e+00	4.376970951124894782e+01	1.245955568673769704e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.538659773660588925e+00	8.515015410968915788e+00	3.953056665215532561e+00	6.158951393277598108e+00	2.297892848909489416e+00	8.621554762805496708e+00	2.415182872960962790e+00	8.799424816447729558e-01	3.690884365277776968e+00	3.863735277582813765e+00	3.541335021905520186e+00	-4.208378718715848343e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.383986603358068557e+00	6.418403607487992879e+00	7.943170589738894449e+00	9.196902544404284896e+00	3.065155968848058077e+00	1.825868642500668715e+00	1.004557741441305474e+01	-4.319022882039893929e+00	4.803601041445102027e+00	7.176606424252294225e-01	-2.686987579204839705e+01	-5.585850570015164749e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.463146479784723120e+00	7.488976443637093361e+00	5.260768953758179656e+00	8.927614369916319959e+00	4.675062976419505745e+00	8.084345684984278080e+00	5.406066177441365639e+00	1.366457465633937662e+00	6.132750516047883238e+00	1.642049702299295699e+00	1.802399764890955325e+01	4.818834950562718689e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.052373380123821534e+00	8.937181822610797965e+00	8.286653630773111345e+00	9.933458406758199910e-01	4.613268795447963200e+00	9.135412642970512920e+00	1.349047386390826997e+00	3.086864114160466910e-01	7.653904025899314068e-01	-1.216590103924382493e+00	5.088483336205191776e+00	7.581169830739881377e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.179038262222821487e+00	3.403270969344442065e+00	1.772759822219184267e+00	6.856311092132799878e+00	6.239998372603599464e+00	2.655046581416698359e+00	6.478446242909683406e+00	-5.636931282973646873e+00	2.936654188888867534e+00	-5.727672411912893002e-01	-1.145714361468220886e+03	-1.233479160964102221e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.280385958032944416e+00	4.971152356421725038e+00	5.957652967659421428e+00	1.293089533060758578e+00	1.564579348076557519e+00	4.875864169806186865e+00	3.370577297622720625e+00	1.158148595365672273e+00	2.474833210458948329e+00	-1.329888139319371554e+00	-7.265870972495672930e+00	3.583092330520152302e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.043958630620986039e+00	3.180770149428039151e+00	1.348354008519510261e+00	6.176185242218164895e+00	1.462800253722672306e+00	2.607011573060979526e+00	8.566076128069616047e+00	1.939649354658017355e+00	3.500416185266076674e+00	2.777506037643030723e+01	1.257246796860865601e+01	3.999690506294292902e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.002521344768939393e+01	1.016917171886468196e+01	1.561956923703939237e+00	3.741980772216670914e+00	4.412419094916399054e+00	7.099007528187420313e+00	8.336869190637752780e+00	1.630147127151104769e+00	8.164910828863236603e+00	-1.046299694643266109e+00	1.629540462187768526e+02	1.751322865989719446e+02
