G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	3.834422548126843466e+00	3.379057645324374359e+00	2.781714954348343483e+00	7.665232046378427810e+00	5.689610408540100472e+00	5.371929608609761431e+00	6.854757610417476776e+00	-1.181561912426582373e+00	1.561293031857832858e+00	-1.429007941334684562e+00	-8.509817902030680159e+01	-1.837309135881291127e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.996087123480485559e+00	5.598239071238995557e+00	1.956209375359605485e+00	7.895887836038704144e+00	7.350712843872029723e+00	5.190119632309173170e+00	2.503514715215152453e+00	-6.448922875069462712e-01	2.749305442121864118e+00	-2.664701344464592836e-01	-1.475345429799324677e+02	-6.404986853020839987e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.201462977641917007e+00	8.812775324570379709e+00	8.835912409178174443e+00	3.612579844845905885e+00	7.198455952353358001e+00	8.639010090563145283e+00	9.584080536534493433e+00	3.107273778139733045e-01	9.672089704717459213e+00	5.411803420346295468e+00	1.812847735156219287e+01	5.766578320707229466e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.634540886554984418e+00	7.346261252343285086e+00	3.258885308620617760e+00	7.173361585952536146e+00	2.977409228263726337e+00	3.655625740083006114e+00	5.505977140474617393e+00	1.378602826234986756e+00	7.550301445667096267e+00	-2.501697408536710743e+00	2.911467839465066021e+01	1.484412819406203141e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.444589427961565864e+00	7.712392312058497623e+00	3.795809612423449941e+00	6.980175192984190424e+00	1.833644291567024132e+00	7.730303479399724509e+00	3.292866787709659349e+00	7.221201432262984721e-01	4.075494920572707791e+00	3.941120492566754674e+00	6.978926921487101254e+00	3.439587561432544049e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.323000452885815470e+00	6.355877670639471511e+00	7.516727365002721761e+00	7.762874721549931856e+00	2.512590546693540539e+00	1.997810475909933547e+00	1.004533253596632036e+01	-4.244972507928992833e+00	4.807544576238427680e+00	7.924520184805022849e-01	-4.643813086836255621e+01	-5.901993737608434003e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.175562718422400454e+00	7.402239456940162832e+00	4.736206572165935214e+00	8.397933934846971482e+00	4.206469178451150981e+00	7.646001345954701378e+00	5.748048048944344401e+00	1.261675780407342407e+00	5.430938081064677903e+00	1.649996655218322061e+00	3.226358212899812372e+01	5.370352783855132373e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.025802491972740427e+00	8.628080274044680920e+00	8.559467277908964888e+00	1.740187981118531013e+00	4.989137595577486373e+00	7.525397156015257494e+00	8.762801068772116952e-01	3.607234786098449386e-01	2.032095445539050083e+00	-1.224927455057461589e+00	5.877243163948675075e+00	3.012818396185191006e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.401237957567217585e+00	3.671211929680712416e+00	8.532678427494073681e-01	7.608320142803094654e+00	7.138328103507203259e+00	2.548476777046057684e+00	5.731928113260904567e+00	-5.546435865856000902e+00	3.173664618022221884e+00	-6.658224997415044255e-01	-1.137664516973928130e+03	-1.240542861312539344e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.771346644912648038e+00	5.270161006776257651e+00	5.297986960205702367e+00	1.132556193291348379e+00	1.840419746307088600e+00	4.769901636347943175e+00	2.973647518364489706e+00	1.218548649301361309e+00	3.173812006712640965e+00	-1.697959318698006648e+00	6.152208549704037743e+00	1.433017387303650381e+01
