G	c	dx1dt	d2x1dt2	d1	Fc	W	d2	m2	m1	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	4.113989237711974667e+00	2.620914586009868597e+00	3.608009869786488188e+00	7.109922524784180631e+00	2.341520057796205379e+01	1.765908063199131517e+00	6.189894122169683044e+00	4.493657365117975644e+00	2.042576487983114308e+00	4.365728158366124489e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.617405234631457134e+00	5.826404063081088935e+00	3.181148309919410444e+00	8.384709337513884364e+00	2.655444965817017433e+01	8.806082119097580208e-01	8.658911910295358894e+00	5.541990472068440532e+00	6.078403204393844073e-01	1.054860253552051486e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.800048307859198005e+00	8.879599908984543433e+00	9.074200400049978299e+00	3.095535427270852402e+00	2.929789019457769328e+01	6.872984925529743716e-01	7.817001136774540448e+00	9.006585313539371640e+00	7.444150666334839461e-02	8.119228656514791975e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.558318839863770400e+00	7.901061369565057113e+00	3.182555018763268517e+00	6.656072808503513905e+00	2.082933563810237487e+01	7.422984724085747166e-01	2.408546717896151268e+00	3.683665430213669101e+00	6.362207120150796813e-01	2.711161192197644176e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.087497059169850733e+00	8.010176160208702711e+00	3.193903123279758560e+00	6.106341940332672635e+00	1.878470593607079309e+01	5.876852980067089893e-01	2.358282170683469570e+00	8.996138219446171647e+00	2.252291542108452727e-01	9.782115132700109683e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.443694133368041310e+00	7.332614784651446449e+00	8.234050985889785679e+00	8.945424134236873215e+00	6.706098263870153176e+01	6.904139508331522679e-01	3.227734583009150171e+00	2.017524479546828342e+00	2.143988835776284851e+00	1.913476627519064444e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.339461276056959305e+00	7.347655326092755068e+00	5.362290223111573439e+00	9.385271027640481378e+00	4.334284220811034061e+01	4.722088331359535207e-01	3.979135024438723800e+00	7.622012265969201117e+00	4.502282284227026588e-01	1.127757839247836280e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.069191063943303988e+00	8.650738618854495243e+00	7.655498609147864286e+00	1.274291423756003683e+00	8.910939217788659050e+00	6.415427238000470656e-01	4.406677200590047860e+00	8.786883321148785342e+00	2.529479266333850215e-02	2.345189205528013798e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.366381395097871376e+00	3.584483910301484499e+00	1.810251494608352330e+00	6.601523885995269403e+00	8.542492112604248788e+00	1.603144791996809371e+00	7.217548684644954804e+00	2.882127395574472395e+00	2.359240316887554645e+00	1.377623284686118721e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.961449415716478129e+00	5.076024899051497563e+00	4.878766987834598723e+00	1.513303856904575362e+00	7.977078738428923899e+00	1.018089163414487963e+00	1.716528453632729212e+00	4.612622151292351091e+00	9.373627130673270469e-02	1.466243887451616157e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.125778442131427637e+00	3.136096011243938442e+00	1.574543590320337305e+00	5.897770695627836623e+00	7.727511627128022198e+00	1.070300724775961720e+00	1.531316390524507964e+00	2.424667330945379451e+00	-3.102020437497446714e+00	2.020642363320713386e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.853258430166103921e+00	1.000870602632729955e+01	1.371628603137864388e+00	3.544397690935713108e+00	6.213255335545215807e+00	5.559016506538411173e-01	4.424099909824970922e+00	7.410546399025808917e+00	1.162033737464099603e-01	4.896048502632047716e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.558015580335133876e+00	9.236329949147659590e+00	9.257299353337213432e+00	3.337822195995070462e+00	3.572768399399289052e+01	5.696913955032870680e-01	7.572232963223721747e+00	5.974611701491949312e+00	1.204723146131221057e-01	1.559269523943873359e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.772552091971206778e+00	1.482971381037684999e+00	1.720504333049172274e+00	3.882201533332452215e+00	1.097168498411091520e+01	3.328974514495242953e+00	2.824627825608709841e+00	6.446772273860760016e+00	-7.371772702724205040e+00	2.349997156929273956e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.478040678814608988e+00	7.428980091833762955e+00	5.460844786958421793e+00	6.573221830108399999e+00	3.577840803178028040e+01	6.321499006546219546e-01	6.792806789832297021e+00	3.085760073563382999e+00	7.833120925878839236e-01	1.156658396174196524e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.383406643891166965e+00	9.277517460116685655e+00	4.829261142928119810e+00	4.308070999490610120e+00	1.874302903075764348e+01	4.728283302960821777e-01	2.428988151444750443e+00	2.349044262936012650e+00	3.667983250933445349e-01	1.098819874568797150e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.631354844251960756e+00	2.865177532026740970e+00	3.932581402667221226e+00	7.434454900144245038e+00	3.433097096040612684e+01	1.810813396428322397e+00	8.752155601503931237e+00	1.736591274429188259e+00	6.180956424790478465e+00	1.257788291130753633e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.491247932277187438e+00	5.952469172271389830e+00	8.866600996374156551e+00	4.532495546061613645e+00	4.240128856638290955e+01	8.496128536418074972e-01	8.646942448549182814e+00	4.049551149899694558e+00	4.231714131842591042e-01	4.327343821454824879e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.150025424714101518e+00	9.314586639610324070e+00	1.581783664217808250e+00	2.097264782282805662e+00	6.937332548750463346e-01	6.403483445853661582e-01	3.846366676219934000e+00	5.867144416032735066e+00	9.528963250416283559e-02	5.814369491981572491e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.377200560400079876e+00	1.268887722023712694e+00	7.584514496135152051e+00	7.973498028571880170e+00	5.604958111776628016e+01	3.494951624070409935e+00	3.095825870404092406e+00	8.958528549708923094e+00	-1.406498377565482683e+00	4.597129568960490786e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.539768114687381839e+00	7.105799701837401727e+00	9.929243132126847726e+00	3.536965617797189765e+00	3.396986048359110555e+01	6.550684594742866018e-01	4.409783050025858131e+00	6.714926301054776836e+00	1.501634271539805110e-01	1.621754892842246720e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.270140225180890869e+00	3.816022361291512510e+00	5.740064448253211715e+00	4.863708756420903612e+00	2.781972941529818399e+01	1.172215575629801609e+00	3.247676619981531232e+00	4.950094906458565092e+00	9.605888443695361767e-01	7.524769844995029544e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.885214061010276776e+00	9.261782444169366357e+00	9.918279121550986233e+00	6.804808724983163692e+00	6.890861351139417934e+01	5.213252082791663966e-01	6.663770152039962369e+00	9.643505068231021937e+00	2.036924446000418776e-01	2.662234258162781142e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.592056478638474104e+00	9.329795992732128340e+00	1.039236668337261138e+00	4.146873305607630122e+00	6.740343823662725775e+00	5.159090272428282775e-01	8.150315999027389680e+00	7.537980719436030874e+00	1.374699255680762455e-01	6.656586564578587106e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.292970078688797209e+00	8.997417837488288939e+00	4.685075084760834230e+00	1.332557733044679393e+00	5.209545653672726928e+00	5.692569118882472301e-01	6.864402250555060370e+00	9.141144729720473094e+00	2.848139490127891624e-02	-7.381155323428517656e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.162091512082872313e+00	5.487410429393106526e+00	3.356543307058430514e+00	4.357150243027771985e+00	1.444728957435059158e+01	1.026504734714078104e+00	8.566258750283321177e+00	5.612213316940987795e+00	3.355022910573614570e-01	1.011685930350265439e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.513284192336831424e+00	8.418864434966957688e+00	8.108582005689591199e+00	9.620315124364333670e+00	7.114146089306815668e+01	4.702467901902289693e-01	4.954063756003221464e+00	3.364905730040528287e+00	8.894297600472117482e-01	3.110576399163780703e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.338857191288317594e+00	8.678657562496809419e+00	1.008364309638879952e+01	7.301399256181527520e+00	6.422925850416208959e+01	6.310183106786927398e-01	2.247254865554413339e+00	1.276087815980139206e+00	1.586239911434425887e+00	7.618169793733414741e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.102874119097513095e+00	3.887189557140842577e+00	3.180735140632572566e+00	6.686633140930415387e+00	2.119666604395842668e+01	1.339550865044192518e+00	8.001726696242895898e+00	7.609225610009974439e+00	6.241416735818507977e-01	2.728517299289769937e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.621535148923829439e+00	8.357729286359377951e+00	6.626685447848000621e+00	6.924663045396502348e+00	4.419532572277014992e+01	3.883821994813313472e-01	4.257180783530153612e+00	1.923266687418458298e+00	9.584541999139168933e-01	1.864959309257154363e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.487747881458390431e+00	1.877331278584705387e+00	3.059566620260921077e+00	3.026065506517309878e+00	7.679758974021563489e+00	3.940648942606922223e+00	7.105749043024794709e+00	3.999285177284722881e+00	1.648229485085530799e+00	1.801250642069361252e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.769789179225280673e+00	6.416406637414478809e+00	5.940721174758444079e+00	4.592259971502192784e+00	2.832688079774666434e+01	7.158542852518403610e-01	3.418418474903881954e+00	6.220896747565355156e+00	3.805493877668469915e-01	3.995581481036653670e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856838252202445583e+00	3.280264877570393534e+00	5.235230541942566873e+00	7.920725160058455394e+00	3.872390417381955530e+01	1.211656137484110607e+00	1.677328823236950317e+00	5.998152183725541597e+00	-1.816643084384853557e+00	4.107829991175547235e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.343516040551019586e+00	2.164325818252775147e+00	9.369876547275143963e+00	2.357182924099825438e+00	1.805784486756511242e+01	2.710138298605615947e+00	1.005287838069756212e+01	6.657684048989137793e+00	3.090102250169293741e-01	9.307891435296037352e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.699368108553132473e+00	1.628174316387482001e+00	6.633907625504906314e+00	3.293621162573805883e+00	2.378678543391243139e+01	3.294894018943934633e+00	2.607438116635109715e+00	2.438060919230655710e+00	1.178538814170203253e+01	2.441181360511769149e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.272059839808930448e+00	7.261289295471599736e+00	4.280477565082692060e+00	3.552230313343598400e+00	1.498649416110654187e+01	7.982871297038777181e-01	9.654867365729664641e+00	4.160765116001313935e+00	2.311119707110036725e-01	5.994010994078634580e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.652819507196981785e+00	4.464579698412817876e+00	1.684072394034159759e+00	4.997737437876879518e+00	1.140040144284318835e+01	1.324296771252852167e+00	9.743963900211033646e+00	6.437969823735716801e+00	3.935125972180317788e-01	2.132075368603378429e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.734312290780492871e+00	7.825565900564725119e+00	2.646034627235426928e+00	9.967904204428617021e+00	2.285485149564140173e+01	5.115341892966120962e-01	8.598985664526701100e+00	9.751842331739743130e+00	3.072245502210999568e-01	6.224882143164125026e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.478710382506065457e+00	2.131167296723995186e+00	3.181008022180373818e+00	1.815746175793844230e+00	7.255104114309028240e+00	3.286182654461266228e+00	6.983063528454757751e+00	7.058501634054536567e+00	3.306191907826427911e-01	1.474489461778538235e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.975436792160212285e+00	3.899264514159086925e+00	3.463007752564282615e+00	5.713322473556619485e+00	1.898994666192261249e+01	1.354113157680297386e+00	6.278343774460868332e+00	9.475057103170762218e+00	4.260666837807783880e-01	4.524306900526221753e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101901292858059378e+00	5.611494756182717758e+00	8.550997930745600328e+00	2.753253281799634689e+00	2.189956313819559952e+01	6.784332535255495067e-01	9.112816456034744661e+00	7.883504814782614112e+00	7.675916699810977906e-02	1.260590109794956781e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.239348149071470395e+00	7.993975261478365901e+00	6.100411837153715489e+00	9.489381456871402776e+00	5.905161900190486080e+01	6.254746949878813300e-01	3.468443056283799564e+00	6.599910952571857337e+00	6.056371347173482578e-01	3.594186678508165755e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.492219605024030837e+00	3.538382776338196312e+00	5.728016001427775450e+00	2.064122164144225113e+00	9.674118053207227064e+00	8.187272079838798788e-01	5.199881823087332933e+00	2.895027936480188746e+00	3.995723894217059202e-01	1.118245845886863377e+00
