G	c	dx1dt	d2x1dt2	dx2dt	d2	W	Fg	m1	m2	d1	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.633015611544486489e+00	2.681357189359989679e+00	3.265870279217852445e+00	6.883502915097724717e+00	6.168726755396424011e+00	8.482098119763673338e+00	4.550220109965910531e+00	6.961354728705860140e+00	2.421020171263891463e+00	-2.386305063158803641e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.452487823713097370e+00	5.527904358124086315e+00	2.971996442030820251e+00	8.392260748119850788e+00	8.142713016237127732e+00	9.986221295651496632e+00	5.020893015393417258e+00	1.813000477931540289e+00	4.056545043842905707e-01	-3.818094325028539515e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.550733489384989561e+00	8.984575653095609127e+00	9.354434351905439371e+00	3.395833775045566938e+00	7.596082644131248784e+00	2.397046485225730095e+01	8.725658481652667220e+00	9.098056513035194470e+00	6.157555232370890419e-01	-2.488802067523661954e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.091875979834694199e+00	7.117984703681791814e+00	3.221303593810572075e+00	6.440180517566400198e+00	2.280383868036645723e+00	9.285962531146322974e+00	3.744541858937630696e+00	6.735950653094864293e+00	1.576543111271671904e+00	-3.011306850131282076e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.945996089477473934e+00	8.165537630734945651e+00	3.677260128086336177e+00	6.363783397589688917e+00	1.711017098202794129e+00	1.009259798787185680e+01	8.621037229663182089e+00	2.316289853591227743e+00	4.770215107237983920e-01	-3.812737064151904498e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.395409592964930390e+00	6.982200811454434941e+00	7.932023989901360927e+00	8.450996843870115072e+00	3.207242008029061786e+00	2.243418167983395861e+01	2.002751949393435371e+00	9.124080050407838982e+00	1.906970583945900799e+01	2.141634453625038503e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.264049034539498795e+00	7.891732529176467281e+00	4.828721417343476929e+00	9.391684546460384198e+00	3.950230151658970623e+00	1.420877432803905904e+01	7.872251898214870813e+00	5.731239432344680473e+00	4.376544091572584172e+00	-9.792327834096630212e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.046666025211401063e+00	8.731367637052741770e+00	8.287000979568126979e+00	1.640182284228187459e+00	4.599865824935446490e+00	2.035894136360455775e+01	8.879538353025052899e+00	1.744934208163089639e+00	4.515377517803778606e-02	-3.482985513029681623e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.333970994926795051e+00	3.285825513648859442e+00	1.347775052721286615e+00	7.106995820470665137e+00	6.496380130213753823e+00	4.848273771488144313e+00	2.594250490505680240e+00	6.521689487896213500e+00	2.824892970254941460e+00	-2.752725381460255250e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.456162480656893798e+00	5.387291710400706535e+00	5.560782426079446061e+00	1.390430369611932448e+00	1.562113031448890910e+00	1.353486842949074465e+01	4.497633605407895807e+00	3.329570427156980816e+00	2.054945264150652151e-01	-3.686759817067820411e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.555334045909417817e+00	2.617571943543568480e+00	1.656352898060207579e+00	6.224351410429409093e+00	1.559733405870137313e+00	3.823031550758188679e+00	2.809991103936036794e+00	8.524769805994662164e+00	1.658397122390899625e+01	9.551525464774650587e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	3.966724956627352139e+00	4.495249708561997792e+00	3.344396038755088618e+00	6.998631350456014033e+00	9.012498141109114513e+00	4.720107468661374761e-01	-3.124096084449260680e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	3.521919166899499132e+00	7.410317897446414115e+00	2.562087132391489774e+01	5.653054168117067846e+00	9.850482379812868672e+00	7.981891389634484524e-01	-1.673142633772929377e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	4.054025191035004916e+00	2.601277258547491478e+00	5.863721585572561068e+00	6.663130860512387343e+00	5.607646620822462680e+00	9.916916513962863444e-01	-3.096024316328412684e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	6.350143316485924672e+00	1.537143513891206759e+01	3.044290563353245549e+00	4.870550426019522483e+00	4.611954280321191035e+00	1.484898878253072319e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	3.338913866946518816e+00	1.443314649023520424e+01	2.761293224173733130e+00	7.644907340001205753e+00	3.897895929426292039e+00	2.495102739998370289e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	9.160074258692050719e+00	1.207358918349871146e+01	1.119269053223787225e+00	2.155233814045247609e+00	3.238963633101112460e+00	-1.683052349277701865e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	8.700515843815880501e+00	2.526429389063120112e+01	3.943230510861513771e+00	6.242565944433531300e+00	1.184671027961576195e+00	-7.672870099704809377e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	3.548881403138460122e+00	9.441431359982129790e-01	5.979009222119977984e+00	6.138975882819854846e+00	4.223028748542731470e-01	-1.415028312804594401e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	3.002642281913479927e+00	2.008006745704004103e+01	8.593204772758893384e+00	2.330020953607674361e+00	4.836612509619834244e-01	-3.984184840686066043e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	5.478309194719832576e+00	2.573911673324503369e+01	7.061730916010999337e+00	4.356531675979889329e+00	4.183724286069671616e-01	-2.781387144551608070e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	3.225618833034734845e+00	1.774567882007107045e+01	4.588409611521528042e+00	8.319521868622524963e+00	3.811521809039210673e+00	2.593689298087104245e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	6.532476589519306209e+00	2.790096107873942088e+01	9.105764638385011267e+00	9.005137010866231861e+00	1.895542247549594217e+00	-8.928399097400014917e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	7.848258824725105498e+00	2.402478008988039981e+00	8.059879770050493164e+00	2.287213032545420077e+00	8.320335908858669804e-02	-2.318743877179315405e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	7.256778633586471905e+00	9.565784218772975578e+00	9.400066015181343104e+00	1.825498423945520310e+00	-2.797934551119865554e-02	-2.917694395650265449e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	9.095946015540778973e+00	8.196513696473173738e+00	5.796071147056710338e+00	2.149664260463948651e+00	4.392286249194657377e-01	-3.194263545892105149e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	4.496406791013835225e+00	2.160529313507781879e+01	3.115631729233232505e+00	8.670662823384725826e+00	9.008036194882860670e+00	6.137064100266009348e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	2.314031411884905243e+00	2.876185658519489863e+01	1.721687070132023045e+00	2.251373845464061496e+00	1.558183204319387505e+00	-5.617227805229405568e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	7.758878754787671639e+00	8.715533146205668658e+00	7.388423841034795103e+00	7.235340801274453781e+00	1.242645722713495271e+00	-3.290868523553825753e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	4.026856602625218606e+00	2.055542057531015843e+01	1.327461537823277027e+00	1.960842854166113369e+00	4.411884969746052043e+00	2.214880855641488733e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	6.348543546253421432e+00	6.868848131690548975e+00	3.569433789983186056e+00	7.124626835595141650e+00	8.332180178348250754e-01	-2.360860196909608355e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	3.718291734506793400e+00	1.736950588221877823e+01	5.715044024342354589e+00	4.592498097628270770e+00	1.373614418569787388e+00	-1.909889744560624880e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	1.564068154573856395e+00	1.451261778406557212e+01	6.033093823154565882e+00	8.320235444866245444e+00	6.677913591137284222e+00	1.994686529004827458e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	2.407687281556825809e+01	6.350658075797793067e+00	3.085684546537015294e+00	2.169900572759918544e-01	-3.182096215336828404e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	2.026480051924301051e+01	2.319392073348756078e+00	6.618272200643936287e+00	1.124624969105976424e+00	-1.559029149431564454e+00
