G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	p	m2	d1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	3.981976142208585756e+00	2.497397483010381336e+00	3.113434985953923206e+00	7.211396641650365424e+00	3.397520348204295937e-01	6.535925708222095842e+00	4.931226834093400235e+00	1.178229014474077907e+00	6.623139479505343985e+00	1.376684446639632187e+00	7.447932064060278634e+00	2.520798477464345666e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.797315832349330122e+00	5.754607470307798067e+00	3.100108736986941338e+00	8.340752394986088447e+00	5.320986576804169754e-01	8.556961044637207081e+00	5.380346711899807843e+00	1.401837421982127019e+00	2.159538866203787322e+00	2.398920835956100284e+00	7.567868470785132473e+00	2.615979553902513466e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.778035869979146533e+00	8.650684702963170380e+00	9.412725387700339397e+00	2.858403589835201597e+00	1.130449265267872816e+00	7.733912445066899011e+00	7.968000729548434968e+00	8.545900367153296262e-01	9.033865922179833419e+00	8.420073461114226276e+00	1.344886913260771255e+00	1.784769058494824208e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.138590601194753305e+00	7.363997258807949642e+00	3.277083738595444551e+00	7.092582113844516201e+00	5.062057797018448824e-01	2.719210955065637147e+00	3.845100513968046307e+00	8.123487376952157613e-01	6.157512178581308504e+00	7.568656194674643345e+00	9.438574213988088601e+00	1.214731912389649722e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.606488036566102728e+00	7.583360625402582933e+00	3.228982266471424278e+00	6.076492013036455475e+00	1.356593493949734275e-01	2.372691476779926756e+00	8.638785575321467292e+00	1.247098574001506588e+00	2.661531948203823550e+00	3.990310590681144021e+00	6.258100712548391620e+00	1.418991083296695699e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.836770901198951478e+00	6.953237034778015691e+00	7.947543503460601677e+00	8.683743418360341693e+00	1.700677256829754291e-01	3.183864635249682440e+00	1.686192254292790960e+00	1.892956400410361895e-01	9.788305400011291013e+00	4.710682147520395269e+00	4.463307137958208770e+00	3.906684253674976048e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.917271634467541119e+00	7.249312431800464473e+00	5.272001818007001184e+00	9.350645826761205370e+00	9.900578620339342550e-02	4.119999952314185698e+00	8.089818758112867769e+00	1.177063789276002748e+00	5.644780698701663546e+00	5.753716962831741277e+00	7.672103208794314178e+00	5.352602271983631255e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.229727731249131040e+00	8.420973180863780883e+00	7.983834021336429387e+00	4.355709938441203466e-01	3.990203093363219544e+00	5.050102344186634618e+00	8.765448788393959134e+00	8.441567498756660237e-01	1.911762752274605681e+00	1.161297968827641025e+00	3.419010857530867753e+00	-3.782637868612015453e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.560358954275859134e+00	3.347255771237423350e+00	1.523482017838779790e+00	6.888369051898290074e+00	4.370471379396141942e-01	7.684532432045018346e+00	1.915656795665558132e+00	1.329198249855709557e+00	7.485532682605374077e+00	3.201990365079887546e+00	7.471779713300320758e+00	3.273422168084579198e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.324575708277617281e+00	5.793385378214922277e+00	5.668606386725871360e+00	1.693983786227002852e+00	2.531604256186319901e+00	1.597225151173509605e+00	4.808129616500882442e+00	5.169602867166670501e-01	3.408671870942849846e+00	2.771294502670129223e+00	7.327018047920083044e-01	3.286109496707458533e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.076343122312520828e+00	2.997443894126642583e+00	1.253052475427164358e+00	5.956577786717837775e+00	5.849603213806477131e-02	1.157759419756839492e+00	2.356217767237406058e+00	7.571519733181253375e-01	7.928596926490566688e+00	2.984991325203548040e+00	8.469644972209732003e+00	5.910559090455982556e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.724483509331390607e+00	1.025903363041996919e+01	2.007872484962405224e+00	3.775177043864006432e+00	1.340937803550193541e+00	4.493174123069579196e+00	7.738268429338879706e+00	2.275014191982477563e+00	8.765395051003013194e+00	8.146311005917748815e+00	4.790615713156959110e+00	5.106920811892438650e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.254918330133444115e+00	1.011908788272410398e+01	8.948767292278407837e+00	3.785990143713539258e+00	1.130235636462450843e+00	7.066823543097468630e+00	5.980587947023471074e+00	6.644372018134097058e-01	9.861146464793733912e+00	3.565985587354518316e+00	6.908301122967820618e+00	1.186290345035880591e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.813820214340592596e+00	2.058726448293183076e+00	2.037611738154768481e+00	4.509381789826401921e+00	3.168469503946864108e-01	2.572944190322948632e+00	6.667690304221309816e+00	1.385695820839200731e+00	6.091028075618865500e+00	2.878631611028128479e+00	3.361673499048197122e+00	2.329506665789495656e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.981491803209221914e+00	7.019659429358442893e+00	5.542263596096864475e+00	6.622497452493989911e+00	2.076625541807014808e-01	6.578798924858359598e+00	2.829740367615978691e+00	4.647096079244535938e-01	4.956971837482169185e+00	5.571043262239556704e+00	6.929121834570273641e+00	1.190020668655217548e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.215201116585241436e+00	8.998156671870296108e+00	4.633919074789661252e+00	4.391906136324283949e+00	2.905075033294315379e-01	3.316844177046865294e+00	2.442947123584109370e+00	4.767909324181794917e-01	8.129955094166257723e+00	8.964259945843686239e+00	7.657387191675889326e+00	2.648483481817565917e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.321251160427472815e+00	2.501556445490585645e+00	4.126781267714350498e+00	7.329028328976512796e+00	2.555773542204397009e-01	9.007642145923981047e+00	1.554890761379776665e+00	3.231927484111152271e-01	2.192193270111920000e+00	2.766160398801581266e+00	5.290426819617840337e+00	4.297662015098960353e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.947562292419612540e+00	6.147310205577336539e+00	8.732515132254132340e+00	4.606198289200661655e+00	6.779157497446127723e-01	9.020858199272048239e+00	3.790107926268325489e+00	4.228762823347081978e-01	6.644840447726961585e+00	1.938282966807698848e+00	6.249416765302061805e+00	5.207787453995526050e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.792742966760538792e+00	9.680734289528896142e+00	1.223123565844941751e+00	1.454564067766533464e+00	1.468742981633329281e+00	3.615308115294878721e+00	5.816230669968748934e+00	2.038957842662345588e+00	5.839636098400764475e+00	3.906322834407944367e+00	5.046040158720513702e+00	1.514924225001801261e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.099953508303131322e+00	1.479985840176750500e+00	7.130191620801743291e+00	8.159030226018192167e+00	2.240091297900511647e-01	3.277061702699352708e+00	9.081919878211103025e+00	8.223627280682421770e-01	2.621678894107195124e+00	7.991527829185145926e+00	8.957571387018608888e+00	2.345800167789548496e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.490078079743141437e+00	6.942078724495452491e+00	9.265953225348841471e+00	3.496398209703735827e+00	8.538628241805430452e-01	4.639311296350162372e+00	7.077392717395460053e+00	5.822303879233151624e-01	4.881484608468507069e+00	6.090390809814225648e+00	5.636825887599640872e+00	8.681108800526774871e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.200206295675890544e+00	3.506003798658754445e+00	5.897627299676813095e+00	4.832779596938806321e+00	2.010576124872264225e-01	3.119842643814429550e+00	4.736033203576941020e+00	5.858076886840375419e-01	8.909928268685225916e+00	7.851674829516820608e+00	8.661041883435975919e+00	2.213651564429015934e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.512643720839092154e+00	9.307883075085184643e+00	9.588075082211606315e+00	6.978236704268409696e+00	2.778415130555991763e-01	7.003368860098090565e+00	9.412290538278110574e+00	8.916882893730567750e-01	9.167854283131253723e+00	9.833147616910368427e+00	8.255571944731624257e+00	1.868848912861830343e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.482819234235550176e+00	9.325302765508338254e+00	1.169551231916972078e+00	3.867398693649067631e+00	5.230562742663876774e-01	8.854892554044715425e+00	7.573578219486687857e+00	3.183022947773979539e+00	1.678878495967243367e+00	8.399719730277382723e+00	5.134730977163398435e+00	7.252771275044297639e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.743846542551984236e+00	9.502200387905705981e+00	4.681903705472790556e+00	1.506489229735102464e+00	1.717232651021042944e+00	6.924048156466421133e+00	9.450534815965797364e+00	1.486713491489542349e+00	2.080071600417430222e+00	6.770165257434016759e+00	3.143297041557611582e+00	2.180018635969379659e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.070097703872628259e+00	4.937355335614464380e+00	3.641848643687165765e+00	3.818174411162885917e+00	9.364771949933446971e-01	8.581553721466892881e+00	5.756363317023557968e+00	1.434320651865744756e+00	3.284633608106048985e+00	5.234807222740124999e+00	4.542372788044613863e+00	1.650633033119817128e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.739971623644648968e+00	8.299222922001542102e+00	8.073007362979220503e+00	8.877021644817597590e+00	1.449415386759976276e-01	4.369110744463652551e+00	3.000046958175263345e+00	3.808593121089178801e-01	8.913997229493665131e+00	1.408536455517752639e+00	8.356572738019441005e+00	5.565254262413941433e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.638346041034701273e+00	8.337533260034804883e+00	9.953126735072739706e+00	6.791618539543251565e+00	3.790741978484227781e-01	2.502159303286800807e+00	1.185916878859774704e+00	1.365495231476271942e-01	2.182715016487381643e+00	1.004436216916733748e+01	2.843153302721659781e+00	2.984702760773151908e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.862974785071174644e+00	3.986232967172222974e+00	3.262042676725477541e+00	6.293782721036878414e+00	4.736223561667958770e-01	7.790323716931028208e+00	7.329494385898509101e+00	1.724622530224809491e+00	7.635660631011423227e+00	4.647978543984138788e+00	5.445991862394151006e+00	3.739840369863355107e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.276616846468731303e+00	8.572647201990674759e+00	6.749144152486040049e+00	6.638261797212708260e+00	1.166835309264218912e-01	4.539565742433886442e+00	2.037922244777925940e+00	3.065190750902244132e-01	2.054694873147783429e+00	2.479423320366796357e+00	7.881243887720454921e+00	3.492742963072591067e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.473253518508827575e+00	1.359953749601928275e+00	3.034322028373562130e+00	2.688842798106129361e+00	1.104932084870847930e+00	6.936782995051997247e+00	3.713644152758297512e+00	1.202184550521779194e+00	6.451794001742001683e+00	6.886439333111241012e+00	4.486319052333173296e+00	8.500611480719639701e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.681163267955267049e+00	6.642253971695806669e+00	6.400886049171659486e+00	4.911717504338738216e+00	2.320098116907020058e-01	3.132410677169121804e+00	5.748356674681233791e+00	7.817794742158812316e-01	4.238564648327176165e+00	3.822441555187479967e+00	6.586717073877748518e+00	4.424091858003698974e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.085127759336848907e+00	3.316411412919597623e+00	4.856120605286975866e+00	7.576563800920288472e+00	4.675010081963082431e-03	1.517550349369839680e+00	6.048410866673793684e+00	7.658368563056417999e-01	7.465312056945693442e+00	6.537420736381142738e+00	3.295641268895039389e+00	1.471068962236422522e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.758071925086213128e+00	2.141952231880476010e+00	9.999400951287189088e+00	2.337174714446729862e+00	2.446211781874171098e+00	1.019592654496296014e+01	6.921291406592426476e+00	5.498521877025309701e-01	3.372530362803944914e+00	6.239708559886051553e+00	1.902873929409225395e+00	5.401348272131787098e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.815484021676251558e+00	1.711043438521590687e+00	6.309150542813473983e+00	3.730246182924526810e+00	1.373082680180574888e+00	2.972773199021506940e+00	2.729254929099964588e+00	3.001919520790905516e-01	7.213549932222734107e+00	4.802306933152006074e+00	8.141599010578106643e+00	1.864382974828804436e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.619656851800050035e+00	7.302633404879072643e+00	3.908248977067783514e+00	3.077541212314420349e+00	1.149498021099658152e+00	1.012305016314028272e+01	4.743575214192575551e+00	9.888126972799943237e-01	3.172991538076924911e+00	8.330668740554772356e+00	2.201001858148341039e+00	6.032763059072355816e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.659304872213639648e+00	4.017806013439720658e+00	1.984443572381249909e+00	4.811206670743484182e+00	3.534279254726998554e-01	9.451779003974095872e+00	6.682099840608254127e+00	2.502724281986853594e+00	6.986122210036613822e+00	3.749201019697604664e+00	3.489939627029772673e+00	2.555584840583346562e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.299565997709576148e+00	6.918090578278300207e+00	2.634988599145048571e+00	1.023667999682090191e+01	1.446062511756484592e-01	8.362418666594827243e+00	9.748230486097972047e+00	2.766797897135419682e+00	9.065175878042362356e+00	5.291587933109286546e+00	8.447855866365397759e+00	3.546422006753578415e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.460989748631664753e+00	1.904051021974448643e+00	3.113273789341598263e+00	1.418695749210140855e+00	2.262663069967015605e+00	6.677767614789315687e+00	7.661135483003409519e+00	1.785200698502839245e+00	1.933479300001722967e+00	5.833877199798514823e+00	3.966520455234197939e+00	7.084421035369265596e+00
