G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	p	m2	d1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.277499528446201182e+00	2.655765226917488064e+00	3.431500875962141706e+00	7.091388271337232929e+00	3.148530637316995784e-01	6.183639308150383762e+00	4.493272752071573173e+00	1.107378550450365928e+00	6.887111317544811762e+00	1.336482380702773698e+00	7.404672076453849172e+00	1.561050716120262649e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.425220054706203499e+00	5.932490778932617559e+00	3.095029118928811496e+00	8.156929187707664397e+00	5.778514216486796418e-01	8.340300843306232892e+00	5.314222009568568161e+00	1.377670172456140874e+00	2.481257288661214311e+00	2.680863158863512119e+00	7.151304511967071953e+00	9.653139640752556261e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.510141060580423300e+00	8.859552197237716697e+00	9.087879837890804779e+00	3.238890067944475426e+00	1.161407842430968840e+00	7.720696197839857611e+00	8.634325708966606783e+00	8.528517544638775094e-01	8.822984354785525341e+00	8.551415886335412608e+00	1.865278713832728030e+00	1.773048775205204493e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.361917865023468899e+00	7.545929137464372438e+00	3.205857780224382836e+00	6.623376650450167880e+00	4.888352245737458412e-01	2.380877690622442255e+00	4.087708701270320155e+00	8.180360688797529978e-01	6.569984245674002743e+00	7.922429189128164850e+00	9.230488989373661468e+00	1.229632332778515860e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.435361928497621342e+00	8.185705158889277300e+00	3.388005098216079425e+00	6.098607930769547103e+00	2.060577306682466747e-01	2.290390860928753547e+00	8.858436036892294752e+00	1.227425315360345603e+00	2.448352762633952739e+00	4.183875040875927986e+00	6.082907410410681948e+00	1.636874276683945340e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277181042301050340e+00	6.977206877896204418e+00	7.917960172336392155e+00	8.579556491569666932e+00	1.412375052678772613e-01	3.332384403790316529e+00	1.796225955491825177e+00	2.080083870364429766e-01	9.717395706325810067e+00	4.382340637334770861e+00	4.401787110214051779e+00	3.947061508207786460e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.608962585316846106e+00	7.263840824063562351e+00	5.117103120152721729e+00	9.225059650248113030e+00	6.353814852428528448e-02	4.188123343000659027e+00	7.964011539259309380e+00	1.164000761997981748e+00	5.711442416411341760e+00	5.844328801075967306e+00	7.748110425046714766e+00	5.670675371846827062e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.804816870383572081e+00	8.701761457802819066e+00	8.023084943491008758e+00	1.197005135022887190e+00	3.962677267573964102e+00	4.696780812651379478e+00	8.635671614717342237e+00	8.877707595357018366e-01	1.637530790032222239e+00	1.018317112410373815e+00	3.295645812975754652e+00	-1.869725081672219513e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.483658478056829821e+00	3.193150343140698677e+00	1.553078101917961806e+00	7.103175210479521162e+00	4.537998570688518973e-01	7.139333029930079455e+00	2.651007548585643026e+00	1.347110929564735216e+00	6.761127236034300658e+00	3.173550421878025496e+00	7.196747294385555271e+00	2.832347935542201256e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.324701761666847943e+00	5.507099778021335545e+00	5.461857651895617671e+00	1.464926428964207883e+00	2.512012852782119054e+00	1.589665003586682834e+00	4.971317934731259491e+00	5.678340413181310886e-01	3.286237761683660441e+00	2.834395660880463463e+00	1.351115051631474939e+00	2.764083874286299292e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.212530906463436642e+00	2.893880538829763704e+00	1.214831399563790271e+00	6.027139349348208164e+00	1.021425602041365344e-01	1.312532666298100281e+00	2.441639808223608377e+00	7.685222068842687548e-01	8.067017239370901649e+00	3.248280272154569825e+00	8.510842199528958929e+00	6.741952780395727984e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.733799736968334670e+00	9.928488279999106325e+00	1.682151647328733679e+00	3.551831268618987458e+00	1.352174582815897530e+00	4.431425653799792919e+00	7.328938742709645737e+00	2.294595347542466524e+00	8.345039639765454709e+00	8.195491115825960904e+00	5.020454861031159233e+00	5.662811221841449338e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.536239479749028192e+00	9.390300996553085255e+00	9.120134208295215927e+00	3.713827587186031565e+00	1.134863660413644615e+00	7.261500259105705624e+00	5.833751016331256700e+00	5.807139403019057067e-01	9.785004317890992453e+00	3.514920751000338406e+00	6.691589391637627671e+00	1.165072702576709673e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.898398488817123031e+00	1.310873934322885903e+00	2.238739668151004114e+00	4.144064453451488994e+00	3.402768818168886988e-01	2.665402744196786688e+00	6.703862547131144822e+00	1.427244644449386257e+00	5.560085581605584970e+00	2.728440953978640060e+00	3.047890115474701567e+00	2.072502622709726339e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.662036569251465146e+00	7.437018686858929861e+00	5.768079268688816263e+00	6.619937024693093974e+00	2.086929421309537958e-01	6.707806786769719309e+00	2.762894268193436087e+00	4.565463884406080197e-01	5.070068433475593217e+00	5.409937754509226870e+00	7.098054233769068411e+00	1.242872410047857841e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.710294806214111674e+00	9.373484948296979979e+00	4.640607167997436555e+00	3.965194074711236194e+00	3.417127909037519506e-01	3.370075989458187760e+00	2.964434192630917231e+00	5.303897668601279536e-01	7.841061995131338946e+00	8.778502122292440646e+00	7.896217894246541746e+00	2.611777622529080531e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.702936516970585235e+00	2.594791017567432245e+00	4.232387978357964542e+00	7.585880536831121290e+00	2.396877421261582042e-01	8.985351912765514371e+00	1.218751021786926847e+00	3.227223378190985370e-01	2.222595285548224275e+00	3.109339622504563749e+00	5.304140670715510986e+00	4.321331154807521102e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.735918886348375878e+00	6.082643357237450310e+00	9.142060122490086371e+00	4.554032029098449286e+00	6.101488566739965425e-01	9.093213891879960542e+00	3.865803240215978320e+00	4.204218841478559732e-01	5.867836903560747608e+00	1.733460189603135859e+00	6.508002235348412157e+00	4.911310229711963871e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.785328232606295806e+00	9.244992444741161108e+00	1.263524617843978293e+00	1.641222422814067050e+00	1.515884224786572032e+00	3.656112390851764538e+00	5.942112430967947390e+00	2.117714761484321251e+00	5.908592399990885369e+00	4.241675459947564342e+00	5.022809722691553347e+00	2.022286546991696099e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.659083893984975244e+00	1.334116274072463026e+00	6.906540426856177639e+00	7.971712079074876556e+00	2.164427556466679559e-01	3.113003523478461876e+00	8.655809582987140871e+00	8.987870046421256864e-01	1.763070800267985128e+00	7.706094179718443904e+00	9.046658680719225742e+00	2.994321757870826772e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.612468426366953089e+00	7.346409720349345918e+00	9.680540666302125175e+00	3.521363542488915144e+00	9.073645135840904263e-01	4.679217909500191119e+00	7.134269067640921058e+00	6.199689165800847945e-01	4.771907233094813350e+00	5.985540011964175733e+00	5.583404269239418127e+00	8.946801625368254918e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.188092026038336080e+00	3.650760061755272012e+00	6.070283038622153349e+00	4.960791746621191045e+00	2.381514366415676265e-01	3.225609402142443294e+00	4.951383492939693376e+00	6.592950273904889524e-01	8.637051809591907769e+00	8.382711198445768730e+00	8.477978008951660982e+00	2.217766990856714244e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.624356003835894402e+00	9.229899646619866616e+00	9.446352391738647825e+00	7.232890011766217597e+00	2.583193104578280774e-01	7.070226893486845299e+00	9.630285598436838512e+00	8.875782735818513736e-01	8.709431712449809737e+00	9.624059436185694594e+00	8.140581730895206647e+00	1.875090505010788604e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.344910958515891153e+00	9.748256619195819539e+00	1.406249131527603558e+00	4.012368382820372226e+00	5.521644414491875263e-01	8.423307148303633696e+00	7.468788808135109925e+00	3.152596784255202511e+00	1.878326147434700610e+00	8.215913705783322030e+00	4.735017758753949479e+00	9.519954294213141210e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.106330270737694299e+00	9.472950810077024997e+00	4.828525233425470020e+00	1.524193614602809665e+00	1.692294031197605575e+00	7.069381777622392171e+00	9.413111239169973388e+00	1.543995065480035844e+00	1.808207330516300448e+00	6.395499024562957935e+00	3.036213364751421118e+00	1.338483239045989315e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075519347851274787e+00	5.195571671313761186e+00	3.348131692011875771e+00	4.336546580918320792e+00	9.196443317079141533e-01	8.418181166922765968e+00	5.651374844188606694e+00	1.436107206374465095e+00	3.475825925434117281e+00	5.518664869505347959e+00	4.687652661502291984e+00	2.485256780345281769e+01
