G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	p	m2	d1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.371148243395853505e+00	2.668646117851522614e+00	3.354627198875521632e+00	7.058495520339398865e+00	3.077247121013769182e-01	6.154695018233739212e+00	4.538315803851681984e+00	1.108903721941895348e+00	6.831292831527842502e+00	1.340117866677534852e+00	7.488481429591848482e+00	1.586824400541447666e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.561111975517363248e+00	5.874210300810489116e+00	3.219620247044574946e+00	8.178285910467007369e+00	5.859693716537180963e-01	8.237887817948749358e+00	5.271578258849096699e+00	1.362195133826088700e+00	2.539743455726046317e+00	2.671299555562144601e+00	7.170714006359277803e+00	9.044341295507836165e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.585364477249744830e+00	8.850668771869278473e+00	9.160141125529097650e+00	3.251835430244137903e+00	1.166211369132413411e+00	7.844651926780805695e+00	8.688450214053007770e+00	8.466724925733952745e-01	8.847121976043618830e+00	8.481982023853095853e+00	1.851116216263670733e+00	1.768655177441133901e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.397003429284578324e+00	7.594731068824657427e+00	3.243996888367696840e+00	6.617700732421536891e+00	4.824223919069366984e-01	2.377960120693463075e+00	4.060881754813413735e+00	8.202568452164988866e-01	6.514945065825965997e+00	7.905133434279089322e+00	9.305987869133010904e+00	1.217015587180404737e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.396263077866895852e+00	8.258474750386117336e+00	3.441161445110390904e+00	6.132406856002159401e+00	1.955536075161934950e-01	2.343205708588457004e+00	8.829323198436366482e+00	1.222077424205687102e+00	2.421312093433900081e+00	4.152198151762990896e+00	6.119084656750321649e+00	1.533730044830713091e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.410398150884621504e+00	6.926326742241668555e+00	7.841658913377901108e+00	8.490164141692817523e+00	1.415993005820830597e-01	3.411871454982827512e+00	1.786973776487172261e+00	2.141224570167780672e-01	9.662112185967014710e+00	4.400216181937435245e+00	4.270100485716197269e+00	3.951460165996068099e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.526406560353067876e+00	7.230722153534522967e+00	5.054375378583181089e+00	9.154168272841376464e+00	8.274641955622617784e-02	4.253276984851672715e+00	7.997964016844015589e+00	1.153354115232069654e+00	5.667162874565574882e+00	5.805915439652600263e+00	7.809642306711792159e+00	5.665693620653068052e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.786297607840326762e+00	8.657429061088553368e+00	7.991253690885628203e+00	1.118067594461311653e+00	3.964513242953399352e+00	4.677343154275122927e+00	8.631424049993645653e+00	8.766274391742798766e-01	1.662511655293949620e+00	9.973172845728817126e-01	3.302673908863581698e+00	-1.702832517686735603e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.424706766327412666e+00	3.253429196007331825e+00	1.581322320894104516e+00	7.069823195390565473e+00	4.526510066674828692e-01	7.124601733168241857e+00	2.644908455825752291e+00	1.346616063194981061e+00	6.640973136268365273e+00	3.171363793082269122e+00	7.245390976487843027e+00	3.042733862576195847e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.372308190818839257e+00	5.411292248382873815e+00	5.381351724487666743e+00	1.468173731833857687e+00	2.513783144753750864e+00	1.506845387521370316e+00	4.869392455918998053e+00	5.665192330635142604e-01	3.282892776249897171e+00	2.887316389658163729e+00	1.358744011097382964e+00	2.869275690289013170e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.180511235347150745e+00	2.993307992007356422e+00	1.303114482764994309e+00	5.937561992056496152e+00	1.001694433258820266e-01	1.315916849137678035e+00	2.490041791980077690e+00	7.779115852117586272e-01	8.236961123704981347e+00	3.247709568707972227e+00	8.554426851272205923e+00	6.752169664826578810e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.721573079340139145e+00	9.889938253500840659e+00	1.561118716335033296e+00	3.585537665034652210e+00	1.355393211469129389e+00	4.528078691411122847e+00	7.359653072771779492e+00	2.307624399301291263e+00	8.353400549552718601e+00	8.255974247009282507e+00	5.033649715291192983e+00	5.682834302816689842e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.490792964453152791e+00	9.483204281048660533e+00	9.156053683687670031e+00	3.768598698167433536e+00	1.129217265790085856e+00	7.265565889092457041e+00	5.819577649886181980e+00	5.822346776837050708e-01	9.818538905948187789e+00	3.515340823044184937e+00	6.732889182901673486e+00	1.159328185029414016e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.910362434640460627e+00	1.351064026583833400e+00	2.258851264423829885e+00	4.177713203084373106e+00	3.477950867448029171e-01	2.735914434007485685e+00	6.709929841072979073e+00	1.427673783026918608e+00	5.509099651417013632e+00	2.727467670294946522e+00	2.990984934016312380e+00	2.021421465376996451e+01
