G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	d1	Fg	Fc	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.368810192862030206e+00	2.700982189449057991e+00	3.280749526426190332e+00	7.064951908544828463e+00	6.087867119079549028e+00	-6.963180379238790074e+00	4.522958572934016708e+00	1.800627295860530097e+01	8.382964618173220472e+00	1.545112938705644368e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.625787250571052667e+00	5.878793255867136303e+00	3.176512999284300864e+00	8.241185785591632396e+00	8.262424578637828532e+00	-1.236929159740574313e+01	5.372240460248278282e+00	2.867002901415740368e+01	1.347455396332249045e+01	3.818913218394083486e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.590525684356630443e+00	8.944028527010070562e+00	9.178957974553304311e+00	3.272840339423132683e+00	7.784901463983708858e+00	-7.042439710314213563e+00	8.751541698929226953e+00	1.976013030808895721e+01	7.428381228223207344e+00	1.149264892819373074e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.298812076367537927e+00	7.675987333820215142e+00	3.246441010656107018e+00	6.657624683578344360e+00	2.346583167784840995e+00	-3.239631229408724167e+00	4.049677164955165942e+00	1.820741729517455099e+01	2.962598085100897283e+00	6.682709549464203036e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.427445514021145723e+00	8.283141374496185705e+00	3.430498789817138849e+00	6.231446426494507307e+00	2.362526441459011473e+00	-1.797303044872966549e+00	8.875010875277093092e+00	3.774262346859864437e+01	5.950538265804385496e+00	5.187259720617364067e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.360445206380347383e+00	6.946476231649425515e+00	7.784258512904956184e+00	8.513270773957534843e+00	3.281256826486515177e+00	-1.555356155571564480e+00	1.725609249219623109e+00	1.041928586664954892e+01	8.806424076281869073e-01	1.152661555254802739e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.456896311481373107e+00	7.234156930255618789e+00	5.134726732598976717e+00	9.148143758936440051e+00	4.339134260676367205e+00	-2.066297934586105889e+00	8.004915740405987634e+00	4.990589856481339126e+01	6.728823966573582283e+00	3.589486802563271794e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.750438045007744137e+00	8.495054512148843884e+00	7.944124717829846638e+00	1.065101119283384579e+00	4.678477285280257192e+00	-4.912569871726589099e+00	8.576472580018950964e+00	6.315880183892070399e+00	4.951855162310701886e+00	2.312075212372446629e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.439397115138578265e+00	3.169430562296456699e+00	1.602187498104066909e+00	7.175649228024079562e+00	7.046847764899460742e+00	-1.141702382221257572e+01	2.543719665608840330e+00	1.125096909098316011e+01	1.178428183038024635e+01	1.370426645224081952e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.440781247615286809e+00	5.410425405035935498e+00	5.361202309009680533e+00	1.495026198103336812e+00	1.454715064688146819e+00	-1.723703725377978557e+00	4.916159863314892853e+00	4.793020490725995231e+00	1.375622278028749035e+00	2.779469196673659681e+01
