G	c	dx1dt	d2x1dt2	dx2dt	m2	p	m1	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	3.169699916206910828e+00	2.240105348857462708e+00	4.067943284850874086e+00	7.482794593639752634e+00	3.317527902757228020e+01	5.066111934236845471e+00	2.893299468457981405e+01	0.000000000000000000e+00	1.095287336939984613e+01	4.714583874517548345e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.349782952019079829e+00	5.842491758112157818e+00	3.839503334085918151e+00	8.238162026099137947e+00	8.036147800507016825e+01	8.646280215337977637e+00	1.432595825765816357e+02	0.000000000000000000e+00	1.393961100575428702e+01	5.135854521677022611e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.724378580289664065e+00	8.976198510226645055e+00	9.309506300734456730e+00	3.043949178633501340e+00	2.507183890408476756e+01	8.068206016113107282e+00	2.115536557087134213e+02	0.000000000000000000e+00	3.910241236492890238e+00	7.527765174348001409e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742749546656614079e+00	7.851054870037484257e+00	3.574664238718578524e+00	6.322333005466075129e+00	4.610967667060179309e+01	2.721351907358634747e+00	4.542937037125951605e+01	0.000000000000000000e+00	1.008145789903021061e+01	5.074717080764122201e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.666830465777711545e+00	9.100221071751290580e+00	2.919022087040781255e+00	5.573603076811671109e+00	1.391967469237850352e+01	2.860496457670270942e+00	6.019891560825669785e+01	0.000000000000000000e+00	1.028210022203118967e+01	8.368480104828945443e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.675811581389785143e+00	7.638852503934097982e+00	7.791742153991697784e+00	8.277428137759386573e+00	2.658998426290973782e+01	3.510802161240212715e+00	7.221738388344104465e+01	0.000000000000000000e+00	1.266039696577673190e+01	1.057431274053297621e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.237021238066167150e+00	7.340772398854798375e+00	5.236865054171559564e+00	8.826524940456947022e+00	1.119873112778961755e+01	4.134900951979079586e+00	9.456125579850534280e+01	0.000000000000000000e+00	1.257357700541080092e+01	7.974246691869644188e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.797394348778377449e+00	8.619676427054194789e+00	7.116463313092786791e+00	1.976405647733318949e+00	6.473082554698063262e+00	4.234403495229686953e+00	1.284898727505416787e+02	0.000000000000000000e+00	1.700622749434007597e+00	9.277631514901852228e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.956018881460566128e+00	3.467305116040423130e+00	1.825407317851543754e+00	6.499432646727253626e+00	4.123513974819813654e+01	6.875912948040451056e+00	6.857237794554784216e+01	0.000000000000000000e+00	1.180945061599886792e+01	2.917808963744085826e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.761106560016499678e+00	5.066454905206929205e+00	4.858489030339990578e+00	2.028085249868328610e+00	7.259487795481607719e+00	2.167295223791876779e+00	2.950000569994476862e+01	0.000000000000000000e+00	1.788474083262673098e+00	4.151334593162919973e+00	0.000000000000000000e+00
