G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	p	d2	m1	W	d1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	7.811997145277723043e+00	1.874208667671821615e+01	6.939177281326823987e+00	4.672642779325310691e+00	-3.876551016752532774e+01	6.323948441196926673e+00	1.122525126739840928e+01	-5.750011880406965048e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	8.939246752125770357e+00	5.271105687721512112e+01	8.283444509303071968e+00	5.469657063067640657e+00	-1.027535354703402959e+02	2.337894726647884447e+00	7.909204641954715953e+00	-5.200204393646143330e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	3.177008918494708123e+00	3.339672275942993451e+01	8.251634146218174592e+00	9.301105906199204298e+00	-1.336834392123190298e+02	9.264744893715567642e+00	1.731749384476590592e+01	-3.207313968379009452e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	6.251134141750118722e+00	5.406534924269801934e+01	2.409365949068252188e+00	3.155003574106554964e+00	-5.125042340721474687e+01	5.924496008925136614e+00	4.364955966834736856e+00	-4.599311072820103874e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	5.868183176820294555e+00	5.325412029197221386e+01	2.422358964877834975e+00	9.210861406523674688e+00	-4.696701594332042617e+01	3.894707582614413077e+00	7.488952108763787585e+00	-1.227861800185831669e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	8.720195685027086085e+00	5.982007567467528020e+01	2.798685597150514681e+00	1.219518647839193282e+00	-8.337785131826525031e+00	8.869417053586211352e+00	2.096127111151583566e+00	-6.167916061287440499e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	8.532403973062530511e+00	6.965823590946291688e+01	4.127391192481259630e+00	7.638754256772346096e+00	-2.179190745058545886e+01	6.168825019442506274e+00	1.188009021834842471e+01	-1.507050716431102444e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	8.637893880073793662e-01	3.540385925827664870e+00	3.698500975065342367e+00	8.694358440956765577e+00	-1.467380800600255100e+02	1.391381389882268227e+00	1.693398539718720741e+01	-2.811228371817724678e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	7.714284999175745838e+00	2.592087816872597017e+01	7.042390058088371596e+00	2.862017009943805146e+00	-3.643847651495054407e+01	6.201490703149199035e+00	1.271019031942963284e+00	-1.541864536477227965e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	1.827504450435837535e+00	4.554734704853306226e+00	2.229144305095943857e+00	5.163367380754266378e+00	-7.516736684068753505e+01	3.571304508944401324e+00	9.151321608954017250e+00	-8.702632502077325682e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	1.501991657732591889e+01	1.735788350651338963e+00	1.970987075451171577e+00	-1.529937354971327768e+00	7.986298417485945045e+00	2.570663594774352134e+00	-6.090942635715627773e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	3.758150459003646660e+01	4.588336045903560034e+00	8.254339482227218028e+00	-1.487795935480039304e+02	9.226168325602076337e+00	9.498253101787904606e-01	-4.799952822304240385e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	3.850963544816016082e+01	7.164420449016253301e+00	5.588888494431674125e+00	-9.741360370654003020e+01	9.048254310995693217e+00	1.184660165252515540e+01	-1.965495779862660299e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	3.824893194546646669e+00	2.446608625405746640e+00	6.323230358475297130e+00	-3.773531066611759144e+01	5.822692875189015460e+00	1.578916014685417402e+01	-5.392709946851077518e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	5.039316395366689960e+01	6.273232655252041212e+00	2.070575738313068292e+00	-2.821432650756595706e+01	4.944896937982976581e+00	3.405725184370044012e+00	-3.690272552593884825e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.906218409771663147e+01	3.784377934694759027e+00	2.153824503851958116e+00	-1.751938854480260943e+01	7.942449633782765694e+00	3.724266315494073165e+00	-5.016187388313635864e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	1.900205790325784250e+01	8.138650002302394881e+00	6.055208718741323937e-01	-6.202697557001233264e+00	2.471892165275046072e+00	4.620617018638614404e+00	-1.910342853054409673e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	2.882468024881704238e+01	8.212570074073791915e+00	4.071070495715234827e+00	-4.483702363168896454e+01	4.980277317043625196e+00	1.111188224223920606e+01	-1.616657592277360891e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	2.118178861588856421e+01	4.168183829285474040e+00	6.369165497886906557e+00	-5.865745976824355523e+01	6.043523085526992134e+00	3.472139901033997944e+00	-3.100360087764926220e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	9.667547091406412108e+00	3.183160291653702956e+00	8.247295764988306743e+00	-6.182867903330632942e+01	2.397679148739650490e+00	8.989799067546131539e+01	-2.616701251284292198e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	2.524823320821644757e+01	4.726151856732248469e+00	6.375891711391722616e+00	-8.498521398886350653e+01	5.015561087170889998e+00	1.791564071278954273e+01	-2.591201426578736005e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	1.844551489653794363e+01	3.277569091399749723e+00	4.802454340387859233e+00	-1.859037165327413632e+01	8.478960168024448407e+00	1.503519646825394851e+01	-1.037881561392661354e+02
