G	c	dx1dt	d2x1dt2	dx2dt	m2	Fc	p	d2	m1	W	d1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.283152144980515885e+00	2.490645869606412877e+00	3.376399776875302461e+00	6.799441963662741450e+00	1.884933950589615392e+01	6.275172450355597675e+00	4.522314055692651102e+00	-3.133884852911796060e+01	7.027008234244541462e+00	1.085770992059886098e+01	-7.089291307193231262e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.310582733768116626e+00	6.105382675505824253e+00	3.115175040272858187e+00	8.645040579480307130e+00	4.670087960724396936e+01	7.509441039273466068e+00	5.235062822299270557e+00	-9.834843253254186379e+01	2.369196379271700348e+00	4.477076450184303447e+00	-5.783703974858013908e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.782164880722317157e+00	9.002053701162409993e+00	8.907560359897386704e+00	2.864685573761724946e+00	2.901136805008090747e+01	8.088278649214027283e+00	9.206367075409827905e+00	-1.340510758950122465e+02	8.830221822724979575e+00	1.780913979811126424e+01	-3.015192547725568488e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.363801537248908069e+00	7.401255259408134890e+00	3.139764382278128707e+00	6.591056959128341219e+00	4.854569395934942122e+01	2.603290789963769392e+00	3.806102907922362277e+00	-4.449435969257968537e+01	6.899355182333007264e+00	2.223249051495561179e+00	-4.841423760838061696e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.629331462458243784e+00	8.483153548503052477e+00	2.806648545463557909e+00	6.192665588623008865e+00	4.962947295052543240e+01	2.244570274338767213e+00	8.186532768879841271e+00	-4.385803458232221175e+01	2.031690353464461030e+00	6.079266743182719424e+00	-1.145523926496002218e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.499460760738393628e+00	6.883343151772403523e+00	7.625427326758386748e+00	8.256572493528398837e+00	6.001430980694382100e+01	2.875899250203538315e+00	1.880287731076332181e+00	-1.039338994090270774e+01	9.493753614353435566e+00	3.167812522609037895e+00	-4.054160243801850072e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.308150852510870044e+00	7.473944796771040622e+00	4.744109408494746383e+00	8.986634797633636040e+00	6.554154474951853615e+01	4.315709709274398342e+00	8.320632854076258411e+00	-2.507141129150711123e+01	5.858391534051563099e+00	1.151284993878797458e+01	-1.518558408773295128e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.086317737140978679e+00	9.188217884355069032e+00	7.913115067685398074e+00	1.325033933176859247e+00	1.096774284554208023e+01	4.765065449105976292e+00	8.688248328077142091e+00	-1.507196423284562172e+02	2.008129904330194559e+00	1.601496707586376900e+01	-2.690139204613577704e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.174277649495757636e+00	3.288957965749619738e+00	9.588851712299707453e-01	7.456363391866357659e+00	2.271312373632417447e+01	6.997310420915530571e+00	2.774117844038429315e+00	-2.665679033827490585e+01	6.807128697175375720e+00	1.549433531289080124e+00	-1.511063770442006593e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.541876147510704342e+00	5.326627498321507836e+00	5.440842900510779678e+00	8.941632009936625325e-01	5.867818023528403870e+00	1.560971073602071213e+00	5.079507081130344659e+00	-7.914571072079063185e+01	3.113775830250334220e+00	9.291678369330488962e+00	-9.181523646018207785e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.532084216383831299e+00	3.283383521335048183e+00	1.553598327027576387e+00	5.988512351030881753e+00	1.952204419540269953e+01	1.603967242281029382e+00	2.519921877868721793e+00	-2.246114604228245160e+00	8.379172758093508477e+00	1.499969605522032956e-01	2.475499452512007981e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625111365120737617e+00	1.027750202429465709e+01	1.531495345311459477e+00	3.558025378258921734e+00	3.351064146737474658e+01	5.180153864806427144e+00	7.512037359079792864e+00	-1.418927363917636626e+02	8.473081726082208220e+00	1.367908172078025952e+00	-3.335392239562705186e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.804813728117418137e+00	9.250849097205907867e+00	9.295644825670940747e+00	3.790058239639721105e+00	3.481138899697123179e+01	7.314482062657411632e+00	5.966150321170982984e+00	-9.920066252572395626e+01	9.905945853758174380e+00	1.149401285468275802e+01	-2.014869361319577479e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	4.090887737194320195e+00	5.358356378383398955e+00	2.831858611323339048e+00	6.180647212106184618e+00	-3.299383540949628468e+01	5.490422809844004881e+00	1.807451457077738155e+01	-4.828493233442909371e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.866973848110053513e+00	7.538050792802163613e+00	5.362582334279530905e+00	6.242337517320528661e+00	4.996223582417550091e+01	6.549183575685178837e+00	2.799617416044436702e+00	-1.281811410952206032e+01	5.109025787705923527e+00	4.829875777393080938e+00	-6.693089260139745988e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424201572952315420e+00	9.290509128127169447e+00	4.700327364338654057e+00	4.423901318327017940e+00	3.657736333323644828e+01	3.201900422326592555e+00	2.474284242211235885e+00	-1.341412229122838440e+01	7.534450490693219038e+00	2.083535596621501895e+00	-5.076759618056017587e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.796173143517171944e+00	2.359723228895613367e+00	4.313930555482381912e+00	7.908085778137382782e+00	1.854275988678814002e+01	8.937724123988225244e+00	1.363005141837038359e+00	-8.232259410742310379e+00	2.866824121578563478e+00	3.410620176678899274e+00	-2.338653222049183356e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.341759324064843106e+00	6.261905546944643852e+00	8.732859623666460180e+00	4.612599843992571280e+00	2.860658451592454554e+01	9.381957939166282401e+00	3.762747788234055424e+00	-4.144354559021967788e+01	5.964941737365100138e+00	1.018931236223434134e+01	-1.450829690737911335e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.350609527317827130e+00	9.426174773531482032e+00	1.067969424779148691e+00	1.483007662675307481e+00	1.460151031088638263e+01	3.898625851596634995e+00	6.321340563990581529e+00	-5.132208525514555220e+01	6.065417694564368745e+00	5.690672980247903912e-01	-1.613865972710756225e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.076043199927218197e+00	1.212501808027201422e+00	6.905882647281369913e+00	7.888882033648143555e+00	9.811530199143494002e+00	3.595398147575121772e+00	8.788458854486531635e+00	-6.979520873283628646e+01	1.745988661020066557e+00	9.095312861587325415e+01	-2.374615761994118088e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.410674727048990995e+00	7.293847046819565527e+00	1.045777388007206632e+01	2.871969338128672611e+00	2.631694584228051070e+01	4.295876532866399700e+00	7.132148095943698252e+00	-8.753793603379405397e+01	4.991771862304766216e+00	1.791958893288074961e+01	-2.604131392056745540e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.003310010447237222e+00	3.515762780911627416e+00	6.103182545009770088e+00	4.990669964922727075e+00	1.618436831664227427e+01	2.804268498867510395e+00	4.866050251152302941e+00	-1.724179172776474900e+01	8.326403741646918988e+00	1.429825959660705337e+01	-1.000104930306217454e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.811886195797741461e+00	9.014916941014439189e+00	8.905306496162474161e+00	7.380204177555448553e+00	6.422259640320558560e+01	7.351604006656833334e+00	9.866703841146275522e+00	-6.734377891218241530e+01	8.230597134974299678e+00	1.999064663187735391e+01	-3.415798241555173718e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.817906086001858768e+00	9.601261818863479292e+00	8.759562856629943273e-01	4.029431206353923045e+00	4.209745397001535849e+01	8.829175509433268232e+00	7.035046061009993856e+00	-6.042794376420894764e+01	1.884851065847532592e+00	1.927482908023064878e+00	-3.625268202397823813e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.281860003485584265e+00	9.518963258936555150e+00	4.970817869371346731e+00	1.485902333311669654e+00	1.449233263263791827e+01	7.066851537643472625e+00	9.125842429833239677e+00	-9.748928662762166653e+01	2.375168334364131439e+00	9.248997494247035434e+00	-1.790433622380579948e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.867952767255024682e+00	4.857620396051355982e+00	4.027494151236781228e+00	4.401392170379690327e+00	2.325796539214400838e+01	7.202958449971573529e+00	6.101137406116681206e+00	-8.346827266230775422e+01	3.692909238488069068e+00	5.774715194031150745e+00	-6.930878168741426748e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424172140430902012e+00	8.640441361246349317e+00	7.499816520290711885e+00	9.269095611981155614e+00	8.202900837177701021e+01	4.370431229534724515e+00	3.210636157081292019e+00	-2.061220286095218057e+01	8.653006042073826620e+00	6.986214200597030910e+00	-9.018864447645140103e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.275989421749311070e+00	8.625375224786010264e+00	9.737579458817943845e+00	6.640395580314017110e+00	5.962661223496203178e+01	2.498223562254092034e+00	8.868191052947627107e-01	-1.202559465369686720e+01	2.300493357028746466e+00	2.355337247327770278e+00	-4.377458453360793555e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.090040611206680943e+00	4.204208217204424614e+00	3.427699804561560093e+00	6.998291183589441466e+00	2.646876979573897160e+01	7.396605745936525977e+00	7.933236265190526382e+00	-9.199061289522906293e+01	7.306989092113763462e+00	1.142000203926244239e+01	-9.006885514416792660e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.450864397655884597e+00	8.373289272254442750e+00	6.667175680574610297e+00	6.879107972620610134e+00	5.241372340602215729e+01	4.294689176617136006e+00	2.387140258478972932e+00	5.309229667579842271e-01	2.026471218880895986e+00	3.847557282684892499e+00	-4.868422050807817669e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.190002610328684263e+00	9.865112690724702205e-01	2.080481926744178089e+00	3.164143151964692535e+00	2.867789270775681132e+00	7.558504061058563650e+00	3.920001471270863735e+00	-4.656490268796970611e+01	6.745430254744933407e+00	1.441714824638283687e+01	-3.649848467486386028e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.331305556250175215e+00	6.308110344777782430e+00	6.374342915361209450e+00	4.702981614851895031e+00	2.991287201146839436e+01	3.824199038562467123e+00	5.818134589261449108e+00	-3.339354110270778619e+01	4.456597798928926046e+00	1.169589591437172693e+01	-1.311189412247914277e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.753376767422203164e+00	2.912483876008885364e+00	5.006103477974386706e+00	7.475667372071947980e+00	2.356331004057188494e+01	1.951366405988040675e+00	6.535307177237422493e+00	-1.893776673455416670e+01	7.674382401629590511e+00	1.637938499369034417e+01	-9.582389047652185354e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.204630784467934035e+00	2.238694735082243703e+00	1.003796721628612509e+01	1.922004553063659138e+00	3.688181427188206740e+00	9.915683566788777270e+00	6.750499157995582422e+00	-1.254410879760112749e+02	2.758988056755507845e+00	5.935232391575789279e+01	-2.480870546231388687e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.384027952149619267e+00	1.598587812094257377e+00	6.266650256059076440e+00	4.045122808316548024e+00	4.955338381081944021e+00	2.271092012964198048e+00	2.920888851534932051e+00	-4.035909421700398525e+01	6.732262101213214223e+00	1.778105479649429910e+01	-5.624301310916442986e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.167725386417284739e+00	6.512633766148575809e+00	4.179178445303549871e+00	3.227623688872825802e+00	2.422259259331026016e+01	1.010216054689147391e+01	4.608418695292466616e+00	-6.893076357106694729e+01	2.840335042406333610e+00	5.774886633510703859e+00	-6.608267044059897444e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.659136921691096056e+00	5.085728772882400328e+00	2.262866266750044542e+00	5.127939776766208269e+00	1.939236709044424245e+01	9.802435557459316939e+00	6.588432049632897858e+00	-4.199271670903195997e+01	7.121110378683081166e+00	5.462563928446159345e+00	-4.574418489677555755e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.152374886808863241e+00	7.562500398185023620e+00	2.656726708597664910e+00	1.018492147249027369e+01	7.142536763790829468e+01	8.160623288542284470e+00	9.618875255361013288e+00	-3.088519583959334369e+01	8.937044520647843271e+00	6.091785153003728581e+00	-6.901418739369644584e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.914370210217256840e+00	1.613016383155475353e+00	3.092176481671587762e+00	1.510078140171271066e+00	-3.907763203772818272e-01	6.512337128507309281e+00	7.200602984151688979e+00	-1.077603421964414565e+02	1.892064613313665156e+00	2.788982899318664010e+01	-8.326310831184893857e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.766453548694291165e+00	3.408857852830927460e+00	3.309289071729344833e+00	5.478644689392785594e+00	2.190023326142725324e+01	6.005662961641314190e+00	9.441149450839889212e+00	-9.079026846619763091e+01	9.413418989554289240e+00	1.400573934940787169e+01	-1.106969078745343467e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.255753029684399280e+00	5.448040283598116318e+00	8.826634599051129015e+00	2.769904959005029088e+00	1.548026380938565438e+01	8.999681149794131585e+00	8.020477316934568890e+00	-3.165405740493622133e+01	6.197162018185649046e+00	2.285539629349406709e+01	-2.635707832201531460e+02
