G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.113989237711974667e+00	2.620914586009868597e+00	3.608009869786488188e+00	7.109922524784180631e+00	6.101435608729842919e+00	2.501651459272057565e+00	1.557582217580541828e+00	4.493657365117975644e+00	-1.547462133438251008e+00	-5.766019745677541408e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.617405234631457134e+00	5.826404063081088935e+00	3.181148309919410444e+00	8.384709337513884364e+00	8.289775197376487270e+00	2.972575709025043089e+00	8.920976749224587277e-01	5.541990472068440532e+00	-3.281972417948193055e+01	-1.825702885869415937e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.800048307859198005e+00	8.879599908984543433e+00	9.074200400049978299e+00	3.095535427270852402e+00	7.750308088049854938e+00	2.263577470541449443e+01	2.400402906783730028e+00	9.006585313539371640e+00	1.180675577607701143e+02	-1.918513620710760703e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.558318839863770400e+00	7.901061369565057113e+00	3.182555018763268517e+00	6.656072808503513905e+00	2.262416306849603043e+00	1.548134899849990198e+00	1.028710638023758728e+00	3.683665430213669101e+00	2.713383404104243724e-01	-1.146132051481681202e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.087497059169850733e+00	8.010176160208702711e+00	3.193903123279758560e+00	6.106341940332672635e+00	1.904019591426791891e+00	1.795991030726759918e+00	2.875956668086047774e+00	8.996138219446171647e+00	1.851859143431240113e+02	-1.581017685918002691e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.443694133368041310e+00	7.332614784651446449e+00	8.234050985889785679e+00	8.945424134236873215e+00	3.505416143578832688e+00	3.657037348959645051e+00	6.419459326934497057e+00	2.017524479546828342e+00	7.791381936899287552e+01	-1.851722291529369846e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.339461276056959305e+00	7.347655326092755068e+00	5.362290223111573439e+00	9.385271027640481378e+00	3.725552343449346715e+00	2.158085990373362240e+00	6.486063370647721982e+00	7.622012265969201117e+00	3.707552586374806083e+02	-4.915922932204730422e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.069191063943303988e+00	8.650738618854495243e+00	7.655498609147864286e+00	1.274291423756003683e+00	4.684564655834606128e+00	3.379642041843174383e+01	1.673914582083805946e+00	8.786883321148785342e+00	5.894892203854280410e+01	-2.069079605425587332e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.366381395097871376e+00	3.584483910301484499e+00	1.810251494608352330e+00	6.601523885995269403e+00	6.627279547845912333e+00	1.629875644597842843e+00	5.487853757333134297e-01	2.882127395574472395e+00	-1.495838130866889948e+01	-1.332923224121142525e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.961449415716478129e+00	5.076024899051497563e+00	4.878766987834598723e+00	1.513303856904575362e+00	1.523878765366553978e+00	5.810062537912106251e+00	1.571204655311918330e+00	4.612622151292351091e+00	-2.573320794005363954e+00	-3.928795492726885330e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.125778442131427637e+00	3.136096011243938442e+00	1.574543590320337305e+00	5.897770695627836623e+00	1.310387845039582055e+00	1.729694759168551865e-01	2.314239902382681624e+00	2.424667330945379451e+00	1.394254428895712294e+01	-9.247307224978532858e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.853258430166103921e+00	1.000870602632729955e+01	1.371628603137864388e+00	3.544397690935713108e+00	4.637045021296329672e+00	2.009752917593651489e+00	2.667642959544158088e-01	7.410546399025808917e+00	-4.710444682710955533e+01	-3.780827753475608688e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.558015580335133876e+00	9.236329949147659590e+00	9.257299353337213432e+00	3.337822195995070462e+00	7.509314498850707231e+00	1.774188243153415812e+01	2.314878230357701128e+00	5.974611701491949312e+00	6.688526330613574089e+01	-2.764359533645938338e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.772552091971206778e+00	1.482971381037684999e+00	1.720504333049172274e+00	3.882201533332452215e+00	3.026226067995103186e+00	1.689889700631904468e+00	1.592465955288488999e+00	6.446772273860760016e+00	-7.014339011336078400e+00	-2.270943336900561249e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.478040678814608988e+00	7.428980091833762955e+00	5.460844786958421793e+00	6.573221830108399999e+00	6.335049421970575523e+00	6.211829837467940152e+00	4.403892657447471493e+00	3.085760073563382999e+00	8.657908296013091842e+01	-9.120360718914073406e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.383406643891166965e+00	9.277517460116685655e+00	4.829261142928119810e+00	4.308070999490610120e+00	3.322600973046923034e+00	3.953422938994809677e+00	3.063510348736691036e+00	2.349044262936012650e+00	9.177285760685093408e+01	-2.023844292506627340e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.631354844251960756e+00	2.865177532026740970e+00	3.932581402667221226e+00	7.434454900144245038e+00	9.522449491721626913e+00	4.925330213302149929e+00	2.089384532088598867e+00	1.736591274429188259e+00	-1.482228733777504193e+00	6.667304224280916181e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.491247932277187438e+00	5.952469172271389830e+00	8.866600996374156551e+00	4.532495546061613645e+00	9.093646229591890062e+00	1.785476273994673235e+01	2.959861388847174535e+00	4.049551149899694558e+00	5.320490929979905559e+01	-9.495078573284132517e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.150025424714101518e+00	9.314586639610324070e+00	1.581783664217808250e+00	2.097264782282805662e+00	3.449169339521568123e+00	3.376016015945860538e+00	5.802213955004366097e-01	5.867144416032735066e+00	2.023699650520423887e+00	-1.972052120318440771e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.377200560400079876e+00	1.268887722023712694e+00	7.584514496135152051e+00	7.973498028571880170e+00	3.048237395823287788e+00	1.971858233350892498e+00	3.865704425667189525e+00	8.958528549708923094e+00	1.164943011588076160e+01	6.962398257463374707e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.539768114687381839e+00	7.105799701837401727e+00	9.929243132126847726e+00	3.536965617797189765e+00	4.597245330545580266e+00	1.234493236899068869e+01	2.817547461656176644e+00	6.714926301054776836e+00	1.051200399570111301e+02	-1.990482827992712922e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.270140225180890869e+00	3.816022361291512510e+00	5.740064448253211715e+00	4.863708756420903612e+00	2.844378955395618025e+00	4.173459327095374150e+00	5.401265329398778903e+00	4.950094906458565092e+00	8.894398670636479665e+01	-2.533252607990389205e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.885214061010276776e+00	9.261782444169366357e+00	9.918279121550986233e+00	6.804808724983163692e+00	7.288152851776914076e+00	9.383826846304030411e+00	4.991601651137209217e+00	9.643505068231021937e+00	4.320377430769459011e+02	-3.541162097406376663e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.592056478638474104e+00	9.329795992732128340e+00	1.039236668337261138e+00	4.146873305607630122e+00	8.593729057098746793e+00	3.210783853301331980e+00	5.334330498253988528e-01	7.537980719436030874e+00	2.040735421188951904e+01	-7.352249668822815387e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.292970078688797209e+00	8.997417837488288939e+00	4.685075084760834230e+00	1.332557733044679393e+00	6.694379110398878119e+00	2.256689241807786317e+01	1.765893649711027136e+00	9.141144729720473094e+00	1.177295438188199626e+02	-3.109840359650991370e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.162091512082872313e+00	5.487410429393106526e+00	3.356543307058430514e+00	4.357150243027771985e+00	8.393750940063252841e+00	6.529378361385895779e+00	9.065353495918950788e-01	5.612213316940987795e+00	-1.935844372053867701e+01	-8.905755458552681247e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.513284192336831424e+00	8.418864434966957688e+00	8.108582005689591199e+00	9.620315124364333670e+00	4.418654560694969646e+00	3.425504676248702474e+00	5.620387993295256734e+00	3.364905730040528287e+00	1.530505850695117260e+02	-6.150442838799436984e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.338857191288317594e+00	8.678657562496809419e+00	1.008364309638879952e+01	7.301399256181527520e+00	1.970663190568578305e+00	3.741967898407969617e+00	3.409068337250711345e+00	1.276087815980139206e+00	3.588796388484284705e+01	-2.099940946446438250e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.102874119097513095e+00	3.887189557140842577e+00	3.180735140632572566e+00	6.686633140930415387e+00	7.256236136141097859e+00	3.598100204762652687e+00	1.236297889218943347e+00	7.609225610009974439e+00	-1.838793098753318489e+01	-1.996500321410908185e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.621535148923829439e+00	8.357729286359377951e+00	6.626685447848000621e+00	6.924663045396502348e+00	3.899489689616464361e+00	4.191649243752703313e+00	9.720971292250224494e+00	1.923266687418458298e+00	1.725092345381857797e+02	-6.837131168367602818e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.487747881458390431e+00	1.877331278584705387e+00	3.059566620260921077e+00	3.026065506517309878e+00	7.025524238850276326e+00	7.295082298968456058e+00	8.946527930823531261e-01	3.999285177284722881e+00	-1.388433199755511538e+01	-4.427390088909013421e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.769789179225280673e+00	6.416406637414478809e+00	5.940721174758444079e+00	4.592259971502192784e+00	3.311073173290969507e+00	4.648068225950687804e+00	4.794447197112605252e+00	6.220896747565355156e+00	1.685951174823341319e+02	-3.714432801904115067e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.856838252202445583e+00	3.280264877570393534e+00	5.235230541942566873e+00	7.920725160058455394e+00	1.469834367058665547e+00	1.239959138909154213e+00	6.500029707314163296e+00	5.998152183725541597e+00	1.111314779119378784e+02	-7.793430781704663524e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.343516040551019586e+00	2.164325818252775147e+00	9.369876547275143963e+00	2.357182924099825438e+00	9.826507837677088020e+00	5.131510466968181561e+01	2.107122274406000972e+00	6.657684048989137793e+00	-3.460728799439102232e+01	-1.297101249352630603e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.699368108553132473e+00	1.628174316387482001e+00	6.633907625504906314e+00	3.293621162573805883e+00	2.609402772369755485e+00	4.977621887166198356e+00	1.443706470248971030e+00	2.438060919230655710e+00	-2.152947177250807087e+01	-6.297732252579022472e+00
