G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	5.252380201078132416e+00	2.632427271683975167e+00	2.572489539789620139e+00	5.852929117502649881e+00	5.730772433752574280e+00	3.948496932175775243e+00	1.764146031911201673e+00	4.984221297463622413e+00	-1.278684552260360618e+01	-6.041732154823448298e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.994675304849749864e+00	5.891207168554923435e+00	3.666963541149435901e+00	7.963446044200393814e+00	8.214997292153910280e+00	4.140289057018359919e+00	7.108102543330349077e-01	5.691561656649930079e+00	-2.518730817469963057e+01	-1.867028937327282634e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.252349040781338019e+00	9.721590326281543071e+00	8.746355247348317263e+00	3.390671073284750037e+00	7.958634259305783054e+00	2.228350991467269893e+01	2.301090021911738503e+00	8.762391667984221755e+00	1.222306181065675759e+02	-2.078736346520161149e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.000011974016973504e+00	7.852756924629576751e+00	2.797819777086399728e+00	6.978760001581680861e+00	2.640677398803701781e+00	1.641308630026790727e+00	8.552348093936278373e-01	4.775874109240825227e+00	8.964482795065801923e+00	-1.340788846219510155e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.572036631583505706e+00	8.317545234840025614e+00	2.949631770553813759e+00	5.408231269664479868e+00	3.166844894785041831e+00	5.548027675715472284e-01	2.562445974263494630e+00	8.665529983993357277e+00	1.933693186010239629e+02	-1.527451735855015080e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.434329674628374907e+00	7.295788489635621765e+00	8.470143094671362505e+00	7.767190817703647276e+00	4.108544572699583952e+00	3.086437486736388180e+00	6.401645938885562437e+00	2.955935558378924632e+00	7.771405033785644889e+01	-8.001734586886420919e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.631035581770590159e+00	7.597267374696504483e+00	5.164732397241413864e+00	8.868995967121872326e+00	4.357652168786291469e+00	2.615093421180650246e+00	6.454347525945337338e+00	7.474282683136941330e+00	3.696709699513043006e+02	-4.474014497157419612e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.318973524665199903e+00	9.169034260273203785e+00	8.179524494845653138e+00	1.111220335234256007e+00	4.653498003968772778e+00	3.242287710350097996e+01	2.279919943704721064e+00	8.008634615447688176e+00	5.489158449259524275e+01	-9.429682030023351924e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.213707154948492573e+00	2.825930472969330420e+00	1.969041554931522775e+00	7.612270622971314182e+00	7.332966321123575604e+00	1.940596010455663878e+00	1.929000822756941069e-01	1.871050885765000338e+00	-1.522861106350227800e+01	-1.361044833479315486e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.126909958889775965e+00	5.137499511757472881e+00	5.364745209569307782e+00	1.855052091484414856e+00	1.178822275446976597e+00	4.787036319136086959e+00	1.761552788078369680e+00	4.203329326957748968e+00	9.571756331500001380e+00	-2.290925586199180630e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.828020824758155083e+00	2.538290297361574410e+00	1.861693680433464504e+00	5.740608791589111526e+00	1.845860323939269243e+00	-3.865614411576209775e-01	2.120465081386773143e+00	1.595603966449386846e+00	8.552016266034367931e+00	-1.029931380185123757e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.142817415764783817e+01	1.031555197377842070e+01	9.030458316716563072e-01	3.783660147696235487e+00	4.416365041328848662e+00	1.552625820909519838e+00	2.617914077310204424e-01	7.476894376180667656e+00	-5.890120436613592858e+01	-3.859187025082881206e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.019307313345253263e+00	9.895896863649646491e+00	8.558502721029334737e+00	3.304349940874462987e+00	7.541864615632919211e+00	1.768899094459886356e+01	2.272824577577349903e+00	6.286551999759048215e+00	6.403135573688088300e+01	-2.588860863102345533e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.096361286816243119e+00	6.465164597075199193e-01	1.623315192884680513e+00	4.216872678695136045e+00	3.674118384254634773e+00	4.246670560458598587e-01	1.137944007913963551e+00	6.736638519583432405e+00	-1.949207145522903417e+00	-2.474749624044281049e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.565196744687734398e+00	7.567605712432913911e+00	6.024616790686194712e+00	6.557839967923939639e+00	7.074651134546206421e+00	6.631505833686405005e+00	4.162397636366138798e+00	2.008387116431991526e+00	8.034652915804204554e+01	-7.735699391503308986e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.749816437686273041e+00	1.009062993275299291e+01	4.979486624955653085e+00	4.766651241189309829e+00	3.464116052642443044e+00	4.057061371498184243e+00	3.187399307072148247e+00	2.648038122639092773e+00	9.191646485344055861e+01	-2.132962768493835704e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586281612802257879e+00	2.494258897854792156e+00	3.865146607157690983e+00	7.861471356407803590e+00	8.692956727515497306e+00	6.403907925243625954e+00	2.097608294886807556e+00	1.835130302953716930e+00	-8.784551864336085814e+00	5.762017993472915656e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.857407391700071742e+00	6.286175292308112006e+00	8.970155753462224268e+00	4.223491587024232885e+00	9.018682967612877022e+00	1.800328169538656908e+01	2.916888408492114948e+00	3.711019523704608414e+00	3.614114283476229161e+01	5.257633380138099222e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.010293314295051204e+00	9.645775253538188210e+00	1.896594967934400522e+00	1.203461919286135995e+00	3.056783997794349617e+00	3.175639966247282953e+00	8.703597363566486500e-01	5.599695531037466978e+00	-6.654919865234039111e-01	-1.960625604045417703e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.566723343583837469e+00	5.708666941940705453e-01	6.590663711266993019e+00	7.873523627992289775e+00	3.360375132131355969e+00	1.980695354789779872e+00	3.683325447228871230e+00	7.890924837347808030e+00	1.810823233051312897e+01	-1.792000164330651124e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	3.539160199265290352e+00	1.179177400115991858e+01	2.284887797099569795e+00	6.770422187600656727e+00	9.597058957688598468e+01	-3.860923016496087712e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	3.692270281142089772e+00	4.397522821824019879e+00	5.260587275219505976e+00	4.533128381730000989e+00	8.882602589011669636e+01	-1.337204121876606200e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	7.449998812915778146e+00	8.409066393389219130e+00	5.430796362000139155e+00	9.530695159057923860e+00	4.360812517531229560e+02	-3.177577314746835579e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	8.488061343329743380e+00	3.615927792202168867e+00	1.155610444921114643e+00	7.734557144319872179e+00	1.766786924897379407e+01	-5.470576761030737423e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	6.767497654573977783e+00	2.365641195217822457e+01	1.802209117860719356e+00	9.216517972190215957e+00	1.237193012724231238e+02	-8.481411755398189367e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	8.410297335004942809e+00	7.195079290444503783e+00	6.790261877850677363e-01	5.849680321907603897e+00	-2.017695686067726868e+01	-1.003962001889209610e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	3.606624546579226376e+00	4.100186369786633200e+00	5.413923679479509588e+00	3.589089010117088030e+00	1.471872064250454173e+02	-3.340192177808791740e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	2.855572636853205282e+00	3.706326592470251757e+00	3.613765571430961110e+00	8.007448031486865681e-01	4.079749982777421735e+01	7.431643275856636421e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	7.552324156939746125e+00	3.285077442379535029e+00	7.187837535675110079e-01	8.569479940278286634e+00	-6.116288238504022701e+00	-2.168614884973691304e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	5.069609077120263763e+00	4.278338826205525081e+00	9.643449652070984257e+00	1.684966418967005719e+00	1.657023691382039488e+02	-4.734740572440095385e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	7.254952496159862818e+00	6.572367336166878182e+00	8.461992936999425119e-01	4.008368227399226491e+00	-2.032890494414294835e+01	-5.167786133968231610e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	3.561856249000548313e+00	3.345732883600486041e+00	4.816911536115943804e+00	5.169016707734568783e+00	1.567083349493038611e+02	-3.330350852213027846e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.949461072012360852e+00	1.182850534978517443e+00	6.486764229005383520e+00	6.140175514863817519e+00	1.131190192077286412e+02	-8.527013677417393467e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	9.401880625748878728e+00	5.151298779177338361e+01	1.773091799475525088e+00	6.485748567361676820e+00	-3.471975661497597088e+01	-3.108048479118413532e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	2.160159560157440595e+00	3.428227186528983950e+00	1.434623679208864244e+00	3.406509785000586099e+00	-1.181992276987909740e+01	-5.250959324834388653e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	9.968205541515132495e+00	1.287507906833001670e+01	9.889918432551257910e-01	4.290017657371723914e+00	3.842574602437213827e+00	-1.157376185979586936e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	9.630714210183398905e+00	5.027708321652545109e+00	1.069853174848609534e+00	7.267660477460453627e+00	8.873241422782079724e+00	8.980846089961646683e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	7.830339599976037235e+00	2.272735057877192766e+00	2.200254725556963553e+00	9.887720426534917451e+00	1.717254902835712755e+02	-9.870235338566130778e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	6.780986855530725776e+00	1.338353495146870564e+01	1.031069211711930222e+00	8.564779562689224690e+00	-4.798224138110617787e+01	-3.103028383334315521e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	6.224300785011360304e+00	3.416703050885018467e+00	1.039584376848603275e+00	8.326839220406675679e+00	-4.799357163618106270e+00	1.291064134234273411e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	1.005792074294798333e+01	2.915215084515735811e+01	8.717186219627206967e+00	8.124435231892762843e+00	3.657272191015666749e+02	4.782990840027502855e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	3.427716714113884677e+00	1.872559756106356721e+00	1.876952178533700666e+00	4.859054405947985877e+00	7.946751047580423233e+01	-1.360922237978110161e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	4.840138602119938405e+00	1.475322411260997413e+01	8.942052711553239774e+00	2.696352361211153514e+00	1.000858427797121522e+02	-4.345508803022889999e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	6.491319033769753943e+00	2.996179939968838468e+00	-1.089330181114707696e-01	7.560305758223960559e+00	-5.488488036617293631e+01	-2.367975426413956797e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	5.518625198370041396e+00	6.870683351460497690e+00	4.598683259048849337e+00	7.403507588963813113e+00	2.931144107418082854e+02	-1.859243277738125810e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.704232954641715203e+00	5.404801262636643067e+00	1.995486356827570251e+00	6.827445285087949678e+00	4.937146266325888888e+01	-8.088951803007194741e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	5.034225577632466475e+00	1.164190202660403850e+00	1.923786867374118748e-01	5.248665140021225639e+00	-1.084001604846094757e+01	-2.675265704586419702e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	6.111299388944106070e+00	1.079834170656472558e+01	2.805932233562677514e+00	6.056976954570259863e+00	-2.010094329104396493e+01	-7.264995127108896611e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	9.004642716753556542e+00	1.057179573210870593e+01	1.984052572873051590e+00	5.390511930858101763e+00	4.477231786995634621e+01	-2.857176725432417186e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	2.241812538933569687e+00	1.010158988030854577e+00	1.708132604931915210e+00	5.715168339510576345e+00	-1.583103348725539306e+01	-1.532710922646366392e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	9.217380002214801138e+00	1.765502237776652095e+01	1.005452461023606636e+00	3.305245075933429089e+00	7.411167011193025012e+00	-1.693502658120260662e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	6.594408011033017658e+00	6.829826159332837321e+00	1.414861210563909788e+00	8.011019168343828767e+00	1.376968839698227676e+01	-5.439065600309616144e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	8.667240489472481713e+00	5.643139998665494872e+00	4.495610962823573531e-01	3.259248593912156267e+00	-1.393407567403929725e+01	-5.607028166364890431e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	6.026639461816150067e+00	1.545380507961022865e+01	1.848491373458536868e+00	2.261775254235952382e+00	1.067720750025317500e+01	-1.124840800032622518e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	8.138854639394599744e+00	9.453916624695699156e+00	2.593465188383252240e+00	4.591275428634794764e+00	9.426209315383658804e+01	-2.259939881025001984e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	6.848769556831333372e-01	1.722538879007563306e+00	1.162386824862116974e+00	7.351211121118595315e+00	-2.726631196248089140e+01	-8.234556690255595868e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	8.828788773942058299e+00	6.824417265378845521e+00	5.857454893709449273e+00	5.391942742627717777e+00	2.120361445914395802e+02	-7.940962313921505755e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	5.015379374793949019e-02	3.560102434251385617e+00	3.316322803564207167e+00	3.896733112906018537e+00	5.225508086952681452e+01	-9.019750608550309856e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	8.871941952161655820e+00	3.679871859956893587e+01	9.720185758904277051e+00	6.000967254059713873e+00	3.224040352071023108e+02	1.142504604989306838e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	9.869575977841391179e+00	6.306787252911201236e+00	3.824947270689373902e+00	4.797323205779257194e+00	6.207010152980481621e+01	-1.654178237065046853e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.545450808286604083e+00	9.550441547204771009e-01	5.773105193930729850e-01	8.882892320711134104e+00	1.028101746413418383e+01	-2.294020191944128229e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	3.102099747401289687e+00	7.776197660904284881e+00	3.351771679858031927e+00	9.309154214376468062e+00	2.602534536515096875e+02	-3.951594395825081207e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	7.793894204252563185e+00	1.125389128856291165e+01	1.936823123304031169e+00	5.582463805957691427e+00	4.123323495959093066e+01	-1.151024433459186813e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	3.582874519904272859e+00	3.328082887018517511e+00	2.772759187211546461e+00	4.593592278090966374e+00	3.121246591408679905e+01	-5.927352351511452788e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	9.879357667502672413e+00	2.186820566040109437e+00	9.008184771058647122e-01	7.103965985081716283e+00	4.083267377619459459e+00	1.466601512916323458e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.102404263114698413e+00	5.294754164487823545e+00	2.666651960696476920e+00	1.462685634819353764e+00	1.748894766293327052e+01	-1.608396776756651825e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	2.663400315292621112e+00	6.801292166462124200e+00	3.142368543323222241e+00	5.002818260211877366e+00	3.710002670958110116e+01	-3.289416912080783462e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	1.056456195374222951e+01	2.946370178436080067e+00	5.611232070814784478e-01	4.086958258255679155e+00	-2.216273511896135773e+01	-1.348994228462636435e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	7.332554676034576779e+00	4.493680006966219054e+00	2.915144270942469085e+00	9.500042179494732508e+00	1.043022908470244801e+02	-8.580825553142201745e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	8.150347101257585436e+00	5.359128643494763367e+00	1.068825411472582143e+00	4.066594963565344223e-01	-5.607457319891734571e+00	-3.474933108890110312e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	3.025573799434360112e+00	2.995005933566790901e+00	1.728402760555122430e+00	6.668820252269355819e+00	-5.552429483721634362e+00	-3.169772978834234323e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	7.292275550406401408e+00	6.227711589631084621e+00	4.291331623589464961e+00	7.900688222959209916e+00	7.127190995558221687e+01	-1.126343794923385877e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	6.130158099301609376e+00	4.494014202906716271e+00	5.279952197480204390e+00	4.894120624497020344e+00	3.747037725254440943e+01	2.600281675066387077e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	7.127521894352453202e+00	1.716785444488593981e+01	2.424653598417480183e+00	1.581450204363032075e+00	-7.910328482218626611e+00	-1.669148544833875647e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.883995029458763071e+00	9.601040365879056182e+00	2.704775468315740117e+00	1.057189565087357153e+01	1.651177441207063623e+02	-4.646752834410690980e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	6.170439578353476229e+00	7.158784935379244985e+00	2.310984205893673149e+00	5.890237205699711431e+00	1.228616289865714961e+01	-1.171874003802030328e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	4.230254231605588444e+00	1.015304538124183420e+00	5.038650785621060502e-01	5.998325766022223782e+00	-2.678577424445593635e+01	-3.692730142977502084e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	3.296020385017980558e+00	9.586364935087424044e+00	5.961176067109711596e+00	2.699643010886310091e+00	1.282816962530155251e+02	-2.371738914439311396e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	7.403674667322138525e+00	3.210286393697909091e+01	4.664178462980266282e+00	5.694254922991770940e+00	4.634192008969575483e+01	4.627141152569398397e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	2.572629524002975288e+00	2.975012308030132502e+00	8.038299722474933517e+00	5.270953645310259006e+00	3.556186038974722692e+02	-4.579171871823338513e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	7.202421114359902177e+00	3.743558317290700543e-01	3.765552984809534820e-01	1.873137104544708942e+00	-9.810800551203989528e+00	-1.806051711323579312e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	2.769410344956610093e+00	5.306808658218077346e-01	6.356633264266084993e-01	1.795541193868421370e+00	2.431903781165424050e+00	-2.766568675690615109e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	8.060103881186005736e+00	1.319731251407989170e+01	2.702937929278106388e+00	8.981459666503250006e+00	7.454666147092980566e+01	-4.821039661973163248e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	8.179011589377584102e+00	1.137046725785449297e+01	1.192763441160113302e+01	2.987270569078079419e+00	3.221592840808396545e+02	-1.256799011571406943e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	3.559222709854192424e+00	3.313747490200839252e+00	3.021062368882320381e+00	2.285725323521529795e+00	6.950328122684111065e+01	-5.966331971924189403e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	1.479086872121977425e+00	1.163935136398353887e+00	2.839011585023922368e+00	6.414648430412153601e+00	5.200501119017984308e+01	-1.593193765374156534e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	2.236366350792367896e+00	5.079256070448275873e-01	5.234412605403483409e-01	8.186886562735969264e+00	-2.616871893356533363e+01	-6.963206118513258502e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	6.219975670546546986e+00	3.931209882210239925e+01	1.924740411844165111e+00	1.126968217983225440e+00	-6.684445732077666236e-01	-1.008458305484463802e+00
