G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	d1	Fc	d2	W	m2
1.000000000000000000e+00	1.000000000000000000e+00	5.338102072069635717e+00	3.331742766565950475e+00	2.889955549028279336e+00	6.517782727427256617e+00	6.845933343442956343e+00	4.406812722392221104e+00	5.161840893931069374e+00	6.376563304404300858e+00	1.728237451965608784e+01	1.369270115739439131e+00	-4.237287435370606545e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.725192012894217086e+00	6.242438722053079481e+00	3.920077956623448934e+00	7.609680522873169650e+00	7.975846759394341845e+00	1.382582408937320295e+01	4.982987853961061475e+00	1.654481173678432615e+00	9.941537034793716998e+01	2.633858186070792140e+00	-1.868295357247588981e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.737161266651150449e+00	9.012590745027113215e+00	9.126222766674196407e+00	3.867849476105488460e+00	7.798624793636090402e+00	2.255891084749670839e+01	9.054115028441946933e+00	8.209404849994228925e+00	6.778776721311608355e+01	9.200485089806363703e+00	-1.945839724497629504e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.942566564424075715e+00	7.825202247417346157e+00	2.627214375107203903e+00	5.870332978282993608e+00	2.146428331779571153e+00	6.058219706999843801e+00	4.616924359375460085e+00	7.109576740114762927e+00	8.161216941032080285e+00	6.907161669947619487e+00	-7.729775848474346276e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.599235796012567157e+00	7.617793803267475461e+00	2.916002922604973957e+00	6.186143482711313979e+00	1.808006261284422544e+00	7.092760201023230238e+00	9.672531248591875297e+00	1.905904661951154377e+00	6.229409002283593111e+01	5.017926266432049864e+00	-4.416900208879461388e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.790096873580623305e+00	8.359724941673928100e+00	8.129990527991816762e+00	9.414704253914868204e+00	2.852369589212673695e+00	7.298527253187974573e+00	1.050758426208022289e+00	8.761249472237086167e+00	5.966177615433496229e+00	4.768631148053049884e+00	5.086583662741662692e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.496102560459960484e+00	7.524293643758776184e+00	5.627118521497850523e+00	9.807722379184202310e+00	4.417835251627511894e+00	9.668469289209310702e+00	7.224157386477540577e+00	5.622142665393188743e+00	4.068356945458361196e+01	5.883251086883171332e+00	-2.423565709616694221e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.984868240611964652e+00	8.992079583018030675e+00	8.256346617413944600e+00	1.339673484332449815e+00	4.661726304384762543e+00	1.452014111003006569e+01	9.267189118242180612e+00	1.968711468852861524e+00	2.020600957470787478e+02	2.364752690083969933e-01	-1.057212367118246912e+05
1.000000000000000000e+00	1.000000000000000000e+00	6.983161735912373658e+00	3.231050057656962515e+00	1.856775465749737064e+00	7.057380384162310172e+00	7.532613758945637450e+00	6.348806060888441571e+00	3.185791054131972277e+00	6.662521586914805560e+00	8.496618180868019010e+00	2.278091496715280329e+00	-7.485642347298770574e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.171529765448116933e+00	4.126651750108165650e+00	4.940708376220707798e+00	1.865294194103179093e+00	1.378273193839442357e+00	2.554518969800541495e+00	4.534661254582947443e+00	3.608651336882065852e+00	1.133572326863724911e+01	2.574465821817580213e+00	-1.497949757435744232e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.335553313987954072e+00	2.843270210884929927e+00	1.353810011805570257e+00	6.139694777070319631e+00	1.197854242174883010e+00	2.282087136560214446e+00	7.136248337495048055e-01	8.861542885523759239e+00	-1.452361787642799662e-01	3.593576356606422717e+00	2.662258863046449733e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.489318773692732023e+00	9.931262644640744597e+00	1.381603420211358735e+00	4.358815282869956675e+00	4.944296707125699797e+00	1.420234277682647850e+01	7.403813292823392622e+00	8.671161615226708363e+00	3.962350295485134666e+01	8.249946381443626464e+00	-1.077848906512267422e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.054332040099321688e+00	9.038776564276103542e+00	9.050283549512728953e+00	3.688602326489683669e+00	7.071788163744347600e+00	2.146703487665791954e+01	4.985603264160152648e+00	9.726724868615054476e+00	3.401386945230025560e+01	3.825922168713451921e+00	-2.232476472805991943e+04
