G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fc	d2	Fg	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	7.811997145277723043e+00	6.135985695631902992e+00	5.339632907430694964e+00	2.835585123087725812e+00	3.389162153720681747e-01	6.323948441196926673e+00	2.005398563014771096e-01	1.251469816059111340e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	8.939246752125770357e+00	9.099051218836732957e+00	5.295723356680010596e+00	6.110430278032961127e+00	1.430958817603985578e-01	2.337894726647884447e+00	7.077354837278446720e-01	4.094473091479907678e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	3.177008918494708123e+00	8.670140540088056014e+00	9.104066743826964014e+00	-6.694563882264177312e-01	3.593222927539271305e-01	9.264744893715567642e+00	-2.774144248960949341e-02	-5.075015432984434360e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	6.251134141750118722e+00	3.071493532008065852e+00	4.084481064579708942e+00	-2.805740958461223844e+00	2.108862628717008969e-01	5.924496008925136614e+00	-3.905940761060289201e-02	-8.587236261715183172e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	5.868183176820294555e+00	2.795347955637677462e+00	8.906530724004316113e+00	-9.947972163464932294e+00	1.179663618044809459e+00	3.894707582614413077e+00	-1.334467807932284700e+00	-3.266293041520725637e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	8.720195685027086085e+00	3.586436187155313871e+00	1.173897370437505527e+00	3.421085164409905399e+00	2.473585160006623873e-01	8.869417053586211352e+00	1.549668496882067870e-01	3.244860885629228697e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	8.532403973062530511e+00	4.877141378091901736e+00	7.868023831830956993e+00	-8.575684686393078238e+00	1.763739824480663465e+00	6.168825019442506274e+00	-1.393608344168288271e+00	-6.964427701806443771e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	8.637893880073793662e-01	3.580780909845354909e+00	7.643288132575813520e+00	-1.093694626646815049e+00	3.647587547932245045e-01	1.391381389882268227e+00	-1.073737366331394966e-01	-3.800374216978429920e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	7.714284999175745838e+00	7.656407272939711461e+00	2.560934617868895202e+00	7.923741636743746319e+00	7.666613849314346529e-02	6.201490703149199035e+00	4.331619768904886314e-01	2.318803813315104989e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	1.827504450435837535e+00	8.995182201440498071e-01	5.597318062796055038e+00	-1.222683506722660018e+00	1.898431447469289823e-01	3.571304508944401324e+00	-2.212957435432054420e-02	-7.418412009337568280e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	8.148988483337687994e-01	2.916283991550873367e+00	-1.766811802444011814e+00	7.286742518575113348e-01	7.986298417485945045e+00	-5.254839472520398541e-02	-4.096476167144793123e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	4.906222116135309896e+00	7.421018513404952444e+00	-2.509276820818477471e+00	1.802536835452499542e-01	9.226168325602076337e+00	-5.305757997003911208e-02	-1.230585143542684001e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	7.780347996727558169e+00	5.707284456540966389e+00	1.361193298364782311e+00	2.335281171889996010e-01	9.048254310995693217e+00	4.874774092058131031e-02	8.472185678775240314e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.408813086974141981e+00	6.421480845168193952e+00	-4.166599230174039548e+00	7.706048643107368257e-01	5.822692875189015460e+00	-2.496491223066890364e-01	-3.775528561687651496e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	7.125518269257374193e+00	2.264471480485586774e+00	6.575384849427994283e+00	2.245419012066326714e-01	4.944896937982976581e+00	1.102498852146195363e+00	3.886823147570467096e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.645079332259461236e+00	3.354849297488515347e+00	4.067738559047758828e-01	3.414317393184491123e-01	7.942449633782765694e+00	3.331169886667624536e-02	6.313658220451319192e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	8.805567030708592924e+00	5.313286305600748438e-01	1.440438593116956234e+01	1.385174553868268044e-01	2.471892165275046072e+00	5.271435834498863215e+00	2.227602198530010291e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	9.145011262147303199e+00	3.043855935048565442e+00	5.995697463978715724e+00	2.168042195657647331e-01	4.980277317043625196e+00	5.313205218838080723e-01	2.649760480971976140e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	4.809031540199660171e+00	6.533848961031681668e+00	-9.420556041124591440e-01	3.887728095711292520e-01	6.043523085526992134e+00	-1.956575057576978235e-02	-1.440485930274252091e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	2.916575152001810611e+00	8.835446191325026177e+00	-1.139582147339094220e+01	8.104164495850404437e-01	2.397679148739650490e+00	-1.792593296662345459e+00	-1.430015002520943712e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	4.567146030359245046e+00	7.026938997583626723e+00	-2.076561300659180542e+00	4.066929458592301594e-01	5.015561087170889998e+00	-1.057018344538927235e-01	-8.390980579844591336e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	3.246492379239191095e+00	5.032164081826105750e+00	-2.150266237060578511e+00	7.529934405232525663e-01	8.478960168024448407e+00	-1.096296629067601697e-01	-3.375278757290731235e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	6.951800828225354500e+00	1.068085031451703060e+01	-4.526450268199227800e+00	8.430362414168188767e-01	7.936303931041003068e+00	-3.475605892935988428e-01	-3.024353089007962403e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	8.865164697964923235e+00	7.503950718526282593e+00	9.645943702268957587e-01	5.089194500663093423e-01	2.169452788577007851e+00	3.378275730072594629e-01	2.192973899211309863e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	7.858118710391465811e+00	9.532391310623175684e+00	-8.917449807852064758e-01	6.371568400367841889e-01	2.837048885283376176e+00	-2.083323646435158438e-01	-4.026891278967016374e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	8.284794852861727676e+00	6.877379526052493475e+00	2.911518767936996710e+00	1.804085960604467354e-01	3.724301445610156414e+00	3.000169983773481874e-01	5.548571352502740250e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	4.106243055412300613e+00	3.295251194512268000e+00	2.982130814711224875e+00	3.712487257287815923e-01	9.502668129406572461e+00	1.728963479352580990e-01	1.971998271463707209e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	3.482574807901907654e+00	2.422529346919321203e+00	1.554476905243278084e+00	9.713207105467788760e-02	2.667663808224838728e+00	1.002899357977944106e-01	1.841435823035409425e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.706818127545378871e+00	6.378818809950391966e+00	1.874806788463465324e-01	4.522794659450015686e-01	7.266144982940724972e+00	-2.268583996275477799e-02	5.566682268328577987e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	1.454298561762616959e+00	3.610146886223512208e+00	5.540584248903732689e-01	1.959714055336286398e+00	1.892491699157502705e+00	1.441269820014798420e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	3.358514705346787199e+00	2.295171395694462824e+00	1.949159269536285266e-01	7.080698150969955584e+00	1.303134776945519269e-01	1.708577398859954188e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	6.112626599682356776e+00	-2.795221579195617867e+00	7.370074722970494374e-01	3.345272752565412677e+00	-3.038161756237640621e-01	-1.971291275031695100e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	7.052992439286116522e+00	-8.460823833791838666e+00	1.219989368765812987e+00	8.454759521302021241e+00	-3.993876349476704335e-01	-1.110416622890854654e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	6.081114691746037693e+00	1.699037052115888624e+00	3.188079000638306404e-01	3.788037582585002561e+00	2.022267009233443824e-01	5.769847906094074386e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	3.846524787875568840e+00	3.032984894666796549e+00	-7.834558597611403219e-02	7.180485980717910000e-02	6.724878152436009060e+00	-6.329187338778468827e-03	-4.200590733261917037e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	9.330974930343428397e+00	5.645018675964006860e+00	4.747788017288266715e+00	2.108170205664787744e-01	3.563951628565570129e+00	6.167780386526767744e-01	1.026815288057749020e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	9.362134028787393092e+00	7.413203974190074597e+00	3.973739664491833690e+00	5.935090797886674041e-01	7.121376569605879503e+00	4.654640697623816381e-01	3.211411846494553135e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	7.876229477995955186e+00	9.506797547122534553e+00	-3.907480662824096562e+00	1.701721875053593847e+00	8.883900938766112532e+00	-6.538897543948631874e-01	-3.733702029954748980e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	6.651104444795805648e+00	8.025189483505197785e+00	-2.496867429568631058e-01	3.254280124682354947e-01	1.992649096462211000e+00	-2.167314019939706182e-02	-8.853386213376658598e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	6.267234318332401521e+00	9.489638437596013887e+00	-4.385171698476514557e+00	5.579689123245539228e-01	9.049489167583512739e+00	-1.949699121875742291e-01	-2.752139683757715449e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	8.528068638337057195e+00	7.498121750029476118e+00	5.923279764159261607e-01	1.303032642011819453e+00	6.285317663078892281e+00	1.439738494678342862e-01	1.414769307291266598e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	2.957013674189905128e+00	6.559873431343461014e+00	-6.632028469632143874e+00	3.805640733528818376e-01	1.232189782117644405e+00	-6.762969633565050209e-01	-5.283143509500164425e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	4.732829346518428792e+00	2.468269659961741080e+00	1.274608683955872568e+00	7.638098107151900518e-01	4.457231203478189130e+00	3.279730743875644006e-01	4.598018813121100834e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	6.414503945074219615e+00	7.068393525307982372e+00	-5.332288215323413016e-01	2.323068575994505780e-01	3.504424492314606177e+00	-3.741624945646002121e-02	-4.241120913351532906e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	5.324008774069013405e+00	5.854202239133267760e+00	-3.620389731083776930e+00	6.474425626150598356e-01	7.611857628304437462e+00	-2.081077617611392649e-01	-2.084999577916748947e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	4.534009625249582953e+00	5.455046786845051621e+00	-2.918717475434442932e+00	2.524890927832108556e-01	6.688590170731946394e+00	-8.423993608340939188e-02	-8.853193145655982033e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	4.413747261359129759e+00	5.250873501411324362e+00	-1.737853474786068331e+00	4.586126922082442992e-01	2.609195455079753145e+00	-3.056873057161680340e-01	-3.622313007330845158e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	5.358392603691819467e+00	5.932447640255132271e+00	3.351741154281770996e-01	2.777167169966595073e-01	4.928149265943522650e+00	7.672992951766407013e-03	1.605096750753131629e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	6.912747849029598157e+00	3.391216377333059917e+00	5.328746119701754935e+00	2.453035636717388057e-01	8.817601702354080473e+00	2.856328049826085125e-01	3.270064249832136838e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	2.741215618289287725e+00	5.962549301061319973e+00	-2.409869814828472290e+00	7.152486306847966047e-01	1.012841427410245920e+01	-9.464112284744052861e-02	-5.068262272063006613e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	9.077628771928514695e+00	2.801456303786727720e+00	4.722822364409897666e+00	1.667455738001382692e-01	5.676977931201132144e+00	2.890200401355918491e-01	1.918090745756019899e+00
