G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fc	d2	Fg	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.283152144980515885e+00	2.490645869606412877e+00	3.376399776875302461e+00	6.799441963662741450e+00	6.155409693265429638e+00	4.670845477162441028e+00	2.830253980599430896e+00	4.019371391751105915e-01	7.027008234244541462e+00	1.973921929048472745e-01	1.240152820397599776e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310582733768116626e+00	6.105382675505824253e+00	3.115175040272858187e+00	8.645040579480307130e+00	8.010579521038309281e+00	4.516145004843828303e+00	6.102110807912762169e+00	1.804765610082398608e-01	2.369196379271700348e+00	6.783423708825870868e-01	4.045167008693926203e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.782164880722317157e+00	9.002053701162409993e+00	8.907560359897386704e+00	2.864685573761724946e+00	7.875931938324740145e+00	8.939534653146541388e+00	-6.728161334162113816e-01	3.562026133481231427e-01	8.830221822724979575e+00	-2.353093397152876756e-02	-4.912671620294373764e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.363801537248908069e+00	7.401255259408134890e+00	3.139764382278128707e+00	6.591056959128341219e+00	2.071857699709672485e+00	4.279802679661924181e+00	-2.782650871359253930e+00	2.682166486222253288e-01	6.899355182333007264e+00	-5.740121465469245204e-02	-8.607694936619725290e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.629331462458243784e+00	8.483153548503052477e+00	2.806648545463557909e+00	6.192665588623008865e+00	2.138907077366533738e+00	8.727461482441022156e+00	-9.984298168170889554e+00	1.206045710968402629e+00	2.031690353464461030e+00	-1.346540504146308992e+00	-3.259335439240805155e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.499460760738393628e+00	6.883343151772403523e+00	7.625427326758386748e+00	8.256572493528398837e+00	3.621612912603506818e+00	1.251667166978630341e+00	3.444518172084507945e+00	2.299151315637031068e-01	9.493753614353435566e+00	1.641448781514549538e-01	3.262722255659664672e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.308150852510870044e+00	7.473944796771040622e+00	4.744109408494746383e+00	8.986634797633636040e+00	4.131589023327840948e+00	8.057698742379114876e+00	-8.551503067111664080e+00	1.735910717442628259e+00	5.858391534051563099e+00	-1.396753429192888030e+00	-6.965400109070423618e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.086317737140978679e+00	9.188217884355069032e+00	7.913115067685398074e+00	1.325033933176859247e+00	4.925910584630344147e+00	8.717534705098049841e+00	-1.093911311000900666e+00	3.309721431832129412e-01	2.008129904330194559e+00	-1.152443078111888841e-01	-3.698053106648697685e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.174277649495757636e+00	3.288957965749619738e+00	9.588851712299707453e-01	7.456363391866357659e+00	7.075467683919309358e+00	2.515530287514624153e+00	7.920624448180442201e+00	1.596712529334649577e-01	6.807128697175375720e+00	4.355463484348436887e-01	2.319064081731553539e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.541876147510704342e+00	5.326627498321507836e+00	5.440842900510779678e+00	8.941632009936625325e-01	1.137323856322220994e+00	4.924332208444362813e+00	-1.225657464031701727e+00	1.560838436319204048e-01	3.113775830250334220e+00	-2.092754404955727079e-02	-7.458878613168854477e-01
