G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	Fg	d1	Fc	d2	W	m2
1.000000000000000000e+00	1.000000000000000000e+00	4.629302474423911740e+00	2.370699739312849275e+00	3.949354150846201783e+00	7.040814096632677099e+00	6.129453521159459406e+00	5.276669703037553560e+00	4.244560773150163335e+00	6.745075572639234629e+00	9.707643453110076592e+00	1.797194556381745079e+00	-4.335212265100938566e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.706536727141150678e+00	5.992986801803766639e+00	3.131759590892654099e+00	8.562265066812367209e+00	8.367745723827281878e+00	1.559841254987520109e+01	5.623384943225475219e+00	2.414682079963405670e+00	9.856147975644687165e+01	2.817087296825178999e+00	-1.884347591231932893e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.736324742773260432e+00	9.531454682977139825e+00	8.885044532352530666e+00	2.387165469284266983e+00	7.897061018674393473e+00	2.223534181400419385e+01	8.409669395616944598e+00	8.952850838721406745e+00	6.541946295608408946e+01	8.730013661979764805e+00	-1.894931844320453092e+04
1.000000000000000000e+00	1.000000000000000000e+00	6.298100110689214937e+00	7.928795872065919070e+00	3.366929814024524070e+00	6.960220047928677545e+00	2.305301188903738030e+00	7.033208816829394472e+00	3.716749806315229332e+00	6.483001869044376697e+00	9.509989079606384621e+00	7.842012137631097168e+00	-5.842121276484569989e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.680440664052745170e+00	8.697789803598476865e+00	3.584756638081188829e+00	6.394787423233350587e+00	2.841915211644484351e+00	6.475875076733908386e+00	8.781168121247066694e+00	2.211278868576548540e+00	7.074285781568345044e+01	4.122973554309600885e+00	-4.043219813452295512e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.307565464767649566e+00	7.023547571733995909e+00	7.814216957687353471e+00	7.998575157310193084e+00	3.520686452875811057e+00	9.202690344758309493e+00	1.442287036924659427e+00	9.693425062216002530e+00	7.377375666904860907e+00	4.608053686132865145e+00	3.247604123826305909e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.054635011063992600e+00	7.322974035521393255e+00	4.986848354742477341e+00	9.406311486909984865e+00	4.459899696878581565e+00	9.815410071668017267e+00	8.419640307986327343e+00	5.757661001251996424e+00	4.132865244946113137e+01	5.991923056906102829e+00	-1.665818036965178180e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.737460583966752736e+00	8.355288829197055733e+00	8.252370859276940251e+00	1.395905023156521985e+00	4.968350703065066654e+00	1.325331279178359445e+01	8.564644712152107431e+00	2.159277830767097228e+00	2.081671612729268190e+02	6.686911583654704394e-01	-1.058989850608197885e+05
1.000000000000000000e+00	1.000000000000000000e+00	6.532752830851846326e+00	3.511768796202549225e+00	1.352631842063758194e+00	7.218231103676568949e+00	7.299243692956877361e+00	7.308818480723632049e+00	1.752763579987955955e+00	6.660025785146042487e+00	7.906929970007100295e+00	3.205285446301697760e+00	-1.578170572360999813e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.937875459762010699e+00	5.384468609548628493e+00	5.294009462549668754e+00	1.044525906966250250e+00	2.071931062110187405e+00	2.394662745333608456e+00	4.927966472083626037e+00	3.281512320016656048e+00	1.284376320814879691e+01	3.000632653384107229e+00	-2.464559303266814823e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.457380777874639932e-01	3.183573884766340178e+00	1.158365920618600775e+00	6.124500762420490574e+00	1.357265882658931888e+00	1.752519537394515048e+00	2.641329654890850698e+00	8.349760770095764784e+00	3.772078260175165454e+00	3.219547551919671236e+00	2.577882171667147304e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.396172426732116278e+00	9.897547718018389062e+00	1.865884069202902396e+00	3.861311295667164689e+00	4.525299165594772077e+00	1.521128325346395016e+01	7.243834492892264443e+00	8.102171681978523665e+00	3.922661119227707616e+01	8.354351544036472177e+00	-1.153888325320851072e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.704881572523648359e+00	9.574173023429887408e+00	9.236757055290196305e+00	3.606110971016487365e+00	7.097563963920148211e+00	2.347279791962001028e+01	5.446196222700307565e+00	9.341206607648548044e+00	3.791430482489225540e+01	3.493564369751344323e+00	-2.271361013056532101e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.363754473623769226e+00	1.330439041284316559e+00	1.959182025389068382e+00	4.296027688864377581e+00	2.671122550931642969e+00	1.920725866495886613e+00	6.689572073485503978e+00	5.431937451143092233e+00	1.916669476343484835e+00	2.123659364583209808e+00	-1.073805611903321733e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.579676869228509251e+00	7.412657658924625359e+00	5.525502729657130629e+00	6.496029692837592684e+00	6.574393223345213144e+00	1.715894658313533228e+01	2.636246545293018162e+00	5.386211057623647491e+00	2.745162504956525140e+01	5.188275596908648701e+00	-1.498970915010991121e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.794480917856724034e+00	9.605413942400884864e+00	5.217077694647389130e+00	4.246093592332691458e+00	3.522890140474242315e+00	9.866436690242425200e+00	2.638104582595661718e+00	8.116792919372146642e+00	1.373068361188222397e+01	9.051191281373242248e+00	-6.266635254792639671e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.874981540179126771e+00	2.272966505950427152e+00	4.425147487077640385e+00	7.509434990654093589e+00	8.726308026484726810e+00	7.586964780483631543e+00	1.081659117430984640e+00	1.681063985232883695e+00	1.859740063062845650e+01	3.106881483929615051e+00	-2.018128921426094280e+02
