G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	p	W	Fg	m1	m2
1.000000000000000000e+00	1.000000000000000000e+00	4.299463407665665926e+00	2.682709314346150897e+00	3.291048934950922877e+00	7.140729255582748181e+00	6.197741998112785033e+00	-1.355870612804722342e+01	-6.424893806206711133e+02	4.472100294133073639e+00	6.954302306022889901e+00	-7.168243782829893007e+01	1.400205565137068842e+00	-2.472506644128201970e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.547921773933774503e+00	5.865242963374164731e+00	3.195856005594738036e+00	8.140655218709014207e+00	8.300990824734173046e+00	-5.054692130928052052e+01	-2.659840744834934412e+03	5.303796073135353062e+00	2.582290618572461227e+00	-9.946401195666311423e+01	2.710580660213527171e+00	-1.471560361816789191e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.559572616627940000e+00	8.903933353468652001e+00	9.178127664406654063e+00	3.200141469681838213e+00	7.756156988490354287e+00	1.691688215174348642e+01	1.012350867624284319e+03	8.613836715691144619e+00	8.852906852703826601e+00	2.652010677723097487e+01	8.510498953155881452e+00	3.364516043474775870e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.406129135503583427e+00	7.611862026341022158e+00	3.312865324825396307e+00	6.556624475706692046e+00	2.402232666918127535e+00	3.513660299793029651e+01	1.505610334716601074e+03	4.042719293863710206e+00	6.562646944812869698e+00	1.863373233163171108e+02	7.883185544479346163e+00	2.665155277946635124e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.365299931006597411e+00	8.272323139961031302e+00	3.402373019192746817e+00	6.231954670766888249e+00	2.306818541564230607e+00	1.596960157801703595e+01	6.835817816680976193e+02	8.831966311535607517e+00	2.388686995340561392e+00	1.415626435065038002e+01	4.210314228976860917e+00	1.190018902942426848e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.370643745891430232e+00	6.987066526959863744e+00	7.722312668424518023e+00	8.439276761458947007e+00	3.336977463741672700e+00	-3.352965075307354681e+01	-4.475969847002740607e+03	1.766508895152003600e+00	9.711252491412135868e+00	-7.701232222529316687e+02	4.372271393278634122e+00	-4.216186618314341104e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.579747896890207448e+00	7.309849508049344635e+00	5.020146154649147263e+00	9.153291833703191216e+00	4.227129380632895561e+00	-3.622332671402320159e+01	-3.344812223613791502e+03	7.981219209674136117e+00	5.713987992271525762e+00	-1.173573074959362970e+02	5.709594116538251107e+00	-6.044295522253310992e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.803606512579555954e+00	8.573087275220858672e+00	8.046170908094115504e+00	1.056506843022144260e+00	4.626806550246552519e+00	5.977078295229845573e+00	1.016781740867409809e+02	8.551836999095351999e+00	1.724275559370874733e+00	1.037250911172112877e+00	9.906965365953034341e-01	1.072514442895124148e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.372001349933550607e+00	3.188577576171961692e+00	1.500838224782217178e+00	6.987774326599887509e+00	7.167427748318527136e+00	-1.923168061739507806e+01	-4.322335707036399413e+02	2.582185565899210555e+00	6.617517073243953440e+00	-1.707274465624474544e+02	3.195420716451250254e+00	-4.052692504934685076e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.373608029198385871e+00	5.361417550613078120e+00	5.323155324710631575e+00	1.450694814472572425e+00	1.538070183003903635e+00	2.669555713719078849e+00	4.391711864346569172e+01	4.900454490719402756e+00	3.212276166447936454e+00	1.578723941033415068e+00	2.788271009192297978e+00	9.999069114687299020e+01
