G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	p	W	Fg	m1	m2
1.000000000000000000e+00	1.000000000000000000e+00	4.953101320985155098e+00	2.652309625404325022e+00	3.336587919305606942e+00	6.954720858298373720e+00	5.851936172245888912e+00	-1.369114918633598244e+01	-6.567406523631971140e+02	5.002867870630178793e+00	6.875465865244065888e+00	-6.551239042523079092e+01	1.668699598710261522e+00	-2.524337560733348255e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.467182171412336089e+00	6.280090769320445077e+00	3.343294019449514209e+00	7.871422795494542157e+00	8.608762938662035680e+00	-5.064412533036375663e+01	-2.675335702509958537e+03	5.400747135396610332e+00	2.797651657555658034e+00	-1.059224852735803353e+02	2.856334424932652549e+00	-1.461862680173250374e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.322070157367337018e+00	7.965476993311176201e+00	9.212666583300599399e+00	2.767969453029771376e+00	7.562202537672362723e+00	1.703321900126819699e+01	9.821355640636284079e+02	8.946474879093706534e+00	8.700257812840991534e+00	2.913329131058684851e+01	8.556139702264315972e+00	3.320137505716183568e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.506543992904186169e+00	7.935683536034287222e+00	3.165023438443291148e+00	7.155295957953278219e+00	2.044264392227085558e+00	3.506067352988650754e+01	1.490977367084487923e+03	3.999539080586560491e+00	6.843540939645235355e+00	1.834588535787655132e+02	8.013815702060675505e+00	2.552999617255442445e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.538659773660588925e+00	8.515015410968915788e+00	3.953056665215532561e+00	6.158951393277598108e+00	2.297892848909489416e+00	1.580699591686926908e+01	6.768390410951335525e+02	8.793146743852753744e+00	1.941366714130959181e+00	7.805065831391829967e+00	3.847940394971967937e+00	1.084931513246313443e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.383986603358068557e+00	6.418403607487992879e+00	7.943170589738894449e+00	9.196902544404284896e+00	3.065155968848058077e+00	-3.358709430426271325e+01	-4.444250964044516877e+03	2.015845899941368646e+00	1.008094694531638780e+01	-7.735274050048436720e+02	5.078110264281839648e+00	-4.177785435870612673e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.463146479784723120e+00	7.488976443637093361e+00	5.260768953758179656e+00	8.927614369916319959e+00	4.675062976419505745e+00	-3.611094280777788867e+01	-3.364697849808468618e+03	8.186269641141183939e+00	6.002145901152819540e+00	-1.176127472771628959e+02	5.943034734551710940e+00	-5.963478148061832144e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.052373380123821534e+00	8.937181822610797965e+00	8.286653630773111345e+00	9.933458406758199910e-01	4.613268795447963200e+00	6.460889324223230368e+00	8.316524549087789353e+01	8.285407658426798605e+00	1.414943461312792916e+00	1.966542365078477683e+00	1.169864193756513293e+00	1.129110901978875745e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.179038262222821487e+00	3.403270969344442065e+00	1.772759822219184267e+00	6.856311092132799878e+00	6.239998372603599464e+00	-1.920431911258666702e+01	-4.442319827091251341e+02	2.671369652478041257e+00	6.402628507991937390e+00	-1.670593259512880024e+02	3.163536236373762911e+00	-4.028366159124561364e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.280385958032944416e+00	4.971152356421725038e+00	5.957652967659421428e+00	1.293089533060758578e+00	1.564579348076557519e+00	2.636990818028759787e+00	4.886067533640951410e+01	5.003096812549450156e+00	2.872178618652351023e+00	6.879556696290617168e+00	2.260482169470806824e+00	3.456886679060781375e+01
